Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
bc2_simplex.60.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5348169	5348169	0.000%	8
bc2_simplex.50.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350469	5350469	0.000%	6
bc2_simplex.70.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	5165321	5165319	0.000%	6
bc2_simplex.50.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350960	5350960	0.000%	6
bc2_simplex.10.fq.seed2.ont.fa	bacillales_odb10	91.3	90.2	1.1	5.3	3.4	450	194866	194866	0.000%	53
bc2_simplex.120.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5348170	5348170	0.000%	10
bc2_R941.80.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358184	5358184	0.000%	6
bc2_simplex.80.fq.seed3.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5348146	5348146	0.000%	90
bc2_simplex.20.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5323336	5323336	0.000%	6
bc2_simplex.40.fq.seed5.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5165287	5165287	0.000%	35
bc2_simplex.30.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5349388	5349388	0.000%	4
bc2_simplex.100.fq.seed2.ont.fa	bacillales_odb10	99.6	98.0	1.6	0.2	0.2	450	5337362	5337362	0.000%	138
bc2_simplex.80.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5353934	5353934	0.000%	6
bc2_simplex.20.fq.seed3.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.2	0.7	450	2838112	2838112	0.000%	7
bc2_simplex.70.fq.seed3.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5348148	5348148	0.000%	75
bc2_simplex.70.fq.seed1.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5337365	5337365	0.000%	84
bc2_simplex.70.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5349515	5349515	0.000%	8
bc2_simplex.100.fq.seed1.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5337382	5337382	0.000%	12
bc2_R941.100.fq.seed5.ont.fa	bacillales_odb10	98.7	97.6	1.1	0.9	0.4	450	5357692	5357692	0.000%	6
bc2_simplex.30.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5165304	5165304	0.000%	5
bc2_R941.80.fq.seed5.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357715	5357715	0.000%	5
bc2_simplex.90.fq.seed3.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5348149	5348149	0.000%	115
bc2_R941.80.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358183	5358183	0.000%	2
bc2_simplex.110.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5352883	5352883	0.000%	6
bc2_R941.10.fq.seed4.ont.fa	bacillales_odb10	86.4	86.0	0.4	8.9	4.7	450	975988	975988	0.000%	13
bc2_simplex.40.fq.seed4.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5353901	5353901	0.000%	20
bc2_R941.30.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358187	5358186	0.000%	2
bc2_R941.40.fq.seed2.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.6	0.2	450	5356052	5356052	0.000%	3
bc2_R941.80.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358184	5358184	0.000%	7
bc2_simplex.10.fq.seed5.ngs.fa	bacillales_odb10	98.6	97.3	1.3	0.9	0.5	450	182824	182824	0.000%	43
bc2_simplex.30.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358193	5358193	0.000%	4
bc2_simplex.80.fq.seed2.ont.fa	bacillales_odb10	99.6	97.8	1.8	0.2	0.2	450	5353906	5353906	0.000%	106
bc2_R941.10.fq.seed3.ont.fa	bacillales_odb10	88.3	87.6	0.7	9.1	2.6	450	805454	805454	0.000%	14
bc2_simplex.100.fq.seed4.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	5358176	5358176	0.000%	122
bc2_R941.70.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358178	5358178	0.000%	5
bc2_R941.40.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358201	5358201	0.000%	2
bc2_simplex.120.fq.seed1.ont.fa	bacillales_odb10	99.6	98.0	1.6	0.2	0.2	450	184752	184752	0.000%	150
bc2_simplex.80.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5353934	5353934	0.000%	6
bc2_R941.50.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358218	5358218	0.000%	2
bc2_simplex.70.fq.seed4.ont.fa	bacillales_odb10	99.5	98.2	1.3	0.2	0.3	450	5350927	5350927	0.000%	77
bc2_simplex.40.fq.seed2.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358161	5358161	0.000%	24
bc2_R941.80.fq.seed3.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357719	5357719	0.000%	9
bc2_R941.90.fq.seed4.ngs.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	5358186	5358186	0.000%	6
bc2_simplex.60.fq.seed4.ont.fa	bacillales_odb10	99.6	97.8	1.8	0.2	0.2	450	5350943	5350943	0.000%	60
bc2_simplex.40.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5353937	5353937	0.000%	4
bc2_R941.70.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358234	5358234	0.000%	6
bc2_R941.70.fq.seed1.ont.fa	bacillales_odb10	98.7	97.6	1.1	0.9	0.4	450	5357735	5357735	0.000%	6
bc2_R941.120.fq.seed1.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357680	5357680	0.000%	10
bc2_R941.50.fq.seed5.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.3	0.5	450	5357727	5357727	0.000%	2
bc2_simplex.60.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5349382	5349382	0.000%	8
bc2_R941.90.fq.seed1.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5358199	5358199	0.000%	2
bc2_R941.80.fq.seed4.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	5357702	5357702	0.000%	8
bc2_simplex.40.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358185	5358185	0.000%	4
bc2_R941.50.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358189	5358189	0.000%	2
bc2_R941.90.fq.seed2.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357718	5357718	0.000%	5
bc2_R941.60.fq.seed2.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357713	5357713	0.000%	3
bc2_R941.100.fq.seed4.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357701	5357701	0.000%	5
bc2_R941.90.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358191	5358191	0.000%	6
bc2_R941.30.fq.seed3.ont.fa	bacillales_odb10	98.0	96.9	1.1	1.8	0.2	450	5357622	5357622	0.000%	6
bc2_R941.10.fq.seed1.ngs.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	1216541	1216541	0.000%	13
bc2_simplex.30.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350463	5350463	0.000%	5
bc2_simplex.10.fq.seed4.ngs.fa	bacillales_odb10	98.7	97.6	1.1	0.9	0.4	450	167592	167592	0.000%	55
bc2_simplex.60.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5167420	5167420	0.000%	7
bc2_simplex.40.fq.seed3.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5350394	5350394	0.000%	27
bc2_simplex.40.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5350428	5350428	0.000%	6
bc2_R941.110.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358183	5358183	0.000%	6
bc2_R941.50.fq.seed2.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.6	0.2	450	5357720	5357720	0.000%	2
bc2_R941.20.fq.seed2.ont.fa	bacillales_odb10	96.2	95.1	1.1	3.3	0.5	450	5347640	5347640	0.000%	3
bc2_R941.120.fq.seed2.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.6	0.2	450	5357682	5357682	0.000%	16
bc2_simplex.30.fq.seed2.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5169213	5169213	0.000%	12
bc2_R941.60.fq.seed5.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357745	5357745	0.000%	7
bc2_R941.60.fq.seed3.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357725	5357725	0.000%	8
bc2_simplex.50.fq.seed5.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5165280	5165280	0.000%	50
bc2_simplex.10.fq.seed5.ont.fa	bacillales_odb10	92.9	91.8	1.1	4.4	2.7	450	182927	182927	0.000%	45
bc2_simplex.30.fq.seed5.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5165274	5165274	0.000%	16
bc2_simplex.60.fq.seed1.ont.fa	bacillales_odb10	99.8	98.7	1.1	0.0	0.2	450	5349364	5349364	0.000%	60
bc2_simplex.90.fq.seed4.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5351867	5351867	0.000%	119
bc2_simplex.120.fq.seed1.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5352883	5352883	0.000%	8
bc2_simplex.110.fq.seed3.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	183164	183164	0.000%	142
bc2_simplex.20.fq.seed3.ont.fa	bacillales_odb10	98.7	97.6	1.1	0.7	0.6	450	2838100	2838100	0.000%	12
bc2_R941.30.fq.seed5.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.6	0.2	450	5355771	5355771	0.000%	3
bc2_simplex.120.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5352883	5352883	0.000%	8
bc2_simplex.70.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5350945	5350945	0.000%	9
bc2_simplex.80.fq.seed1.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	5349487	5349487	0.000%	93
bc2_simplex.120.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358192	5358192	0.000%	8
bc2_R941.20.fq.seed3.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5358184	5358184	0.000%	6
bc2_R941.20.fq.seed3.ont.fa	bacillales_odb10	97.6	96.7	0.9	2.2	0.2	450	5357455	5357455	0.000%	6
bc2_simplex.60.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5349504	5349504	0.000%	7
bc2_simplex.120.fq.seed4.ont.fa	bacillales_odb10	99.7	97.3	2.4	0.0	0.3	450	209876	209876	0.000%	159
bc2_R941.50.fq.seed4.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357710	5357710	0.000%	2
bc2_simplex.100.fq.seed3.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5351892	5351892	0.000%	10
bc2_simplex.20.fq.seed5.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	2151876	2151876	0.000%	10
bc2_simplex.90.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5337385	5337385	0.000%	10
bc2_R941.80.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.2	0.5	450	5358197	5358197	0.000%	2
bc2_R941.40.fq.seed4.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.3	0.3	450	5357694	5357694	0.000%	2
bc2_simplex.70.fq.seed3.ngs.fa	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	5348173	5348171	0.000%	7
bc2_simplex.60.fq.seed3.ont.fa	bacillales_odb10	99.7	98.4	1.3	0.0	0.3	450	5348149	5348149	0.000%	56
bc2_simplex.50.fq.seed5.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5165299	5165299	0.000%	4
bc2_R941.60.fq.seed5.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5358182	5358181	0.000%	7
bc2_simplex.40.fq.seed1.ont.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5346311	5346311	0.000%	22
bc2_simplex.50.fq.seed1.ont.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5346319	5346319	0.000%	38
bc2_simplex.80.fq.seed3.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5348179	5348179	0.000%	8
bc2_R941.120.fq.seed3.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357687	5357687	0.000%	15
bc2_R941.10.fq.seed4.ngs.fa	bacillales_odb10	98.4	97.3	1.1	0.4	1.2	450	976278	976278	0.000%	13
bc2_R941.120.fq.seed5.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357675	5357675	0.000%	7
bc2_simplex.80.fq.seed5.ont.fa	bacillales_odb10	99.6	98.0	1.6	0.2	0.2	450	5353914	5353914	0.000%	94
bc2_R941.80.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358186	5358186	0.000%	6
bc2_simplex.120.fq.seed3.ont.fa	bacillales_odb10	99.8	98.2	1.6	0.0	0.2	450	156650	156650	0.000%	168
bc2_simplex.90.fq.seed1.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	5337361	5337361	0.000%	115
bc2_simplex.100.fq.seed1.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	5337357	5337357	0.000%	133
bc2_R941.100.fq.seed3.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357698	5357698	0.000%	9
bc2_simplex.20.fq.seed1.ont.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5323284	5323284	0.000%	11
bc2_simplex.70.fq.seed5.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5165285	5165285	0.000%	83
bc2_R941.40.fq.seed3.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.3	0.5	450	5357698	5357698	0.000%	8
bc2_R941.100.fq.seed4.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5358197	5358197	0.000%	2
bc2_simplex.20.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5168407	5168407	0.000%	5
bc2_R941.50.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358189	5358188	0.000%	8
bc2_simplex.10.fq.seed3.ont.fa	bacillales_odb10	93.5	92.2	1.3	4.2	2.3	450	212279	212279	0.000%	49
bc2_R941.110.fq.seed1.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	5357681	5357681	0.000%	6
bc2_R941.10.fq.seed3.ngs.fa	bacillales_odb10	99.1	98.2	0.9	0.2	0.7	450	805690	805690	0.000%	14
bc2_R941.30.fq.seed4.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358190	5358190	0.000%	2
bc2_R941.90.fq.seed1.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.9	0.2	450	5357714	5357714	0.000%	7
bc2_simplex.70.fq.seed2.ont.fa	bacillales_odb10	99.6	98.0	1.6	0.2	0.2	450	5349485	5349485	0.000%	78
bc2_R941.40.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350963	5350963	0.000%	7
bc2_R941.90.fq.seed4.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357710	5357710	0.000%	8
bc2_R941.60.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358186	5358186	0.000%	6
bc2_R941.10.fq.seed2.ont.fa	bacillales_odb10	88.7	87.6	1.1	9.1	2.2	450	493424	493424	0.000%	15
bc2_R941.80.fq.seed1.ont.fa	bacillales_odb10	98.9	97.8	1.1	0.7	0.4	450	5357709	5357709	0.000%	6
bc2_R941.110.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358188	5358187	0.000%	6
bc2_simplex.100.fq.seed3.ont.fa	bacillales_odb10	99.7	98.4	1.3	0.0	0.3	450	5351863	5351863	0.000%	124
bc2_R941.40.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358202	5358202	0.000%	7
bc2_simplex.80.fq.seed1.ngs.fa	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	5349512	5349512	0.000%	8
bc2_R941.60.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358181	5358181	0.000%	2
bc2_R941.60.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358184	5358184	0.000%	6
bc2_R941.100.fq.seed1.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358195	5358195	0.000%	2
bc2_R941.60.fq.seed1.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357737	5357737	0.000%	4
bc2_simplex.100.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5337393	5337391	0.000%	10
bc2_R941.20.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5348354	5348354	0.000%	3
bc2_simplex.110.fq.seed5.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	5353909	5353909	0.000%	137
bc2_simplex.80.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5351890	5351890	0.000%	9
bc2_simplex.90.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5353936	5353936	0.000%	6
bc2_simplex.30.fq.seed1.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5349357	5349357	0.000%	10
bc2_simplex.50.fq.seed4.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5350936	5350936	0.000%	35
bc2_R941.40.fq.seed2.ngs.fa	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	5356560	5356558	0.000%	3
bc2_simplex.110.fq.seed1.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	226899	226899	0.000%	131
bc2_R941.120.fq.seed3.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5358188	5358188	0.000%	6
bc2_R941.20.fq.seed1.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.3	0.5	450	5348439	5348439	0.000%	3
bc2_R941.100.fq.seed1.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357716	5357716	0.000%	5
bc2_simplex.60.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5350965	5350965	0.000%	8
bc2_R941.70.fq.seed3.ont.fa	bacillales_odb10	98.2	97.1	1.1	1.3	0.5	450	5357712	5357712	0.000%	8
bc2_simplex.110.fq.seed4.ont.fa	bacillales_odb10	99.8	97.8	2.0	0.0	0.2	450	220934	220934	0.000%	142
bc2_simplex.120.fq.seed2.ngs.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5337386	5337386	0.000%	10
bc2_simplex.50.fq.seed1.ngs.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5346347	5346347	0.000%	5
bc2_R941.90.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358187	5358186	0.000%	2
bc2_simplex.10.fq.seed1.ngs.fa	bacillales_odb10	98.4	97.3	1.1	0.7	0.9	450	230254	230254	0.000%	45
bc2_R941.110.fq.seed4.ont.fa	bacillales_odb10	99.1	98.0	1.1	0.7	0.2	450	5357694	5357694	0.000%	12
bc2_R941.60.fq.seed4.ont.fa	bacillales_odb10	98.7	97.6	1.1	1.1	0.2	450	5357720	5357720	0.000%	7
bc2_simplex.50.fq.seed3.ont.fa	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	5350438	5350438	0.000%	40
bc2_R941.70.fq.seed2.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358203	5358203	0.000%	2
bc2_R941.30.fq.seed5.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5356365	5356365	0.000%	3
bc2_R941.70.fq.seed5.ont.fa	bacillales_odb10	98.7	97.6	1.1	0.9	0.4	450	5357733	5357733	0.000%	7
bc2_simplex.110.fq.seed2.ont.fa	bacillales_odb10	99.8	98.0	1.8	0.0	0.2	450	5352857	5352857	0.000%	139
bc2_R941.30.fq.seed3.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5358185	5358185	0.000%	6
bc2_R941.110.fq.seed5.ont.fa	bacillales_odb10	98.4	97.3	1.1	1.1	0.5	450	5357690	5357690	0.000%	7
bc2_simplex.90.fq.seed4.ngs.fa	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	5351888	5351888	0.000%	8
