Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
ab1_R941.20.fq.seed1.ngs.fa		99.4	99.1	0.3	0.5	0.1	782	3896777	3896777	0.000%	4
ab1_R941.50.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3900215	3900210	0.000%	5
ab1_simplex.50.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3901566	3901566	0.000%	5
ab1_R941.80.fq.seed4.ngs.fa		99.4	99.1	0.3	0.5	0.1	782	3896787	3896787	0.000%	6
ab1_simplex.90.fq.seed5.ont.fa		99.8	99.5	0.3	0.1	0.1	782	3896795	3896795	0.000%	5
ab1_simplex.40.fq.seed5.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896778	3896778	0.000%	4
ab1_simplex.30.fq.seed1.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896777	3896777	0.000%	4
ab1_simplex.90.fq.seed1.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896445	3896445	0.000%	6
ab1_R941.90.fq.seed2.ont.fa		97.6	97.3	0.3	1.4	1.0	782	3896620	3896620	0.000%	6
ab1_R941.20.fq.seed4.ont.fa		94.2	93.9	0.3	2.4	3.4	782	3896577	3896577	0.000%	4
ab1_R941.80.fq.seed3.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896777	3896777	0.000%	5
ab1_R941.10.fq.seed1.ont.fa		82.9	82.6	0.3	8.7	8.4	782	2940927	2940927	0.000%	4
ab1_simplex.120.fq.seed2.ont.fa		99.7	99.4	0.3	0.1	0.2	782	3897068	3897068	0.000%	5
ab1_R941.120.fq.seed4.ont.fa		97.7	97.4	0.3	1.4	0.9	782	3900491	3900491	0.000%	9
ab1_simplex.60.fq.seed4.ont.fa		99.3	99.0	0.3	0.6	0.1	782	3896801	3896801	0.000%	5
ab1_R941.110.fq.seed2.ont.fa		97.7	97.4	0.3	1.7	0.6	782	3896600	3896600	0.000%	7
ab1_simplex.50.fq.seed1.ngs.fa		99.5	99.2	0.3	0.1	0.4	782	3896773	3896773	0.000%	5
ab1_simplex.100.fq.seed3.ont.fa		99.0	98.7	0.3	0.9	0.1	782	3896804	3896804	0.000%	6
ab1_R941.30.fq.seed3.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3897642	3897642	0.000%	3
ab1_R941.10.fq.seed3.ont.fa		83.3	83.0	0.3	8.2	8.5	782	770923	770923	0.000%	12
ab1_R941.20.fq.seed2.ont.fa		95.1	94.8	0.3	3.2	1.7	782	3896595	3896595	0.000%	5
ab1_R941.40.fq.seed3.ont.fa		96.5	96.2	0.3	2.6	0.9	782	3896644	3896644	0.000%	6
ab1_simplex.10.fq.seed1.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	669530	669530	0.000%	11
ab1_R941.60.fq.seed3.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3901818	3901818	0.000%	4
ab1_simplex.100.fq.seed4.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896782	3896782	0.000%	5
ab1_simplex.90.fq.seed3.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896780	3896780	0.000%	6
ab1_R941.60.fq.seed2.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3901866	3901866	0.000%	5
ab1_R941.50.fq.seed2.ont.fa		96.8	96.5	0.3	1.7	1.5	782	3900047	3900047	0.000%	5
ab1_R941.90.fq.seed1.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896783	3896783	0.000%	5
ab1_simplex.10.fq.seed1.ont.fa		94.9	94.6	0.3	2.9	2.2	782	669518	669518	0.000%	11
ab1_simplex.60.fq.seed2.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3896825	3896825	0.000%	5
ab1_R941.120.fq.seed2.ont.fa		97.9	97.6	0.3	1.5	0.6	782	3896608	3896608	0.000%	8
ab1_R941.100.fq.seed1.ont.fa		98.0	97.7	0.3	1.4	0.6	782	3896632	3896632	0.000%	8
ab1_simplex.20.fq.seed5.ont.fa		98.8	98.5	0.3	0.9	0.3	782	3896858	3896858	0.000%	3
ab1_simplex.40.fq.seed4.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896818	3896818	0.000%	5
ab1_simplex.100.fq.seed5.ngs.fa		99.4	99.1	0.3	0.1	0.5	782	3896777	3896777	0.000%	5
ab1_simplex.30.fq.seed1.ont.fa		99.1	98.8	0.3	0.3	0.6	782	3896818	3896818	0.000%	4
ab1_R941.120.fq.seed5.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896768	3896768	0.000%	5
ab1_simplex.20.fq.seed4.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896782	3896782	0.000%	3
ab1_R941.100.fq.seed5.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896768	3896768	0.000%	6
ab1_simplex.60.fq.seed4.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896777	3896777	0.000%	5
ab1_R941.90.fq.seed1.ont.fa		97.5	97.2	0.3	1.5	1.0	782	3896618	3896618	0.000%	8
ab1_simplex.30.fq.seed5.ont.fa		98.5	98.2	0.3	0.8	0.7	782	3896843	3896843	0.000%	4
ab1_R941.70.fq.seed2.ngs.fa		99.3	99.0	0.3	0.5	0.2	782	3900053	3900053	0.000%	5
ab1_R941.50.fq.seed1.ont.fa		97.4	97.1	0.3	1.8	0.8	782	3896681	3896681	0.000%	6
ab1_simplex.80.fq.seed1.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896793	3896793	0.000%	6
ab1_R941.20.fq.seed5.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896494	3896494	0.000%	3
ab1_R941.50.fq.seed3.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896776	3896776	0.000%	4
ab1_simplex.50.fq.seed2.ont.fa		99.3	99.0	0.3	0.5	0.2	782	3901606	3901606	0.000%	5
ab1_simplex.70.fq.seed3.ont.fa		99.4	99.1	0.3	0.5	0.1	782	3896809	3896809	0.000%	5
ab1_R941.110.fq.seed5.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896786	3896786	0.000%	6
ab1_simplex.120.fq.seed4.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896794	3896794	0.000%	9
ab1_simplex.40.fq.seed3.ngs.fa		99.5	99.4	0.1	0.3	0.2	782	3896789	3896789	0.000%	4
ab1_simplex.20.fq.seed1.ont.fa		99.0	98.6	0.4	0.5	0.5	782	3898800	3898800	0.000%	4
ab1_R941.70.fq.seed3.ont.fa		97.4	97.1	0.3	2.0	0.6	782	3896628	3896628	0.000%	7
ab1_simplex.70.fq.seed2.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896787	3896787	0.000%	5
ab1_simplex.110.fq.seed2.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3898149	3898149	0.000%	5
ab1_R941.50.fq.seed3.ont.fa		96.2	95.9	0.3	2.7	1.1	782	3896658	3896658	0.000%	5
ab1_simplex.80.fq.seed2.ont.fa		99.7	99.4	0.3	0.1	0.2	782	3896800	3896800	0.000%	5
ab1_simplex.90.fq.seed2.ngs.fa		99.5	99.2	0.3	0.3	0.2	782	3896778	3896778	0.000%	5
ab1_simplex.20.fq.seed2.ont.fa		98.0	97.7	0.3	1.5	0.5	782	3889141	3889141	0.000%	3
ab1_R941.10.fq.seed5.ont.fa		85.6	85.3	0.3	8.3	6.1	782	2144287	2144287	0.000%	5
ab1_simplex.40.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896780	3896780	0.000%	5
ab1_R941.120.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896809	3896809	0.000%	5
ab1_R941.80.fq.seed2.ont.fa		97.9	97.6	0.3	1.3	0.8	782	3898978	3898978	0.000%	7
ab1_R941.80.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3899134	3899134	0.000%	5
ab1_R941.20.fq.seed5.ont.fa		94.8	94.5	0.3	3.1	2.1	782	3896650	3896650	0.000%	3
ab1_R941.110.fq.seed4.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3901861	3901861	0.000%	5
ab1_R941.80.fq.seed1.ont.fa		98.1	97.8	0.3	1.3	0.6	782	3896613	3896613	0.000%	6
ab1_R941.90.fq.seed4.ont.fa		98.0	97.7	0.3	1.4	0.6	782	3896620	3896620	0.000%	8
ab1_R941.90.fq.seed3.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896783	3896783	0.000%	4
ab1_simplex.10.fq.seed5.ont.fa		91.8	91.7	0.1	3.8	4.4	782	1344324	1344324	0.000%	9
ab1_simplex.60.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896778	3896778	0.000%	5
ab1_simplex.30.fq.seed5.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896654	3896654	0.000%	4
ab1_simplex.110.fq.seed3.ont.fa		99.1	98.8	0.3	0.8	0.1	782	3896840	3896840	0.000%	6
ab1_R941.90.fq.seed5.ont.fa		97.5	97.2	0.3	1.5	1.0	782	3896595	3896595	0.000%	8
ab1_R941.20.fq.seed4.ngs.fa		99.4	99.1	0.3	0.4	0.2	782	3896785	3896785	0.000%	4
ab1_R941.120.fq.seed5.ont.fa		97.9	97.6	0.3	1.4	0.7	782	3896575	3896575	0.000%	9
ab1_simplex.120.fq.seed1.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3896798	3896798	0.000%	8
ab1_simplex.70.fq.seed3.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896784	3896784	0.000%	5
ab1_simplex.20.fq.seed2.ngs.fa		99.5	99.2	0.3	0.3	0.2	782	3889072	3889072	0.000%	3
ab1_R941.20.fq.seed2.ngs.fa		99.4	99.1	0.3	0.5	0.1	782	3896807	3896807	0.000%	5
ab1_R941.30.fq.seed4.ont.fa		95.8	95.5	0.3	1.9	2.3	782	3896617	3896617	0.000%	5
ab1_simplex.50.fq.seed3.ont.fa		99.0	98.7	0.3	0.8	0.2	782	3896820	3896820	0.000%	5
ab1_R941.120.fq.seed4.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3900681	3900681	0.000%	5
ab1_simplex.70.fq.seed5.ngs.fa		99.5	99.2	0.3	0.3	0.2	782	3896783	3896783	0.000%	6
ab1_simplex.10.fq.seed2.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	867727	867727	0.000%	6
ab1_simplex.50.fq.seed1.ont.fa		99.1	98.8	0.3	0.5	0.4	782	3896803	3896803	0.000%	5
ab1_simplex.70.fq.seed1.ont.fa		99.8	99.5	0.3	0.1	0.1	782	3896793	3896793	0.000%	8
ab1_R941.60.fq.seed2.ont.fa		96.3	96.0	0.3	2.2	1.5	782	3901720	3901720	0.000%	5
ab1_R941.100.fq.seed4.ont.fa		98.0	97.7	0.3	1.4	0.6	782	3900698	3900698	0.000%	10
ab1_simplex.100.fq.seed4.ont.fa		99.4	99.1	0.3	0.5	0.1	782	3896794	3896794	0.000%	6
ab1_simplex.70.fq.seed2.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3896796	3896796	0.000%	5
ab1_simplex.20.fq.seed4.ont.fa		98.0	97.7	0.3	1.5	0.5	782	3896843	3896843	0.000%	3
ab1_R941.80.fq.seed5.ngs.fa		99.5	99.2	0.3	0.1	0.4	782	3896646	3896646	0.000%	6
ab1_simplex.10.fq.seed4.ngs.fa		99.4	99.1	0.3	0.4	0.2	782	1618251	1618251	0.000%	6
ab1_R941.80.fq.seed3.ont.fa		97.7	97.4	0.3	1.8	0.5	782	3896621	3896621	0.000%	7
ab1_R941.10.fq.seed1.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	2941074	2941074	0.000%	4
ab1_simplex.60.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896802	3896802	0.000%	5
ab1_simplex.90.fq.seed5.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896777	3896777	0.000%	5
ab1_R941.40.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3898439	3898439	0.000%	4
ab1_simplex.80.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896780	3896780	0.000%	5
ab1_R941.100.fq.seed3.ont.fa		97.9	97.6	0.3	1.5	0.6	782	3896600	3896600	0.000%	5
ab1_R941.40.fq.seed2.ont.fa		96.0	95.7	0.3	2.4	1.6	782	3898288	3898288	0.000%	5
ab1_R941.60.fq.seed5.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896785	3896785	0.000%	4
ab1_simplex.20.fq.seed3.ont.fa		98.5	98.2	0.3	1.3	0.2	782	3896852	3896852	0.000%	2
ab1_simplex.60.fq.seed5.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896780	3896780	0.000%	6
ab1_simplex.20.fq.seed5.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896776	3896776	0.000%	3
ab1_simplex.60.fq.seed3.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896778	3896778	0.000%	5
ab1_R941.50.fq.seed5.ont.fa		97.1	96.8	0.3	2.2	0.7	782	3899226	3899226	0.000%	6
ab1_simplex.30.fq.seed2.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896783	3896783	0.000%	5
ab1_simplex.50.fq.seed5.ngs.fa		99.5	99.2	0.3	0.3	0.2	782	3896513	3896513	0.000%	6
ab1_simplex.40.fq.seed2.ont.fa		99.0	98.7	0.3	0.6	0.4	782	3896412	3896412	0.000%	4
ab1_simplex.120.fq.seed5.ngs.fa		99.4	99.1	0.3	0.1	0.5	782	3896779	3896779	0.000%	5
ab1_simplex.80.fq.seed5.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896779	3896779	0.000%	6
ab1_simplex.30.fq.seed3.ont.fa		98.9	98.6	0.3	1.0	0.1	782	3896844	3896844	0.000%	4
ab1_simplex.90.fq.seed1.ngs.fa		99.4	99.1	0.3	0.5	0.1	782	3896426	3896426	0.000%	5
ab1_R941.100.fq.seed4.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3900871	3900871	0.000%	5
ab1_R941.40.fq.seed4.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896786	3896785	0.000%	5
ab1_R941.50.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896831	3896831	0.000%	4
ab1_simplex.100.fq.seed2.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896779	3896779	0.000%	5
ab1_simplex.120.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896781	3896781	0.000%	6
ab1_R941.70.fq.seed4.ont.fa		98.0	97.7	0.3	1.4	0.6	782	3896638	3896638	0.000%	6
ab1_R941.120.fq.seed3.ont.fa		98.1	97.8	0.3	1.4	0.5	782	3896585	3896585	0.000%	8
ab1_simplex.30.fq.seed4.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896778	3896778	0.000%	4
ab1_simplex.90.fq.seed2.ont.fa		99.5	99.2	0.3	0.3	0.2	782	3896795	3896795	0.000%	5
ab1_simplex.10.fq.seed4.ont.fa		92.2	91.9	0.3	5.2	2.6	782	1618289	1618289	0.000%	6
ab1_R941.110.fq.seed3.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896775	3896775	0.000%	4
ab1_R941.40.fq.seed5.ont.fa		96.1	95.8	0.3	2.7	1.2	782	3899226	3899226	0.000%	5
ab1_simplex.60.fq.seed1.ont.fa		99.5	99.2	0.3	0.3	0.2	782	3896800	3896800	0.000%	5
ab1_simplex.110.fq.seed5.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3899014	3899014	0.000%	5
ab1_simplex.40.fq.seed2.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896369	3896369	0.000%	4
ab1_simplex.80.fq.seed5.ont.fa		99.8	99.5	0.3	0.1	0.1	782	3896802	3896802	0.000%	6
ab1_R941.120.fq.seed1.ont.fa		97.4	97.1	0.3	1.9	0.7	782	3896640	3896640	0.000%	10
ab1_simplex.30.fq.seed3.ngs.fa		99.3	99.2	0.1	0.4	0.3	782	3896787	3896787	0.000%	3
ab1_R941.90.fq.seed2.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896783	3896783	0.000%	4
ab1_simplex.40.fq.seed1.ont.fa		99.4	99.1	0.3	0.3	0.3	782	3896813	3896813	0.000%	5
ab1_R941.30.fq.seed5.ont.fa		95.7	95.4	0.3	2.8	1.5	782	3896672	3896672	0.000%	5
ab1_R941.100.fq.seed3.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896795	3896795	0.000%	4
ab1_R941.70.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896507	3896507	0.000%	6
ab1_simplex.70.fq.seed5.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3896807	3896807	0.000%	6
ab1_simplex.10.fq.seed3.ont.fa		94.0	93.7	0.3	3.5	2.5	782	1135797	1135797	0.000%	11
ab1_simplex.70.fq.seed4.ont.fa		99.3	99.0	0.3	0.6	0.1	782	3896800	3896800	0.000%	6
ab1_simplex.80.fq.seed3.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896779	3896779	0.000%	5
ab1_R941.20.fq.seed1.ont.fa		94.5	94.2	0.3	3.5	2.0	782	3896550	3896550	0.000%	4
ab1_R941.60.fq.seed1.ont.fa		97.2	96.9	0.3	1.8	1.0	782	3896624	3896624	0.000%	7
ab1_simplex.80.fq.seed3.ont.fa		99.4	99.1	0.3	0.5	0.1	782	3896801	3896801	0.000%	5
ab1_R941.90.fq.seed4.ngs.fa		99.4	99.1	0.3	0.5	0.1	782	3896796	3896796	0.000%	5
ab1_R941.70.fq.seed3.ngs.fa		99.5	99.2	0.3	0.1	0.4	782	3896784	3896784	0.000%	4
ab1_R941.50.fq.seed5.ngs.fa		99.5	99.2	0.3	0.1	0.4	782	3899359	3899359	0.000%	5
ab1_R941.10.fq.seed4.ont.fa		81.9	81.8	0.1	10.2	7.9	782	3301794	3301794	0.000%	6
ab1_simplex.90.fq.seed3.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896808	3896808	0.000%	6
ab1_R941.110.fq.seed5.ont.fa		98.0	97.7	0.3	1.5	0.5	782	3896619	3896619	0.000%	10
ab1_simplex.100.fq.seed1.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896797	3896797	0.000%	6
ab1_simplex.50.fq.seed5.ont.fa		99.4	99.1	0.3	0.5	0.1	782	3896550	3896550	0.000%	6
ab1_R941.110.fq.seed1.ont.fa		97.7	97.4	0.3	1.4	0.9	782	3897889	3897889	0.000%	8
ab1_simplex.30.fq.seed4.ont.fa		98.6	98.3	0.3	1.0	0.4	782	3896837	3896837	0.000%	4
ab1_R941.70.fq.seed2.ont.fa		97.0	96.7	0.3	1.5	1.5	782	3899899	3899899	0.000%	7
ab1_simplex.50.fq.seed3.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896786	3896786	0.000%	5
ab1_R941.50.fq.seed4.ont.fa		96.5	96.2	0.3	1.8	1.7	782	3898855	3898855	0.000%	5
ab1_R941.40.fq.seed3.ngs.fa		99.8	99.5	0.3	0.1	0.1	782	3896776	3896776	0.000%	6
ab1_simplex.20.fq.seed3.ngs.fa		99.7	99.6	0.1	0.1	0.2	782	3896598	3896598	0.000%	2
ab1_simplex.60.fq.seed5.ont.fa		99.7	99.4	0.3	0.3	0.0	782	3896806	3896806	0.000%	6
ab1_R941.100.fq.seed2.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3900041	3900041	0.000%	5
ab1_simplex.30.fq.seed2.ont.fa		99.0	98.7	0.3	0.6	0.4	782	3896825	3896825	0.000%	5
ab1_R941.40.fq.seed1.ont.fa		96.8	96.5	0.3	2.0	1.2	782	3896692	3896692	0.000%	5
ab1_R941.90.fq.seed3.ont.fa		97.6	97.3	0.3	1.5	0.9	782	3896620	3896620	0.000%	9
ab1_simplex.50.fq.seed4.ngs.fa		99.4	99.1	0.3	0.4	0.2	782	3896792	3896792	0.000%	4
ab1_simplex.80.fq.seed1.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896772	3896772	0.000%	5
ab1_simplex.10.fq.seed5.ngs.fa		99.3	99.0	0.3	0.4	0.3	782	1344304	1344304	0.000%	9
ab1_R941.100.fq.seed5.ont.fa		97.5	97.2	0.3	1.5	1.0	782	3896598	3896598	0.000%	9
ab1_R941.30.fq.seed5.ngs.fa		99.7	99.4	0.3	0.1	0.2	782	3896781	3896781	0.000%	4
ab1_simplex.70.fq.seed4.ngs.fa		99.5	99.2	0.3	0.3	0.2	782	3896784	3896784	0.000%	6
ab1_R941.60.fq.seed4.ont.fa		97.1	96.8	0.3	1.9	1.0	782	3900266	3900266	0.000%	5
ab1_simplex.10.fq.seed2.ont.fa		92.2	91.8	0.4	4.9	2.9	782	867733	867733	0.000%	6
ab1_simplex.100.fq.seed5.ont.fa		99.8	99.5	0.3	0.1	0.1	782	3896790	3896790	0.000%	5
ab1_R941.80.fq.seed5.ont.fa		97.4	97.1	0.3	1.7	0.9	782	3896631	3896631	0.000%	9
ab1_simplex.100.fq.seed1.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896776	3896776	0.000%	5
ab1_R941.110.fq.seed4.ont.fa		98.1	97.8	0.3	1.4	0.5	782	3901687	3901687	0.000%	10
ab1_R941.60.fq.seed1.ngs.fa		99.7	99.4	0.3	0.3	0.0	782	3896784	3896784	0.000%	4
ab1_R941.70.fq.seed5.ngs.fa		99.5	99.2	0.3	0.1	0.4	782	3896790	3896790	0.000%	4
ab1_simplex.90.fq.seed4.ont.fa		99.4	99.1	0.3	0.4	0.2	782	3896791	3896791	0.000%	6
ab1_R941.100.fq.seed2.ont.fa		97.9	97.6	0.3	1.4	0.7	782	3899865	3899865	0.000%	7
ab1_R941.10.fq.seed3.ngs.fa		98.5	98.2	0.3	0.3	1.2	782	771044	771044	0.000%	12
ab1_simplex.40.fq.seed5.ont.fa		99.4	99.1	0.3	0.5	0.1	782	3896826	3896826	0.000%	4
ab1_R941.80.fq.seed1.ngs.fa		99.5	99.2	0.3	0.4	0.1	782	3896791	3896791	0.000%	4
ab1_simplex.50.fq.seed4.ont.fa		99.5	99.2	0.3	0.4	0.1	782	3896813	3896813	0.000%	4
