Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
ecoli_R941.70.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	1.1	0.2	440	4847226	4847226	0.000%	34
ecoli_simplex.60.fq.seed5.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847508	4847508	0.000%	13
ecoli_R941.20.fq.seed1.ont.fa	enterobacterales_odb10	97.0	96.8	0.2	2.5	0.5	440	4847014	4847014	0.000%	19
ecoli_simplex.100.fq.seed2.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847514	4847514	0.000%	14
ecoli_simplex.120.fq.seed4.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847515	4847515	0.000%	17
ecoli_R941.90.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847217	4847217	0.000%	47
ecoli_simplex.30.fq.seed3.ont.fa	enterobacterales_odb10	99.1	98.6	0.5	0.9	0.0	440	4847511	4847511	0.000%	12
ecoli_R941.40.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847226	4847226	0.000%	27
ecoli_R941.50.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	1.1	0.4	440	4847279	4847279	0.000%	22
ecoli_R941.80.fq.seed1.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847530	4847530	0.000%	26
ecoli_R941.20.fq.seed4.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847340	4847340	0.000%	14
ecoli_R941.20.fq.seed1.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847466	4847466	0.000%	18
ecoli_R941.10.fq.seed4.ont.fa	enterobacterales_odb10	87.1	86.6	0.5	8.6	4.3	440	678431	678431	0.000%	23
ecoli_simplex.110.fq.seed3.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847514	4847514	0.000%	15
ecoli_simplex.50.fq.seed3.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847518	4847518	0.000%	13
ecoli_simplex.90.fq.seed4.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847512	4847512	0.000%	15
ecoli_simplex.60.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847538	4847538	0.000%	13
ecoli_simplex.50.fq.seed1.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847514	4847514	0.000%	13
ecoli_R941.10.fq.seed5.ont.fa	enterobacterales_odb10	85.2	85.2	0.0	9.5	5.3	440	561099	561099	0.000%	27
ecoli_simplex.70.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847536	4847536	0.000%	16
ecoli_R941.90.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.3	0.7	0.0	0.0	440	4847532	4847532	0.000%	26
ecoli_simplex.30.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847531	4847531	0.000%	14
ecoli_simplex.80.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847552	4847552	0.000%	15
ecoli_simplex.110.fq.seed5.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847551	4847551	0.000%	15
ecoli_R941.40.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	1.4	0.1	440	4847151	4847151	0.000%	28
ecoli_simplex.30.fq.seed1.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847510	4847510	0.000%	10
ecoli_R941.70.fq.seed1.ont.fa	enterobacterales_odb10	97.8	97.3	0.5	2.0	0.2	440	4847228	4847228	0.000%	42
ecoli_simplex.90.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847599	4847599	0.000%	15
ecoli_R941.50.fq.seed2.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847628	4847628	0.000%	17
ecoli_R941.40.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847536	4847536	0.000%	23
ecoli_simplex.120.fq.seed3.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847519	4847519	0.000%	22
ecoli_R941.60.fq.seed1.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847568	4847568	0.000%	25
ecoli_simplex.60.fq.seed2.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847564	4847564	0.000%	16
ecoli_R941.10.fq.seed3.ont.fa	enterobacterales_odb10	83.8	83.6	0.2	11.8	4.4	440	859557	859557	0.000%	24
ecoli_R941.80.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847218	4847218	0.000%	49
ecoli_simplex.40.fq.seed1.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847509	4847509	0.000%	12
ecoli_R941.50.fq.seed4.ont.fa	enterobacterales_odb10	99.1	98.6	0.5	0.5	0.4	440	4847202	4847202	0.000%	29
ecoli_R941.100.fq.seed4.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847556	4847556	0.000%	23
ecoli_R941.30.fq.seed4.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.0	0.4	440	4847549	4847549	0.000%	15
ecoli_R941.40.fq.seed2.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847540	4847540	0.000%	15
ecoli_simplex.30.fq.seed1.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847543	4847543	0.000%	10
ecoli_R941.50.fq.seed5.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	1.1	0.4	440	4847200	4847200	0.000%	23
ecoli_R941.30.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	1.4	0.1	440	4847136	4847136	0.000%	22
ecoli_R941.30.fq.seed5.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847564	4847564	0.000%	21
ecoli_simplex.110.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847547	4847547	0.000%	15
ecoli_simplex.30.fq.seed4.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847523	4847523	0.000%	12
ecoli_R941.90.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847557	4847557	0.000%	25
ecoli_R941.60.fq.seed4.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847559	4847559	0.000%	24
ecoli_simplex.50.fq.seed1.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847544	4847544	0.000%	13
ecoli_simplex.90.fq.seed3.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847550	4847549	0.000%	15
ecoli_simplex.70.fq.seed3.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847511	4847511	0.000%	16
ecoli_R941.70.fq.seed2.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847537	4847537	0.000%	20
ecoli_simplex.40.fq.seed5.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.0	0.2	440	4847520	4847520	0.000%	13
ecoli_simplex.80.fq.seed5.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847518	4847518	0.000%	14
ecoli_R941.40.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847154	4847154	0.000%	29
ecoli_R941.120.fq.seed2.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847568	4847567	0.000%	20
ecoli_R941.110.fq.seed2.ont.fa	enterobacterales_odb10	98.0	97.3	0.7	1.8	0.2	440	4847227	4847227	0.000%	61
ecoli_simplex.40.fq.seed3.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847516	4847516	0.000%	12
ecoli_R941.40.fq.seed3.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847530	4847530	0.000%	21
ecoli_simplex.80.fq.seed4.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.0	0.2	440	4847547	4847547	0.000%	14
ecoli_simplex.70.fq.seed1.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847509	4847509	0.000%	13
ecoli_R941.30.fq.seed1.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847534	4847534	0.000%	18
ecoli_R941.20.fq.seed5.ont.fa	enterobacterales_odb10	96.8	96.6	0.2	2.5	0.7	440	2723161	2723161	0.000%	19
ecoli_R941.30.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847558	4847558	0.000%	19
ecoli_simplex.90.fq.seed5.ont.fa	enterobacterales_odb10	99.4	98.9	0.5	0.5	0.1	440	4847563	4847563	0.000%	15
ecoli_R941.40.fq.seed2.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	1.1	0.2	440	4847171	4847171	0.000%	21
ecoli_simplex.50.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847549	4847549	0.000%	13
ecoli_R941.120.fq.seed4.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	1.4	0.4	440	4847200	4847200	0.000%	54
ecoli_simplex.100.fq.seed1.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847516	4847516	0.000%	15
ecoli_simplex.110.fq.seed2.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847508	4847508	0.000%	15
ecoli_R941.60.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847232	4847232	0.000%	33
ecoli_simplex.50.fq.seed4.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847511	4847511	0.000%	12
ecoli_simplex.120.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847554	4847554	0.000%	15
ecoli_simplex.10.fq.seed2.ont.fa	enterobacterales_odb10	92.5	92.0	0.5	5.0	2.5	440	403963	403963	0.000%	29
ecoli_simplex.20.fq.seed2.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4848254	4848254	0.000%	13
ecoli_simplex.10.fq.seed1.ngs.fa	enterobacterales_odb10	99.6	98.9	0.7	0.2	0.2	440	309278	309278	0.000%	37
ecoli_R941.100.fq.seed4.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	1.4	0.1	440	4847213	4847213	0.000%	47
ecoli_simplex.90.fq.seed2.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847515	4847515	0.000%	14
ecoli_R941.70.fq.seed4.ont.fa	enterobacterales_odb10	98.9	98.4	0.5	0.9	0.2	440	4847236	4847236	0.000%	38
ecoli_R941.110.fq.seed4.ont.fa	enterobacterales_odb10	98.2	97.5	0.7	1.4	0.4	440	4847186	4847186	0.000%	51
ecoli_R941.110.fq.seed3.ont.fa	enterobacterales_odb10	98.4	97.7	0.7	1.1	0.5	440	4847188	4847188	0.000%	54
ecoli_R941.90.fq.seed1.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	1.6	0.2	440	4847242	4847242	0.000%	45
ecoli_R941.60.fq.seed5.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847533	4847533	0.000%	28
ecoli_R941.40.fq.seed4.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847568	4847568	0.000%	20
ecoli_R941.30.fq.seed2.ngs.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847548	4847548	0.000%	18
ecoli_simplex.10.fq.seed5.ont.fa	enterobacterales_odb10	92.8	92.3	0.5	5.0	2.2	440	239739	239739	0.000%	46
ecoli_simplex.50.fq.seed4.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847542	4847542	0.000%	12
ecoli_R941.10.fq.seed2.ngs.fa	enterobacterales_odb10	99.4	98.9	0.5	0.5	0.1	440	506457	506457	0.000%	29
ecoli_R941.100.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.3	0.7	0.0	0.0	440	4847542	4847542	0.000%	23
ecoli_R941.20.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847529	4847529	0.000%	16
ecoli_R941.10.fq.seed4.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	678708	678708	0.000%	23
ecoli_R941.60.fq.seed3.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.9	0.4	440	4847184	4847184	0.000%	29
ecoli_simplex.100.fq.seed4.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847545	4847545	0.000%	14
ecoli_R941.80.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847539	4847539	0.000%	27
ecoli_simplex.30.fq.seed2.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.5	0.1	440	4847510	4847510	0.000%	14
ecoli_simplex.110.fq.seed5.ont.fa	enterobacterales_odb10	99.4	98.9	0.5	0.5	0.1	440	4847519	4847519	0.000%	15
ecoli_simplex.80.fq.seed2.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847548	4847548	0.000%	14
ecoli_simplex.80.fq.seed5.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847554	4847554	0.000%	14
ecoli_simplex.50.fq.seed5.ont.fa	enterobacterales_odb10	99.6	99.1	0.5	0.2	0.2	440	4847523	4847523	0.000%	13
ecoli_simplex.20.fq.seed5.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4843022	4843022	0.000%	12
ecoli_R941.120.fq.seed2.ont.fa	enterobacterales_odb10	98.4	97.7	0.7	1.1	0.5	440	4847209	4847209	0.000%	60
ecoli_simplex.20.fq.seed1.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847556	4847556	0.000%	10
ecoli_R941.20.fq.seed2.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847530	4847530	0.000%	12
ecoli_R941.30.fq.seed2.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	1.6	0.2	440	4847161	4847161	0.000%	23
ecoli_R941.70.fq.seed1.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847543	4847543	0.000%	24
ecoli_R941.60.fq.seed3.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847540	4847540	0.000%	21
ecoli_R941.30.fq.seed4.ont.fa	enterobacterales_odb10	98.9	98.4	0.5	0.9	0.2	440	4847134	4847134	0.000%	19
ecoli_R941.110.fq.seed3.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847541	4847541	0.000%	23
ecoli_R941.20.fq.seed4.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	2.3	0.8	440	4847056	4847056	0.000%	15
ecoli_R941.90.fq.seed3.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	1.6	0.2	440	4847226	4847226	0.000%	50
ecoli_simplex.60.fq.seed4.ont.fa	enterobacterales_odb10	99.8	99.3	0.5	0.2	0.0	440	4847514	4847514	0.000%	15
ecoli_simplex.20.fq.seed3.ont.fa	enterobacterales_odb10	99.4	98.9	0.5	0.7	0.1	440	4847498	4847498	0.000%	11
ecoli_simplex.120.fq.seed4.ngs.fa	enterobacterales_odb10	99.8	99.3	0.5	0.0	0.2	440	4847540	4847540	0.000%	17
ecoli_simplex.10.fq.seed1.ont.fa	enterobacterales_odb10	93.9	93.2	0.7	3.4	2.7	440	309233	309233	0.000%	37
ecoli_simplex.40.fq.seed2.ngs.fa	enterobacterales_odb10	100.0	99.5	0.5	0.0	0.0	440	4847543	4847543	0.000%	12
