Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
kp1_simplex.60.fq.seed5.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324815	5324815	0.000%	5
kp1_simplex.70.fq.seed3.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324829	5324829	0.000%	4
kp1_R941.100.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324878	5324878	0.000%	4
kp1_R941.50.fq.seed5.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324220	5324220	0.000%	4
kp1_R941.70.fq.seed4.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.1	1.4	440	5324264	5324264	0.000%	4
kp1_simplex.90.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324827	5324827	0.000%	5
kp1_simplex.60.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324828	5324828	0.000%	4
kp1_R941.110.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324879	5324879	0.000%	4
kp1_simplex.90.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324885	5324885	0.000%	4
kp1_simplex.40.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324881	5324881	0.000%	4
kp1_simplex.80.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324885	5324885	0.000%	4
kp1_simplex.100.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324880	5324880	0.000%	4
kp1_simplex.100.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324825	5324825	0.000%	5
kp1_R941.60.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324880	5324880	0.000%	4
kp1_simplex.20.fq.seed2.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324757	5324757	0.000%	4
kp1_simplex.120.fq.seed3.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324876	5324876	0.000%	4
kp1_simplex.50.fq.seed4.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324828	5324828	0.000%	4
kp1_simplex.20.fq.seed3.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324881	5324881	0.000%	3
kp1_R941.80.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324873	5324873	0.000%	4
kp1_simplex.60.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324828	5324828	0.000%	5
kp1_R941.20.fq.seed3.ont.fa	enterobacterales_odb10	94.6	94.1	0.5	3.9	1.5	440	5323823	5323823	0.000%	4
kp1_simplex.100.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324833	5324833	0.000%	4
kp1_R941.30.fq.seed4.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324076	5324076	0.000%	4
kp1_simplex.50.fq.seed4.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.5	1.3	440	5324902	5324902	0.000%	4
kp1_simplex.40.fq.seed3.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324879	5324879	0.000%	4
kp1_simplex.20.fq.seed3.ont.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	5324752	5324752	0.000%	3
kp1_R941.30.fq.seed1.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324873	5324873	0.000%	4
kp1_R941.50.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324858	5324858	0.000%	4
kp1_simplex.80.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324825	5324825	0.000%	5
kp1_simplex.10.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	1050101	1050101	0.000%	8
kp1_simplex.10.fq.seed5.ont.fa	enterobacterales_odb10	88.2	88.0	0.2	5.9	5.9	440	1602207	1602207	0.000%	7
kp1_simplex.70.fq.seed3.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324882	5324882	0.000%	4
kp1_R941.80.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324876	5324876	0.000%	4
kp1_R941.10.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	2935100	2935100	0.000%	6
kp1_simplex.20.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324319	5324319	0.000%	3
kp1_R941.40.fq.seed1.ont.fa	enterobacterales_odb10	96.2	95.7	0.5	2.5	1.3	440	5324196	5324196	0.000%	4
kp1_simplex.20.fq.seed4.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324782	5324782	0.000%	3
kp1_simplex.110.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324827	5324827	0.000%	4
kp1_R941.10.fq.seed4.ont.fa	enterobacterales_odb10	80.5	80.0	0.5	13.4	6.1	440	2933561	2933561	0.000%	6
kp1_R941.80.fq.seed3.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.8	1.1	440	5324281	5324281	0.000%	4
kp1_R941.110.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324874	5324874	0.000%	4
kp1_R941.110.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324872	5324872	0.000%	4
kp1_R941.90.fq.seed5.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.8	1.3	440	5329685	5329685	0.000%	4
kp1_simplex.10.fq.seed3.ngs.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	3410101	3410101	0.000%	9
kp1_R941.30.fq.seed2.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.4	1.1	440	5324136	5324136	0.000%	4
kp1_R941.100.fq.seed2.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5330316	5330316	0.000%	4
kp1_R941.70.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324881	5324881	0.000%	4
kp1_simplex.60.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324869	5324869	0.000%	4
kp1_R941.120.fq.seed4.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324214	5324214	0.000%	6
kp1_simplex.30.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324878	5324878	0.000%	4
kp1_simplex.100.fq.seed1.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324822	5324822	0.000%	6
kp1_R941.20.fq.seed4.ont.fa	enterobacterales_odb10	94.4	93.9	0.5	3.4	2.2	440	5323854	5323854	0.000%	3
kp1_R941.50.fq.seed4.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.1	1.6	440	5324252	5324252	0.000%	4
kp1_simplex.70.fq.seed5.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324829	5324829	0.000%	4
kp1_simplex.120.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324832	5324832	0.000%	5
kp1_simplex.110.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324827	5324827	0.000%	6
kp1_simplex.60.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324887	5324887	0.000%	4
kp1_simplex.70.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324888	5324888	0.000%	5
kp1_simplex.60.fq.seed2.ngs.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	5324884	5324884	0.000%	4
kp1_R941.90.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324873	5324873	0.001%	4
kp1_simplex.50.fq.seed2.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324875	5324875	0.000%	4
kp1_R941.110.fq.seed3.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324876	5324876	0.000%	4
kp1_simplex.30.fq.seed1.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324889	5324889	0.000%	4
kp1_R941.70.fq.seed3.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.6	1.1	440	5324249	5324249	0.000%	4
kp1_R941.70.fq.seed1.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.8	1.1	440	5324256	5324256	0.000%	4
kp1_simplex.70.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324828	5324828	0.000%	5
kp1_R941.110.fq.seed4.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324219	5324219	0.000%	5
kp1_R941.80.fq.seed1.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.5	1.3	440	5324870	5324870	0.000%	4
kp1_R941.100.fq.seed4.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.1	1.6	440	5324232	5324232	0.000%	4
kp1_R941.120.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324885	5324885	0.000%	5
kp1_R941.100.fq.seed5.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324229	5324229	0.000%	4
kp1_R941.60.fq.seed3.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.8	1.3	440	5324253	5324253	0.000%	4
kp1_simplex.70.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324881	5324881	0.000%	4
kp1_simplex.30.fq.seed3.ont.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	5324808	5324808	0.000%	4
kp1_R941.40.fq.seed2.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.4	1.1	440	5324186	5324186	0.000%	3
kp1_R941.110.fq.seed1.ont.fa	enterobacterales_odb10	96.6	96.1	0.5	1.6	1.8	440	5324218	5324218	0.000%	4
kp1_R941.20.fq.seed2.ont.fa	enterobacterales_odb10	96.4	95.9	0.5	2.0	1.6	440	5323856	5323856	0.000%	3
kp1_simplex.90.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324886	5324886	0.000%	4
kp1_R941.120.fq.seed5.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324196	5324196	0.000%	4
kp1_R941.90.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324883	5324883	0.000%	4
kp1_simplex.20.fq.seed5.ont.fa	enterobacterales_odb10	98.0	97.5	0.5	0.7	1.3	440	5324588	5324588	0.000%	3
kp1_simplex.40.fq.seed4.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324829	5324829	0.000%	4
kp1_simplex.120.fq.seed2.ont.fa	enterobacterales_odb10	98.7	98.0	0.7	0.2	1.1	440	5324670	5324670	0.000%	6
kp1_simplex.120.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5323253	5323253	0.000%	6
kp1_simplex.110.fq.seed1.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324886	5324886	0.000%	5
kp1_simplex.120.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324828	5324828	0.000%	4
kp1_R941.30.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324874	5324874	0.000%	4
kp1_simplex.90.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324880	5324880	0.000%	4
kp1_R941.80.fq.seed1.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.1	1.4	440	5324244	5324244	0.000%	4
kp1_R941.40.fq.seed5.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324195	5324195	0.000%	4
kp1_R941.10.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	1877297	1877297	0.000%	6
kp1_simplex.80.fq.seed3.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5325619	5325618	0.000%	4
kp1_R941.60.fq.seed4.ont.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	5324253	5324253	0.000%	3
kp1_R941.30.fq.seed5.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324872	5324872	0.000%	4
kp1_simplex.50.fq.seed5.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324781	5324781	0.000%	5
kp1_R941.20.fq.seed1.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324869	5324869	0.000%	3
kp1_R941.50.fq.seed1.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.6	1.1	440	5324254	5324254	0.000%	4
kp1_R941.10.fq.seed2.ont.fa	enterobacterales_odb10	85.3	84.8	0.5	9.1	5.6	440	1876079	1876079	0.000%	6
kp1_simplex.50.fq.seed2.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324824	5324824	0.000%	4
kp1_R941.10.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	3384465	3384465	0.000%	4
kp1_simplex.90.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324828	5324828	0.000%	5
kp1_R941.20.fq.seed1.ont.fa	enterobacterales_odb10	95.0	94.5	0.5	3.9	1.1	440	5323887	5323887	0.000%	3
kp1_simplex.30.fq.seed4.ont.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324811	5324811	0.000%	4
kp1_simplex.10.fq.seed2.ngs.fa	enterobacterales_odb10	97.3	96.8	0.5	0.7	2.0	440	1082586	1082586	0.000%	14
kp1_simplex.100.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324836	5324836	0.000%	5
kp1_simplex.120.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324830	5324830	0.000%	8
kp1_simplex.70.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324889	5324889	0.000%	4
kp1_simplex.40.fq.seed5.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324669	5324669	0.000%	4
kp1_R941.60.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324872	5324872	0.000%	4
kp1_R941.10.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324556	5324555	0.000%	3
kp1_R941.80.fq.seed2.ont.fa	enterobacterales_odb10	97.1	96.6	0.5	1.6	1.3	440	5324248	5324248	0.000%	4
kp1_R941.20.fq.seed4.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324868	5324868	0.000%	3
kp1_simplex.50.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324818	5324818	0.000%	4
kp1_R941.90.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324878	5324878	0.000%	4
kp1_simplex.80.fq.seed4.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324834	5324834	0.000%	5
kp1_simplex.80.fq.seed3.ont.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5325563	5325563	0.000%	4
kp1_simplex.120.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324886	5324886	0.000%	5
kp1_simplex.20.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324874	5324874	0.000%	4
kp1_R941.30.fq.seed5.ont.fa	enterobacterales_odb10	96.4	95.9	0.5	2.0	1.6	440	5324083	5324083	0.000%	4
kp1_R941.100.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324875	5324875	0.000%	4
kp1_R941.100.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324818	5324818	0.000%	4
kp1_simplex.120.fq.seed4.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5323314	5323314	0.000%	4
kp1_R941.70.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324882	5324882	0.000%	4
kp1_simplex.10.fq.seed2.ont.fa	enterobacterales_odb10	90.2	90.0	0.2	4.8	5.0	440	1082385	1082385	0.000%	14
kp1_R941.20.fq.seed3.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324875	5324875	0.000%	4
kp1_simplex.90.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324883	5324883	0.000%	4
kp1_simplex.100.fq.seed2.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324882	5324882	0.000%	4
kp1_simplex.40.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324805	5324805	0.000%	4
kp1_simplex.10.fq.seed4.ont.fa	enterobacterales_odb10	91.4	90.9	0.5	5.5	3.1	440	1050009	1050009	0.000%	8
kp1_R941.70.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324886	5324886	0.000%	4
kp1_simplex.70.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324833	5324833	0.000%	4
kp1_simplex.80.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324884	5324884	0.000%	4
kp1_R941.30.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324870	5324870	0.000%	4
kp1_R941.80.fq.seed4.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5326564	5326564	0.000%	4
kp1_R941.90.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5330305	5330305	0.000%	4
kp1_simplex.100.fq.seed1.ngs.fa	enterobacterales_odb10	98.2	98.0	0.2	0.7	1.1	440	5324882	5324882	0.000%	4
kp1_simplex.30.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5323858	5323858	0.000%	4
kp1_simplex.110.fq.seed5.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324882	5324882	0.000%	4
kp1_R941.80.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324874	5324874	0.000%	4
kp1_R941.10.fq.seed1.ont.fa	enterobacterales_odb10	82.5	82.0	0.5	11.4	6.1	440	5321900	5321900	0.000%	3
kp1_R941.70.fq.seed2.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.6	1.1	440	5324247	5324247	0.000%	4
kp1_simplex.100.fq.seed4.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324880	5324880	0.000%	4
kp1_R941.50.fq.seed4.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.2	1.3	440	5324876	5324876	0.000%	4
kp1_R941.20.fq.seed5.ont.fa	enterobacterales_odb10	95.5	95.0	0.5	2.3	2.2	440	5323803	5323803	0.000%	4
kp1_simplex.30.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324881	5324881	0.000%	4
kp1_simplex.80.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324884	5324884	0.000%	4
kp1_R941.30.fq.seed1.ont.fa	enterobacterales_odb10	96.6	96.1	0.5	2.3	1.1	440	5324129	5324129	0.000%	4
kp1_R941.120.fq.seed3.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.8	1.3	440	5324217	5324217	0.000%	4
kp1_R941.100.fq.seed1.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.4	1.1	440	5324158	5324158	0.000%	4
kp1_simplex.70.fq.seed2.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324873	5324873	0.000%	4
kp1_simplex.10.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5323360	5323360	0.000%	3
kp1_R941.120.fq.seed1.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324876	5324876	0.000%	4
kp1_simplex.80.fq.seed1.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324825	5324825	0.000%	6
kp1_simplex.110.fq.seed4.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5323255	5323255	0.000%	6
kp1_R941.60.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324871	5324871	0.000%	4
kp1_R941.50.fq.seed3.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.6	1.1	440	5324240	5324240	0.000%	4
kp1_simplex.70.fq.seed2.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324820	5324820	0.000%	5
kp1_R941.60.fq.seed5.ont.fa	enterobacterales_odb10	97.3	96.8	0.5	1.4	1.3	440	5324255	5324255	0.000%	4
kp1_R941.120.fq.seed2.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.6	1.5	440	5324200	5324200	0.000%	4
kp1_R941.20.fq.seed5.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324875	5324875	0.000%	4
kp1_simplex.110.fq.seed3.ngs.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324880	5324880	0.000%	4
kp1_R941.90.fq.seed1.ont.fa	enterobacterales_odb10	97.5	97.0	0.5	1.4	1.1	440	5324167	5324167	0.000%	4
kp1_R941.30.fq.seed3.ont.fa	enterobacterales_odb10	96.2	95.7	0.5	2.5	1.3	440	5324074	5324074	0.000%	4
kp1_simplex.120.fq.seed2.ngs.fa	enterobacterales_odb10	98.0	97.5	0.5	0.9	1.1	440	5324729	5324729	0.000%	4
kp1_simplex.90.fq.seed5.ont.fa	enterobacterales_odb10	98.7	98.2	0.5	0.2	1.1	440	5324835	5324835	0.000%	5
kp1_R941.100.fq.seed3.ont.fa	enterobacterales_odb10	96.9	96.4	0.5	1.8	1.3	440	5324220	5324220	0.000%	4
kp1_simplex.20.fq.seed2.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324885	5324885	0.000%	4
kp1_R941.120.fq.seed2.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324874	5324874	0.000%	4
kp1_R941.40.fq.seed1.ngs.fa	enterobacterales_odb10	98.5	98.0	0.5	0.5	1.0	440	5324877	5324877	0.000%	4
kp1_R941.70.fq.seed4.ngs.fa	enterobacterales_odb10	98.2	97.7	0.5	0.7	1.1	440	5324871	5324871	0.000%	4
