Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
pse_R941.110.fq.seed4.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384166	6384166	0.000%	1
pse_simplex.120.fq.seed1.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384179	6384179	0.000%	4
pse_R941.10.fq.seed1.ont.fa		88.8	88.4	0.4	5.4	5.8	782	1784861	1784861	0.000%	4
pse_simplex.40.fq.seed5.ngs.fa		99.5	99.1	0.4	0.3	0.2	782	6384165	6384165	0.000%	4
pse_simplex.40.fq.seed2.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384168	6384168	0.000%	3
pse_simplex.50.fq.seed5.ngs.fa		99.8	99.4	0.4	0.3	0.1	782	6384168	6384168	0.000%	4
pse_simplex.70.fq.seed2.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384136	6384136	0.000%	4
pse_R941.100.fq.seed1.ont.fa		98.7	98.3	0.4	0.9	0.4	782	6383627	6383627	0.000%	4
pse_R941.30.fq.seed3.ont.fa		97.8	97.4	0.4	1.4	0.8	782	6383565	6383565	0.000%	1
pse_R941.30.fq.seed4.ont.fa		98.1	97.7	0.4	1.7	0.2	782	6383557	6383557	0.000%	2
pse_R941.70.fq.seed3.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384193	6384193	0.000%	1
pse_simplex.30.fq.seed2.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384125	6384125	0.000%	3
pse_R941.80.fq.seed1.ont.fa		98.9	98.5	0.4	0.9	0.2	782	6383668	6383668	0.000%	3
pse_simplex.60.fq.seed3.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384175	6384175	0.000%	4
pse_simplex.100.fq.seed2.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6384184	6384183	0.000%	4
pse_R941.60.fq.seed2.ont.fa		98.9	98.5	0.4	1.0	0.1	782	6383659	6383659	0.000%	2
pse_simplex.60.fq.seed1.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384184	6384184	0.000%	4
pse_R941.40.fq.seed5.ngs.fa		99.6	99.2	0.4	0.4	0.0	782	6384041	6384041	0.000%	1
pse_simplex.60.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384138	6384138	0.000%	6
pse_simplex.120.fq.seed2.ngs.fa		99.8	99.4	0.4	0.3	0.1	782	6384166	6384166	0.000%	4
pse_simplex.30.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384118	6384118	0.000%	3
pse_simplex.100.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384146	6384146	0.000%	7
pse_R941.120.fq.seed3.ont.fa		98.4	97.8	0.6	1.2	0.4	782	6383651	6383651	0.000%	3
pse_simplex.80.fq.seed2.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384187	6384187	0.000%	5
pse_simplex.90.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384127	6384127	0.000%	6
pse_R941.110.fq.seed3.ont.fa		98.3	97.7	0.6	1.4	0.3	782	6383644	6383644	0.000%	3
pse_R941.20.fq.seed4.ngs.fa		99.5	99.1	0.4	0.5	0.0	782	6384170	6384170	0.000%	1
pse_R941.100.fq.seed4.ont.fa		98.5	98.1	0.4	1.3	0.2	782	6383632	6383632	0.000%	4
pse_R941.30.fq.seed5.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383542	6383542	0.000%	1
pse_R941.40.fq.seed5.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383609	6383609	0.000%	1
pse_simplex.30.fq.seed4.ont.fa		99.8	99.4	0.4	0.3	0.1	782	6384118	6384118	0.000%	5
pse_R941.90.fq.seed5.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6383942	6383942	0.000%	1
pse_R941.10.fq.seed3.ont.fa		89.3	88.9	0.4	5.6	5.1	782	4279003	4279003	0.000%	4
pse_R941.50.fq.seed2.ngs.fa		99.4	99.0	0.4	0.4	0.2	782	6384173	6384173	0.000%	1
pse_R941.80.fq.seed5.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6384036	6384036	0.000%	1
pse_R941.110.fq.seed2.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383631	6383631	0.000%	5
pse_R941.60.fq.seed1.ont.fa		98.5	98.1	0.4	1.2	0.3	782	6383699	6383699	0.000%	2
pse_simplex.70.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384134	6384134	0.000%	6
pse_R941.20.fq.seed3.ont.fa		97.6	97.2	0.4	1.8	0.6	782	6383380	6383380	0.000%	1
pse_simplex.120.fq.seed3.ont.fa		99.9	99.0	0.9	0.1	0.0	782	6384134	6384134	0.000%	11
pse_R941.30.fq.seed2.ont.fa		98.0	97.6	0.4	1.4	0.6	782	6383575	6383575	0.000%	1
pse_simplex.20.fq.seed3.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384107	6384107	0.000%	2
pse_simplex.20.fq.seed4.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384097	6384097	0.000%	4
pse_R941.70.fq.seed5.ont.fa		98.6	98.2	0.4	1.0	0.4	782	6383647	6383647	0.000%	1
pse_R941.60.fq.seed4.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384191	6384191	0.000%	1
pse_simplex.50.fq.seed4.ngs.fa		99.4	99.0	0.4	0.4	0.2	782	6384178	6384178	0.000%	4
pse_R941.80.fq.seed4.ont.fa		98.7	98.3	0.4	1.2	0.1	782	6383636	6383636	0.000%	4
pse_simplex.10.fq.seed1.ont.fa		96.2	95.8	0.4	1.4	2.4	782	1758742	1758742	0.000%	6
pse_simplex.10.fq.seed2.ont.fa		97.3	96.9	0.4	1.4	1.3	782	2324079	2324079	0.000%	3
pse_R941.120.fq.seed2.ont.fa		98.2	97.8	0.4	1.4	0.4	782	6383618	6383618	0.000%	5
pse_simplex.80.fq.seed3.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384134	6384134	0.000%	7
pse_simplex.90.fq.seed5.ngs.fa		99.4	99.0	0.4	0.3	0.3	782	6384164	6384164	0.000%	4
pse_simplex.90.fq.seed1.ngs.fa		99.8	99.4	0.4	0.3	0.1	782	6384174	6384174	0.000%	4
pse_simplex.110.fq.seed1.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384168	6384168	0.000%	4
pse_R941.50.fq.seed4.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6384190	6384190	0.000%	1
pse_R941.70.fq.seed4.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383660	6383660	0.000%	4
pse_R941.90.fq.seed1.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384181	6384181	0.000%	1
pse_R941.120.fq.seed4.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384194	6384194	0.000%	1
pse_R941.40.fq.seed1.ont.fa		98.6	98.2	0.4	1.0	0.4	782	6383636	6383636	0.000%	1
pse_simplex.10.fq.seed4.ont.fa		97.1	96.7	0.4	1.3	1.6	782	1779062	1779062	0.000%	6
pse_R941.40.fq.seed4.ont.fa		98.4	98.0	0.4	1.3	0.3	782	6383639	6383639	0.000%	4
pse_R941.100.fq.seed3.ont.fa		98.4	98.0	0.4	1.4	0.2	782	6383648	6383648	0.000%	2
pse_simplex.60.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384137	6384137	0.000%	4
pse_R941.80.fq.seed3.ngs.fa		99.6	99.2	0.4	0.1	0.3	782	6384171	6384171	0.000%	1
pse_simplex.10.fq.seed1.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	1758821	1758821	0.000%	6
pse_R941.10.fq.seed1.ngs.fa		99.4	99.0	0.4	0.4	0.2	782	1785418	1785418	0.000%	4
pse_R941.120.fq.seed1.ont.fa		98.5	98.1	0.4	1.2	0.3	782	6383630	6383630	0.000%	4
pse_simplex.40.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384126	6384126	0.000%	4
pse_R941.30.fq.seed5.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384170	6384170	0.000%	1
pse_simplex.20.fq.seed3.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384173	6384173	0.000%	2
pse_R941.60.fq.seed4.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383665	6383665	0.000%	4
pse_simplex.10.fq.seed3.ont.fa		95.7	95.3	0.4	1.4	2.9	782	1338441	1338441	0.000%	7
pse_simplex.30.fq.seed4.ngs.fa		99.5	99.1	0.4	0.3	0.2	782	6384175	6384175	0.000%	4
pse_simplex.80.fq.seed3.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384181	6384181	0.000%	4
pse_R941.110.fq.seed1.ont.fa		98.2	97.8	0.4	1.4	0.4	782	6383648	6383648	0.000%	3
pse_R941.80.fq.seed2.ont.fa		98.7	98.3	0.4	1.0	0.3	782	6383650	6383650	0.000%	3
pse_simplex.70.fq.seed4.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384127	6384127	0.000%	7
pse_R941.50.fq.seed1.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384193	6384193	0.000%	1
pse_R941.40.fq.seed2.ont.fa		98.2	97.8	0.4	1.4	0.4	782	6383652	6383652	0.000%	2
pse_simplex.40.fq.seed3.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384177	6384177	0.000%	4
pse_R941.100.fq.seed2.ont.fa		98.9	98.5	0.4	0.9	0.2	782	6383713	6383713	0.000%	5
pse_simplex.20.fq.seed2.ont.fa		99.6	99.2	0.4	0.4	0.0	782	6384108	6384108	0.000%	3
pse_simplex.50.fq.seed3.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384124	6384124	0.000%	4
pse_simplex.20.fq.seed1.ngs.fa		99.2	98.8	0.4	0.5	0.3	782	6384180	6384180	0.000%	3
pse_R941.120.fq.seed5.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6384179	6384179	0.000%	1
pse_R941.10.fq.seed3.ngs.fa		99.5	99.1	0.4	0.3	0.2	782	4280206	4280206	0.000%	4
pse_simplex.40.fq.seed1.ngs.fa		99.5	99.1	0.4	0.3	0.2	782	6384195	6384195	0.000%	3
pse_R941.50.fq.seed1.ont.fa		98.7	98.3	0.4	1.0	0.3	782	6383693	6383693	0.000%	2
pse_simplex.30.fq.seed3.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384171	6384170	0.000%	3
pse_simplex.50.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384133	6384133	0.000%	4
pse_simplex.110.fq.seed4.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384125	6384125	0.000%	11
pse_simplex.100.fq.seed2.ont.fa		99.9	99.4	0.5	0.1	0.0	782	6384141	6384141	0.000%	7
pse_R941.120.fq.seed3.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384195	6384195	0.000%	1
pse_simplex.60.fq.seed4.ngs.fa		99.6	99.2	0.4	0.4	0.0	782	6384187	6384187	0.000%	4
pse_simplex.80.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384127	6384127	0.000%	6
pse_simplex.10.fq.seed2.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	2324172	2324172	0.000%	3
pse_R941.60.fq.seed3.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384197	6384197	0.000%	1
pse_R941.90.fq.seed4.ngs.fa		99.8	99.4	0.4	0.3	0.1	782	6384187	6384187	0.000%	1
pse_simplex.90.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384136	6384136	0.000%	6
pse_R941.80.fq.seed3.ont.fa		98.4	98.0	0.4	1.4	0.2	782	6383651	6383651	0.000%	1
pse_simplex.110.fq.seed2.ont.fa		99.9	99.4	0.5	0.1	0.0	782	6384135	6384135	0.000%	8
pse_simplex.30.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384125	6384125	0.000%	4
pse_simplex.70.fq.seed5.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384129	6384129	0.000%	6
pse_simplex.60.fq.seed3.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384132	6384132	0.000%	7
pse_R941.40.fq.seed3.ont.fa		98.4	98.0	0.4	1.3	0.3	782	6383610	6383610	0.000%	1
pse_R941.50.fq.seed2.ont.fa		98.7	98.3	0.4	1.0	0.3	782	6383644	6383644	0.000%	2
pse_R941.30.fq.seed1.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384045	6384045	0.000%	1
pse_simplex.90.fq.seed2.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384173	6384173	0.000%	4
pse_simplex.90.fq.seed2.ont.fa		99.9	99.4	0.5	0.1	0.0	782	6384138	6384138	0.000%	7
pse_simplex.120.fq.seed4.ngs.fa		99.4	99.0	0.4	0.3	0.3	782	6384179	6384179	0.000%	4
pse_R941.30.fq.seed2.ngs.fa		99.6	99.2	0.4	0.4	0.0	782	6384048	6384048	0.000%	1
pse_simplex.100.fq.seed1.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384145	6384145	0.000%	9
pse_R941.100.fq.seed3.ngs.fa		99.4	99.0	0.4	0.1	0.5	782	6384166	6384166	0.000%	1
pse_R941.70.fq.seed3.ont.fa		98.5	98.1	0.4	1.2	0.3	782	6383678	6383678	0.000%	1
pse_simplex.100.fq.seed3.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384225	6384225	0.000%	4
pse_R941.90.fq.seed3.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383642	6383642	0.000%	2
pse_R941.30.fq.seed3.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384192	6384192	0.000%	1
pse_R941.20.fq.seed2.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384172	6384172	0.000%	1
pse_R941.110.fq.seed1.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384190	6384190	0.000%	1
pse_R941.10.fq.seed5.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	4544604	4544604	0.000%	2
pse_simplex.110.fq.seed4.ngs.fa		99.8	99.4	0.4	0.3	0.1	782	6384165	6384165	0.000%	4
pse_R941.20.fq.seed2.ont.fa		97.7	97.3	0.4	1.5	0.8	782	6383364	6383364	0.000%	1
pse_R941.100.fq.seed5.ont.fa		98.5	98.1	0.4	1.2	0.3	782	6383709	6383709	0.000%	3
pse_R941.50.fq.seed5.ont.fa		98.6	98.2	0.4	1.0	0.4	782	6383653	6383653	0.000%	1
pse_simplex.90.fq.seed4.ngs.fa		99.5	99.1	0.4	0.4	0.1	782	6384167	6384167	0.000%	4
pse_simplex.70.fq.seed3.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384129	6384129	0.000%	5
pse_R941.10.fq.seed4.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	5412516	5412516	0.000%	2
pse_R941.120.fq.seed4.ont.fa		98.4	98.0	0.4	1.3	0.3	782	6383628	6383628	0.000%	4
pse_R941.40.fq.seed1.ngs.fa		99.4	99.0	0.4	0.3	0.3	782	6384172	6384172	0.000%	1
pse_R941.70.fq.seed1.ont.fa		98.9	98.5	0.4	0.9	0.2	782	6383678	6383678	0.000%	3
pse_R941.100.fq.seed5.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384250	6384250	0.000%	1
pse_R941.120.fq.seed1.ngs.fa		99.6	99.2	0.4	0.3	0.1	782	6384171	6384171	0.000%	1
pse_simplex.100.fq.seed4.ont.fa		99.8	99.4	0.4	0.3	0.1	782	6384127	6384127	0.000%	8
pse_R941.70.fq.seed2.ont.fa		98.9	98.5	0.4	1.0	0.1	782	6383704	6383704	0.000%	2
pse_simplex.60.fq.seed2.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384192	6384192	0.000%	4
pse_simplex.110.fq.seed3.ngs.fa		99.6	99.2	0.4	0.1	0.3	782	6384184	6384184	0.000%	4
pse_simplex.70.fq.seed2.ngs.fa		99.8	99.4	0.4	0.1	0.1	782	6384170	6384170	0.000%	4
pse_R941.120.fq.seed5.ont.fa		98.4	98.0	0.4	1.4	0.2	782	6383614	6383614	0.000%	2
pse_simplex.20.fq.seed5.ont.fa		99.8	99.4	0.4	0.1	0.1	782	6384118	6384118	0.000%	3
pse_simplex.30.fq.seed2.ngs.fa		99.9	99.5	0.4	0.1	0.0	782	6384167	6384167	0.000%	3
pse_simplex.120.fq.seed4.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384130	6384130	0.000%	10
pse_R941.90.fq.seed1.ont.fa		98.6	98.2	0.4	1.2	0.2	782	6383664	6383664	0.000%	2
pse_R941.90.fq.seed5.ont.fa		98.7	98.3	0.4	1.0	0.3	782	6383653	6383653	0.000%	2
pse_simplex.50.fq.seed2.ont.fa		99.9	99.5	0.4	0.1	0.0	782	6384133	6384133	0.000%	4
pse_R941.40.fq.seed3.ngs.fa		99.5	99.1	0.4	0.3	0.2	782	6384179	6384179	0.000%	1
