Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
sau_R941.100.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	3
sau_R941.120.fq.seed5.ont.fa	bacillales_odb10	98.0	97.3	0.7	1.3	0.7	450	2847095	2847095	0.000%	22
sau_simplex.60.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_R941.90.fq.seed5.ont.fa	bacillales_odb10	97.8	97.8	0.0	1.1	1.1	450	2847108	2847108	0.000%	17
sau_simplex.10.fq.seed5.ngs.fa	bacillales_odb10	98.4	98.4	0.0	0.4	1.2	450	263273	263273	0.000%	17
sau_simplex.30.fq.seed5.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847219	2847219	0.000%	2
sau_R941.70.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847217	2847217	0.000%	2
sau_simplex.60.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847225	2847225	0.000%	2
sau_simplex.50.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_R941.10.fq.seed1.ont.fa	bacillales_odb10	81.5	81.3	0.2	11.6	6.9	450	480522	480522	0.000%	10
sau_simplex.100.fq.seed2.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847215	2847215	0.000%	6
sau_R941.80.fq.seed4.ont.fa	bacillales_odb10	98.4	98.2	0.2	1.1	0.5	450	2847118	2847118	0.000%	10
sau_R941.40.fq.seed2.ont.fa	bacillales_odb10	98.9	98.9	0.0	0.4	0.7	450	2847103	2847103	0.000%	5
sau_simplex.50.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	2
sau_simplex.50.fq.seed1.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847213	2847213	0.000%	2
sau_simplex.50.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847222	2847222	0.000%	2
sau_simplex.30.fq.seed2.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847223	2847223	0.000%	2
sau_R941.10.fq.seed2.ngs.fa	bacillales_odb10	99.1	99.1	0.0	0.4	0.5	450	356308	356308	0.000%	14
sau_R941.50.fq.seed1.ont.fa	bacillales_odb10	98.8	98.4	0.4	0.7	0.5	450	2847112	2847112	0.000%	6
sau_simplex.50.fq.seed3.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847213	2847213	0.000%	4
sau_simplex.40.fq.seed2.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847218	2847218	0.000%	3
sau_simplex.50.fq.seed5.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847218	2847218	0.000%	2
sau_simplex.70.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2848073	2848073	0.000%	2
sau_R941.60.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847217	2847217	0.000%	2
sau_R941.50.fq.seed2.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847219	2847219	0.000%	2
sau_R941.90.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_simplex.10.fq.seed4.ngs.fa	bacillales_odb10	95.1	95.1	0.0	0.4	4.5	450	445453	445453	0.000%	22
sau_simplex.70.fq.seed4.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2848064	2848064	0.000%	4
sau_simplex.40.fq.seed4.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.2	0.5	450	2847217	2847217	0.000%	2
sau_R941.40.fq.seed5.ont.fa	bacillales_odb10	98.9	98.9	0.0	0.7	0.4	450	2847081	2847081	0.000%	4
sau_simplex.100.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847224	2847224	0.000%	2
sau_R941.110.fq.seed2.ont.fa	bacillales_odb10	98.9	98.7	0.2	0.7	0.4	450	2847092	2847092	0.000%	24
sau_simplex.90.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847222	2847222	0.000%	2
sau_simplex.20.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_simplex.90.fq.seed2.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847223	2847223	0.000%	2
sau_simplex.120.fq.seed5.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847224	2847224	0.000%	2
sau_simplex.70.fq.seed3.ngs.fa	bacillales_odb10	99.3	99.3	0.0	0.7	0.0	450	2847222	2847222	0.000%	2
sau_R941.40.fq.seed1.ont.fa	bacillales_odb10	98.5	97.8	0.7	1.1	0.4	450	2847100	2847100	0.000%	7
sau_R941.30.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_simplex.100.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847234	2847234	0.000%	3
sau_R941.120.fq.seed1.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847220	2847220	0.000%	2
sau_simplex.80.fq.seed4.ngs.fa	bacillales_odb10	99.1	99.1	0.0	0.7	0.2	450	2847224	2847224	0.000%	3
sau_simplex.70.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847218	2847218	0.000%	2
sau_simplex.70.fq.seed2.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847210	2847210	0.000%	5
sau_R941.50.fq.seed5.ont.fa	bacillales_odb10	98.7	98.7	0.0	0.9	0.4	450	2847105	2847105	0.000%	5
sau_simplex.70.fq.seed1.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847226	2847226	0.000%	2
sau_simplex.30.fq.seed3.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.2	0.5	450	2847215	2847215	0.000%	2
sau_R941.70.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847220	2847220	0.000%	2
sau_simplex.80.fq.seed2.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847214	2847214	0.000%	4
sau_R941.100.fq.seed4.ont.fa	bacillales_odb10	98.7	98.0	0.7	1.1	0.2	450	2847104	2847104	0.000%	13
sau_R941.60.fq.seed4.ont.fa	bacillales_odb10	98.7	98.7	0.0	0.7	0.6	450	2847115	2847115	0.000%	6
sau_R941.20.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_R941.40.fq.seed3.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847219	2847219	0.000%	2
sau_simplex.120.fq.seed3.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847224	2847224	0.000%	3
sau_R941.90.fq.seed3.ont.fa	bacillales_odb10	98.4	98.4	0.0	0.7	0.9	450	2847102	2847102	0.000%	14
sau_R941.100.fq.seed3.ngs.fa	bacillales_odb10	99.3	99.3	0.0	0.2	0.5	450	2847216	2847216	0.000%	2
sau_simplex.110.fq.seed4.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847211	2847211	0.000%	8
sau_R941.60.fq.seed4.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847215	2847215	0.000%	2
sau_R941.30.fq.seed4.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847219	2847219	0.000%	2
sau_R941.90.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847217	2847217	0.000%	2
sau_R941.40.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	2
sau_R941.30.fq.seed5.ont.fa	bacillales_odb10	98.4	98.4	0.0	1.1	0.5	450	2847061	2847061	0.000%	3
sau_simplex.60.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_simplex.110.fq.seed3.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847218	2847218	0.000%	3
sau_simplex.40.fq.seed1.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.7	0.0	450	2847228	2847228	0.000%	2
sau_R941.80.fq.seed4.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847227	2847227	0.000%	2
sau_R941.30.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847219	2847219	0.000%	2
sau_simplex.120.fq.seed2.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847222	2847222	0.000%	2
sau_R941.50.fq.seed4.ont.fa	bacillales_odb10	99.1	99.1	0.0	0.2	0.7	450	2847108	2847108	0.000%	4
sau_R941.90.fq.seed2.ont.fa	bacillales_odb10	99.1	98.7	0.4	0.7	0.2	450	2847109	2847109	0.000%	17
sau_R941.30.fq.seed4.ont.fa	bacillales_odb10	97.3	97.3	0.0	1.6	1.1	450	2847080	2847080	0.000%	2
sau_simplex.80.fq.seed5.ngs.fa	bacillales_odb10	99.3	99.3	0.0	0.4	0.3	450	2847224	2847224	0.000%	2
sau_R941.120.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	3
sau_R941.30.fq.seed1.ont.fa	bacillales_odb10	97.6	97.6	0.0	1.8	0.6	450	2847078	2847078	0.000%	4
sau_R941.60.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847216	2847216	0.000%	2
sau_simplex.110.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847228	2847228	0.000%	2
sau_R941.70.fq.seed5.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847228	2847228	0.000%	2
sau_R941.70.fq.seed3.ont.fa	bacillales_odb10	98.4	98.4	0.0	0.9	0.7	450	2847122	2847122	0.000%	11
sau_simplex.50.fq.seed1.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847219	2847219	0.000%	2
sau_simplex.10.fq.seed2.ont.fa	bacillales_odb10	89.3	89.3	0.0	5.1	5.6	450	687366	687366	0.000%	15
sau_R941.90.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847217	2847217	0.000%	2
sau_R941.80.fq.seed1.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847225	2847225	0.000%	2
sau_R941.110.fq.seed3.ont.fa	bacillales_odb10	98.0	98.0	0.0	0.9	1.1	450	2847101	2847101	0.000%	16
sau_R941.20.fq.seed5.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847221	2847221	0.000%	2
sau_simplex.30.fq.seed4.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847230	2847230	0.000%	2
sau_simplex.10.fq.seed3.ont.fa	bacillales_odb10	91.3	91.3	0.0	3.8	4.9	450	374880	374880	0.000%	14
sau_simplex.80.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847227	2847227	0.000%	2
sau_R941.100.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847214	2847214	0.000%	3
sau_simplex.30.fq.seed4.ont.fa	bacillales_odb10	99.1	99.1	0.0	0.2	0.7	450	2847232	2847232	0.000%	2
sau_R941.60.fq.seed1.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847223	2847223	0.000%	2
sau_R941.80.fq.seed5.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847221	2847221	0.000%	3
sau_R941.60.fq.seed3.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847123	2847123	0.000%	9
sau_simplex.100.fq.seed1.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847211	2847211	0.000%	4
sau_simplex.100.fq.seed5.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847214	2847214	0.000%	7
sau_R941.110.fq.seed2.ngs.fa	bacillales_odb10	99.3	99.3	0.0	0.4	0.3	450	2847224	2847224	0.000%	3
sau_simplex.60.fq.seed3.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847217	2847217	0.000%	3
sau_simplex.40.fq.seed3.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847232	2847232	0.000%	2
sau_R941.80.fq.seed2.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.7	0.0	450	2847108	2847108	0.000%	12
sau_simplex.110.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847224	2847224	0.000%	3
sau_simplex.90.fq.seed4.ont.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847211	2847211	0.000%	7
sau_simplex.80.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847226	2847226	0.000%	2
sau_simplex.80.fq.seed1.ont.fa	bacillales_odb10	99.6	99.6	0.0	0.4	0.0	450	2847214	2847214	0.000%	2
sau_R941.110.fq.seed1.ont.fa	bacillales_odb10	98.4	98.0	0.4	1.1	0.5	450	2847104	2847104	0.000%	13
sau_simplex.20.fq.seed5.ont.fa	bacillales_odb10	98.7	98.7	0.0	0.7	0.6	450	2783263	2783263	0.000%	4
sau_R941.120.fq.seed3.ngs.fa	bacillales_odb10	99.6	99.6	0.0	0.2	0.2	450	2847221	2847221	0.000%	2
sau_simplex.110.fq.seed2.ont.fa	bacillales_odb10	99.3	99.3	0.0	0.4	0.3	450	2847212	2847212	0.000%	6
sau_simplex.10.fq.seed2.ngs.fa	bacillales_odb10	98.0	98.0	0.0	0.9	1.1	450	687357	687357	0.000%	15
sau_R941.90.fq.seed1.ont.fa	bacillales_odb10	98.3	97.6	0.7	1.1	0.6	450	2847111	2847111	0.000%	12
sau_simplex.80.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847223	2847223	0.000%	2
sau_simplex.110.fq.seed1.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847223	2847223	0.000%	2
sau_simplex.40.fq.seed2.ngs.fa	bacillales_odb10	99.8	99.8	0.0	0.2	0.0	450	2847220	2847220	0.000%	2
sau_R941.60.fq.seed2.ngs.fa	bacillales_odb10	99.1	99.1	0.0	0.7	0.2	450	2847225	2847225	0.000%	2
