Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
e4_simplex.80.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786378	2786377	0.000%	8
e4_simplex.110.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786358	2786358	0.000%	26
e4_R941.50.fq.seed3.ont.fa		96.8	95.8	1.0	2.5	0.7	402	2785998	2785998	0.000%	7
e4_simplex.30.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786378	2786378	0.000%	7
e4_simplex.50.fq.seed5.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786357	2786357	0.000%	10
e4_R941.90.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786364	2786364	0.000%	10
e4_simplex.50.fq.seed4.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786356	2786356	0.000%	11
e4_R941.120.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786364	2786364	0.000%	7
e4_simplex.70.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786368	2786368	0.000%	7
e4_simplex.60.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786358	2786358	0.000%	10
e4_R941.70.fq.seed1.ont.fa		97.0	96.0	1.0	2.5	0.5	402	2786033	2786033	0.000%	8
e4_simplex.120.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786375	2786375	0.000%	11
e4_R941.80.fq.seed3.ont.fa		96.0	95.0	1.0	2.7	1.3	402	2786048	2786048	0.000%	7
e4_R941.70.fq.seed2.ont.fa		98.2	97.5	0.7	1.5	0.3	402	2786027	2786027	0.000%	7
e4_R941.20.fq.seed1.ngs.fa		99.5	98.3	1.2	0.2	0.3	402	2786365	2786365	0.000%	7
e4_simplex.30.fq.seed1.ont.fa		98.8	97.8	1.0	1.0	0.2	402	2786347	2786347	0.000%	10
e4_R941.80.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786367	2786367	0.000%	8
e4_simplex.110.fq.seed2.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786355	2786355	0.000%	24
e4_simplex.10.fq.seed2.ont.fa		91.7	91.0	0.7	5.0	3.3	402	541235	541235	0.000%	11
e4_R941.20.fq.seed1.ont.fa		95.0	94.0	1.0	4.2	0.8	402	2785848	2785848	0.000%	7
e4_simplex.20.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786371	2786371	0.000%	8
e4_R941.20.fq.seed5.ont.fa		92.0	91.0	1.0	7.0	1.0	402	2785815	2785815	0.000%	7
e4_R941.40.fq.seed2.ont.fa		96.7	96.0	0.7	2.5	0.8	402	2785965	2785965	0.000%	7
e4_R941.20.fq.seed4.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786363	2786363	0.000%	8
e4_R941.120.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786368	2786368	0.000%	7
e4_simplex.30.fq.seed3.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786356	2786356	0.000%	8
e4_simplex.40.fq.seed2.ont.fa		99.3	98.3	1.0	0.2	0.5	402	2786358	2786358	0.000%	8
e4_R941.40.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	9
e4_R941.100.fq.seed3.ont.fa		97.3	96.3	1.0	2.2	0.5	402	2786058	2786058	0.000%	8
e4_simplex.80.fq.seed3.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786359	2786359	0.000%	14
e4_simplex.100.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786371	2786371	0.000%	7
e4_simplex.30.fq.seed2.ngs.fa		99.0	98.0	1.0	0.5	0.5	402	2786374	2786374	0.000%	7
e4_simplex.70.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786376	0.000%	7
e4_simplex.110.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786355	2786355	0.000%	24
e4_simplex.80.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786377	2786377	0.000%	7
e4_R941.80.fq.seed1.ont.fa		96.3	95.3	1.0	3.0	0.7	402	2786042	2786042	0.000%	8
e4_R941.50.fq.seed1.ont.fa		97.8	96.8	1.0	1.5	0.7	402	2786034	2786034	0.000%	7
e4_simplex.110.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786371	2786371	0.000%	7
e4_R941.80.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786362	2786362	0.000%	10
e4_simplex.40.fq.seed4.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786363	2786363	0.000%	10
e4_R941.20.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786334	2786334	0.000%	7
e4_simplex.120.fq.seed2.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786369	2786369	0.000%	7
e4_simplex.10.fq.seed1.ont.fa		94.7	94.0	0.7	3.2	2.1	402	323760	323760	0.000%	15
e4_R941.100.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786368	2786368	0.000%	8
e4_simplex.100.fq.seed3.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786357	2786357	0.000%	22
e4_simplex.60.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786376	0.000%	8
e4_simplex.70.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786356	2786356	0.000%	10
e4_simplex.20.fq.seed2.ont.fa		99.0	98.0	1.0	0.2	0.8	402	2786318	2786318	0.000%	8
e4_simplex.100.fq.seed2.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786359	2786359	0.000%	24
e4_simplex.40.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786357	2786357	0.000%	9
e4_simplex.40.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786371	2786369	0.000%	7
e4_simplex.100.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786371	2786371	0.000%	9
e4_R941.40.fq.seed1.ont.fa		96.0	95.0	1.0	3.2	0.8	402	2785991	2785991	0.000%	9
e4_R941.80.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	7
e4_simplex.120.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786354	2786354	0.000%	26
e4_R941.60.fq.seed1.ont.fa		97.3	96.3	1.0	2.2	0.5	402	2786037	2786037	0.000%	7
e4_R941.100.fq.seed4.ont.fa		97.0	96.0	1.0	2.5	0.5	402	2786020	2786020	0.000%	8
e4_R941.110.fq.seed4.ont.fa		96.8	95.8	1.0	2.7	0.5	402	2786023	2786023	0.000%	8
e4_simplex.70.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786374	2786374	0.000%	9
e4_R941.10.fq.seed1.ngs.fa		99.0	98.0	1.0	0.7	0.3	402	2553019	2553019	0.000%	8
e4_R941.80.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786368	2786368	0.000%	7
e4_simplex.20.fq.seed3.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786372	2786372	0.000%	7
e4_R941.120.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786368	2786367	0.000%	9
e4_simplex.80.fq.seed1.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786373	2786373	0.000%	8
e4_simplex.100.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786349	2786349	0.000%	18
e4_R941.50.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786365	2786362	0.000%	8
e4_simplex.20.fq.seed1.ont.fa		98.0	97.0	1.0	1.7	0.3	402	2786338	2786338	0.000%	9
e4_R941.100.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786392	2786392	0.000%	7
e4_R941.60.fq.seed3.ont.fa		97.0	96.0	1.0	2.0	1.0	402	2786033	2786033	0.000%	7
e4_simplex.60.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786372	2786372	0.000%	7
e4_simplex.110.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786374	2786374	0.000%	11
e4_R941.90.fq.seed3.ont.fa		97.8	96.8	1.0	2.0	0.2	402	2786052	2786052	0.000%	8
e4_R941.30.fq.seed1.ont.fa		95.3	94.3	1.0	4.0	0.7	402	2785947	2785947	0.000%	8
e4_R941.90.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786492	2786492	0.000%	9
e4_simplex.110.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786374	2786373	0.000%	9
e4_R941.70.fq.seed4.ngs.fa		99.5	98.8	0.7	0.2	0.3	402	2786368	2786368	0.000%	7
e4_simplex.70.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786384	2786383	0.000%	7
e4_simplex.50.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786392	2786392	0.000%	9
e4_R941.110.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786361	2786361	0.000%	8
e4_simplex.70.fq.seed2.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786354	2786354	0.000%	10
e4_R941.100.fq.seed5.ont.fa		96.0	95.0	1.0	3.2	0.8	402	2786035	2786035	0.000%	10
e4_R941.80.fq.seed5.ont.fa		97.0	96.0	1.0	2.5	0.5	402	2786034	2786034	0.000%	12
e4_R941.90.fq.seed2.ont.fa		97.0	96.0	1.0	2.7	0.3	402	2786018	2786018	0.000%	10
e4_simplex.110.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786376	0.000%	9
e4_R941.60.fq.seed4.ont.fa		96.8	95.8	1.0	2.7	0.5	402	2786010	2786010	0.000%	7
e4_R941.100.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786367	2786367	0.000%	7
e4_R941.30.fq.seed3.ont.fa		96.5	95.5	1.0	3.0	0.5	402	2785966	2785966	0.000%	7
e4_simplex.30.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786370	2786370	0.000%	7
e4_R941.10.fq.seed3.ont.fa		74.6	73.6	1.0	13.7	11.7	402	1546706	1546706	0.000%	10
e4_R941.120.fq.seed4.ont.fa		96.5	95.5	1.0	3.0	0.5	402	2786020	2786020	0.000%	9
e4_simplex.90.fq.seed3.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786372	2786372	0.000%	10
e4_simplex.90.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786353	2786353	0.000%	16
e4_simplex.10.fq.seed3.ont.fa		94.5	93.5	1.0	4.2	1.3	402	533646	533646	0.000%	16
e4_R941.90.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786370	2786370	0.000%	7
e4_R941.50.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786375	2786375	0.000%	7
e4_R941.110.fq.seed5.ont.fa		96.5	95.5	1.0	2.7	0.8	402	2786029	2786029	0.000%	9
e4_simplex.40.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786375	0.000%	8
e4_simplex.40.fq.seed5.ont.fa		98.8	97.8	1.0	1.0	0.2	402	2786360	2786360	0.000%	9
e4_simplex.20.fq.seed4.ont.fa		99.5	98.8	0.7	0.2	0.3	402	2786344	2786344	0.000%	9
e4_simplex.20.fq.seed2.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786329	2786329	0.000%	8
e4_simplex.120.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786360	2786360	0.000%	27
e4_R941.120.fq.seed1.ont.fa		96.5	95.5	1.0	3.0	0.5	402	2786032	2786032	0.000%	7
e4_simplex.70.fq.seed1.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786373	2786373	0.000%	7
e4_simplex.100.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	8
e4_R941.20.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2803469	2803469	0.000%	8
e4_simplex.60.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786350	2786350	0.000%	14
e4_R941.110.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786361	2786361	0.000%	9
e4_R941.50.fq.seed4.ont.fa		97.5	96.5	1.0	2.0	0.5	402	2785993	2785993	0.000%	9
e4_R941.50.fq.seed2.ont.fa		97.2	96.5	0.7	2.0	0.8	402	2786032	2786032	0.000%	7
e4_simplex.30.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786375	2786375	0.000%	7
e4_R941.10.fq.seed4.ont.fa		79.1	78.1	1.0	14.9	6.0	402	2784216	2784216	0.000%	7
e4_simplex.80.fq.seed2.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786353	2786353	0.000%	14
e4_simplex.120.fq.seed4.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786354	2786354	0.000%	24
e4_simplex.40.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786352	2786352	0.000%	10
e4_simplex.80.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786376	0.000%	9
e4_R941.30.fq.seed5.ont.fa		95.5	94.5	1.0	4.0	0.5	402	2785952	2785952	0.000%	8
e4_R941.90.fq.seed4.ont.fa		96.0	95.0	1.0	3.2	0.8	402	2786034	2786034	0.000%	7
e4_R941.90.fq.seed1.ont.fa		96.5	95.5	1.0	3.0	0.5	402	2786032	2786032	0.000%	8
e4_simplex.60.fq.seed2.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786373	2786373	0.000%	8
e4_simplex.50.fq.seed3.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786359	2786359	0.000%	9
e4_R941.40.fq.seed2.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786369	2786369	0.000%	7
e4_R941.10.fq.seed2.ont.fa		73.6	72.6	1.0	15.9	10.5	402	689488	689488	0.000%	15
e4_simplex.80.fq.seed5.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786356	2786356	0.000%	13
e4_R941.110.fq.seed3.ont.fa		96.8	95.8	1.0	2.2	1.0	402	2786039	2786039	0.000%	9
e4_R941.50.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786372	2786372	0.000%	9
e4_R941.20.fq.seed4.ont.fa		93.5	92.5	1.0	5.0	1.5	402	2785789	2785789	0.000%	8
e4_R941.100.fq.seed1.ont.fa		97.5	96.8	0.7	2.0	0.5	402	2786034	2786034	0.000%	7
e4_simplex.60.fq.seed5.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786353	2786353	0.000%	10
e4_R941.120.fq.seed2.ont.fa		97.7	97.0	0.7	1.5	0.8	402	2786021	2786021	0.000%	8
e4_simplex.40.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786382	2786382	0.000%	7
e4_simplex.120.fq.seed4.ngs.fa		99.2	98.5	0.7	0.5	0.3	402	2786376	2786376	0.000%	9
e4_simplex.70.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786349	2786349	0.000%	13
e4_simplex.30.fq.seed1.ngs.fa		99.0	98.0	1.0	0.5	0.5	402	2786375	2786375	0.000%	8
e4_simplex.90.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786380	2786377	0.000%	8
e4_simplex.100.fq.seed4.ont.fa		99.0	98.0	1.0	0.7	0.3	402	2786351	2786351	0.000%	24
e4_simplex.60.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786371	2786371	0.000%	8
e4_simplex.10.fq.seed2.ngs.fa		97.8	96.8	1.0	0.7	1.5	402	540629	540629	0.000%	11
e4_R941.10.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	1256131	1256131	0.000%	9
e4_simplex.10.fq.seed5.ont.fa		94.0	92.8	1.2	4.0	2.0	402	454088	454088	0.000%	12
e4_R941.30.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786356	2786356	0.000%	7
e4_simplex.90.fq.seed4.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786359	2786359	0.000%	15
e4_simplex.50.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	8
e4_simplex.10.fq.seed4.ont.fa		92.5	91.5	1.0	5.0	2.5	402	609445	609445	0.000%	14
e4_simplex.40.fq.seed2.ngs.fa		99.0	98.0	1.0	0.7	0.3	402	2786378	2786378	0.000%	8
e4_R941.70.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786361	2786361	0.000%	9
e4_simplex.50.fq.seed2.ont.fa		99.3	98.3	1.0	0.2	0.5	402	2786364	2786364	0.000%	8
e4_R941.60.fq.seed5.ont.fa		96.5	95.5	1.0	3.0	0.5	402	2786035	2786035	0.000%	9
e4_R941.60.fq.seed2.ont.fa		97.2	96.5	0.7	2.0	0.8	402	2786036	2786036	0.000%	8
e4_simplex.90.fq.seed2.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786380	2786380	0.000%	10
e4_simplex.60.fq.seed2.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786354	2786354	0.000%	9
e4_R941.110.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786361	2786361	0.000%	7
e4_simplex.90.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786350	2786350	0.000%	17
e4_simplex.50.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786374	2786374	0.000%	9
e4_simplex.40.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786379	2786379	0.000%	8
e4_simplex.90.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786370	2786370	0.000%	8
e4_simplex.30.fq.seed2.ont.fa		99.0	98.0	1.0	0.2	0.8	402	2786363	2786363	0.000%	7
e4_R941.60.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786372	2786372	0.000%	7
e4_R941.40.fq.seed3.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786370	2786370	0.000%	8
e4_R941.70.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786366	2786366	0.000%	8
e4_simplex.20.fq.seed4.ngs.fa		99.3	98.3	1.0	0.2	0.5	402	2786343	2786343	0.000%	8
e4_R941.20.fq.seed2.ont.fa		94.7	94.0	0.7	4.2	1.1	402	2785796	2785796	0.000%	7
e4_R941.70.fq.seed2.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786367	2786367	0.000%	7
e4_R941.30.fq.seed4.ont.fa		95.8	94.8	1.0	3.7	0.5	402	2785914	2785914	0.000%	7
e4_R941.30.fq.seed2.ont.fa		95.2	94.5	0.7	3.7	1.1	402	2785902	2785902	0.000%	7
e4_R941.60.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786367	2786367	0.000%	7
e4_simplex.80.fq.seed2.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786372	2786372	0.000%	8
e4_simplex.60.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786400	2786400	0.000%	7
e4_R941.30.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786348	2786348	0.000%	7
e4_R941.60.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786369	2786369	0.000%	8
e4_R941.40.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786369	2786369	0.000%	8
e4_R941.60.fq.seed5.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2786368	2786367	0.000%	8
e4_R941.80.fq.seed4.ont.fa		96.8	95.8	1.0	2.7	0.5	402	2786021	2786021	0.000%	7
e4_R941.50.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786377	2786377	0.000%	7
e4_R941.100.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786366	2786365	0.000%	7
e4_simplex.50.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	8
e4_simplex.20.fq.seed3.ont.fa		99.0	98.0	1.0	0.7	0.3	402	2786351	2786351	0.000%	7
e4_simplex.10.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	323767	323767	0.000%	15
e4_R941.90.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786375	2786375	0.000%	7
e4_R941.120.fq.seed3.ont.fa		97.8	96.8	1.0	1.5	0.7	402	2786050	2786050	0.000%	11
e4_simplex.100.fq.seed5.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786352	2786352	0.000%	14
e4_simplex.50.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786374	2786374	0.000%	8
e4_R941.100.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786360	2786360	0.000%	7
e4_R941.120.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786368	2786368	0.000%	8
e4_R941.10.fq.seed4.ngs.fa		99.3	98.3	1.0	0.5	0.2	402	2785077	2785077	0.000%	7
e4_simplex.10.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	533720	533720	0.000%	16
e4_R941.110.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	7
e4_simplex.20.fq.seed5.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786373	2786373	0.000%	7
e4_simplex.120.fq.seed5.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786359	2786359	0.000%	18
e4_simplex.80.fq.seed4.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786355	2786355	0.000%	16
e4_simplex.50.fq.seed1.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786351	2786351	0.000%	12
e4_simplex.120.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786380	2786380	0.000%	8
e4_simplex.110.fq.seed2.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786369	2786369	0.000%	7
e4_simplex.20.fq.seed5.ont.fa		99.0	98.0	1.0	0.7	0.3	402	2786353	2786353	0.000%	7
e4_R941.50.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786361	2786361	0.000%	7
e4_R941.40.fq.seed4.ont.fa		96.0	95.0	1.0	3.5	0.5	402	2785965	2785965	0.000%	7
e4_R941.110.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786374	2786374	0.000%	7
e4_R941.70.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786370	2786370	0.000%	7
e4_R941.120.fq.seed5.ont.fa		96.8	95.8	1.0	2.5	0.7	402	2786031	2786031	0.000%	10
e4_R941.80.fq.seed2.ont.fa		97.3	96.3	1.0	2.5	0.2	402	2786026	2786026	0.000%	8
e4_simplex.110.fq.seed5.ont.fa		99.3	98.3	1.0	0.5	0.2	402	2786353	2786353	0.000%	15
e4_R941.60.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786362	2786362	0.000%	7
e4_simplex.70.fq.seed4.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786357	2786357	0.000%	14
e4_simplex.90.fq.seed4.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786376	2786376	0.000%	7
e4_simplex.70.fq.seed5.ont.fa		99.5	98.5	1.0	0.2	0.3	402	2786353	2786353	0.000%	11
e4_R941.40.fq.seed5.ont.fa		95.5	94.5	1.0	3.7	0.8	402	2785964	2785964	0.000%	8
e4_R941.10.fq.seed5.ont.fa		81.0	80.3	0.7	14.9	4.1	402	1255471	1255471	0.000%	9
e4_simplex.100.fq.seed3.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786372	2786371	0.000%	8
e4_R941.90.fq.seed1.ngs.fa		99.5	98.5	1.0	0.2	0.3	402	2786363	2786363	0.000%	8
e4_R941.70.fq.seed4.ont.fa		96.8	95.8	1.0	2.5	0.7	402	2786024	2786024	0.000%	7
