Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
sal2_R941.10.fq.seed1.ngs	7	7	7	7	7	6	5203980	5203980	5203980	5203980	5203980	5178164	7	2449950	5203980	5019577	52.19	52.17	1174478	1174478	367919	430229	1551970.4	1608984.8	2	2	5	4	0	0	0	1	0	0	1	0 + 3 part	168948	99.717	1.005	0.00	7.41	8.62	2448579	5032863	1174478	1174478	365843	430171	1543520.4	1600224.3	2	2	5	4
sal2_R941.10.fq.seed1.ont	7	7	7	7	7	6	5202229	5202229	5202229	5202229	5202229	5176407	7	2449269	5202229	5019577	52.19	52.17	1173949	1173949	367781	430008	1551525.1	1607981.9	2	2	5	4	0	0	0	0	0	0	1	0 + 2 part	167564	99.721	1.005	0.00	39.06	80.98	2447898	5031125	1173949	1173949	365705	429950	1543064.9	1599213.9	2	2	5	4
sal2_R941.10.fq.seed2.ngs	6	6	6	6	6	6	5155627	5155627	5155627	5155627	5155627	5155627	6	3013086	5155627	5019577	52.17	52.17	3013086	3013086	448089	448089	2012131.0	2066667.6	1	1	4	4	1	1	801076	0	0	0	1	0 + 2 part	163857	99.309	1.001	0.00	2.14	2.16	3013086	4991685	3013086	3013086	448089	448089	1997983.4	2052136.5	1	1	4	4
sal2_R941.10.fq.seed2.ont	6	6	6	6	6	6	5154436	5154436	5154436	5154436	5154436	5154436	6	3011790	5154436	5019577	52.17	52.17	3011790	3011790	448045	448045	2011149.7	2065182.5	1	1	4	4	1	1	801427	0	0	0	1	0 + 2 part	162168	99.350	1.001	0.00	32.53	69.41	3011790	4992032	3011790	3011790	448045	448045	1997442.7	2051107.2	1	1	4	4
sal2_R941.10.fq.seed3.ngs	6	6	6	6	6	5	5199821	5199821	5199821	5199821	5199821	5174036	6	2090554	5199821	5019577	52.19	52.17	1147022	1147022	796200	796200	1402834.1	1453207.3	2	2	4	4	0	0	0	2	0	0	1	0 + 1 part	161132	99.856	1.004	0.00	5.51	6.08	2090554	5030116	1138522	1138522	796200	796200	1393657.4	1443701.2	2	2	4	4
sal2_R941.10.fq.seed3.ont	6	6	6	6	6	5	5198788	5198788	5198788	5198788	5198788	5173004	6	2089881	5198788	5019577	52.19	52.17	1146999	1146999	796010	796010	1402465.7	1452537.1	2	2	4	4	0	0	0	0	0	0	1	0 + 1 part	161078	99.868	1.004	0.00	34.92	72.83	2089881	5033749	1143048	1143048	796010	796010	1395310.8	1445126.8	2	2	4	4
sal2_R941.10.fq.seed4.ngs	10	10	10	10	10	8	5219316	5219316	5219316	5219316	5219316	5156049	10	1675830	5219316	5019577	52.20	52.17	1492828	1492828	404647	404647	1133665.2	1178776.0	2	2	5	5	1	1	620569	2	0	0	1	0 + 3 part	184346	99.740	1.006	0.00	15.55	15.51	1675829	5034938	1490038	1490038	194560	384228	1110634.2	1154828.6	2	2	6	5
sal2_R941.10.fq.seed4.ont	10	10	10	10	10	8	5219053	5219053	5219053	5219053	5219053	5155743	10	1675565	5219053	5019577	52.20	52.17	1493239	1493239	404740	404740	1133720.2	1178773.8	2	2	5	5	1	1	620362	0	0	0	1	0 + 2 part	181512	99.763	1.006	0.00	48.99	91.52	1675565	5036200	1491931	1491931	194442	384321	1111547.9	1155720.4	2	2	6	5
sal2_R941.10.fq.seed5.ngs	6	6	6	6	6	6	5166142	5166142	5166142	5166142	5166142	5166142	6	1684904	5166142	5019577	52.17	52.17	1427616	1427616	801945	801945	1266181.6	1303152.4	2	2	4	4	0	0	0	0	0	0	1	0 + 1 part	161134	99.406	1.003	0.00	10.71	10.67	1684328	5004336	1427571	1427571	801945	801945	1260330.6	1297130.6	2	2	4	4
sal2_R941.10.fq.seed5.ont	6	6	6	6	6	6	5164618	5164618	5164618	5164618	5164618	5164618	6	1684578	5164618	5019577	52.17	52.17	1427078	1427078	801628	801628	1265839.1	1302415.6	2	2	4	4	0	0	0	0	0	0	1	0 + 1 part	161089	99.406	1.003	0.00	37.45	77.13	1684569	5003419	1427028	1427028	801628	801628	1260356.4	1296774.5	2	2	4	4
sal2_R941.110.fq.seed1.ngs	6	6	6	6	5	4	5326287	5326287	5326287	5326287	5308479	5282648	6	4212035	5326287	5019577	52.15	52.17	4212035	4212035	796289	796289	3457531.6	3668796.4	1	1	2	2	0	0	0	0	0	0	2	1 + 2 part	277302	99.888	1.007	0.00	1.05	1.27	4212035	5048985	4212035	4212035	796289	796289	3450058.8	3660866.9	1	1	2	2
sal2_R941.110.fq.seed1.ont	10	10	10	10	6	4	5399648	5399648	5399648	5399648	5340034	5283092	10	4211688	5399648	5019577	52.06	52.17	4211688	4211688	796225	796225	3410317.2	3668538.7	1	1	2	2	0	0	0	0	0	0	2	5 + 2 part	351072	99.888	1.007	0.00	0.95	8.58	4211688	5048576	4211688	4211688	796225	796225	3402625.2	3660264.2	1	1	2	2
sal2_R941.110.fq.seed2.ngs	5	5	5	5	5	4	5284256	5284256	5284256	5284256	5284256	5258439	5	4212029	5284256	5019577	52.18	52.17	4212029	4212029	796303	796303	3484102.1	3667816.5	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	238558	99.888	1.006	0.00	0.73	1.45	4212029	5045698	4212029	4212029	796303	796303	3477494.6	3660860.6	1	1	2	2
sal2_R941.110.fq.seed2.ont	11	11	11	10	6	4	5397504	5397504	5397504	5387648	5329448	5257979	11	4211673	5397504	5019577	51.85	52.17	4211673	4211673	796226	796226	3410991.8	3667807.4	1	1	2	2	0	0	0	0	0	0	2	6 + 2 part	352239	99.888	1.006	0.00	0.69	8.82	4211673	5045265	4211673	4211673	796226	796226	3403953.0	3660238.7	1	1	2	2
sal2_R941.110.fq.seed3.ngs	4	4	4	4	4	3	5201967	5201967	5201967	5201967	5201967	5176137	4	4212025	5201967	5019577	52.19	52.17	4212025	4212025	796295	796295	3537906.0	3666458.4	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161133	99.888	1.005	0.00	0.75	1.05	4212025	5040834	4212025	4212025	796295	796295	3532494.9	3660850.7	1	1	2	2
sal2_R941.110.fq.seed3.ont	9	9	9	8	6	3	5322683	5322683	5322683	5312829	5286715	5175700	9	4211679	5322683	5019577	51.79	52.17	4211679	4211679	796224	796224	3457862.3	3666664.5	1	1	2	2	0	0	0	0	0	0	1	5 + 1 part	282267	99.888	1.005	0.00	0.75	8.37	4211679	5040416	4211679	4211679	796224	796224	3451810.7	3660247.5	1	1	2	2
sal2_R941.110.fq.seed4.ngs	5	5	5	5	5	4	5309035	5309035	5309035	5309035	5309035	5283216	5	4212031	5309035	5019577	52.17	52.17	4212031	4212031	796314	796314	3468730.3	3668757.5	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	260858	99.888	1.007	0.00	0.75	1.21	4212031	5048177	4212031	4212031	796314	796314	3461270.8	3660867.8	1	1	2	2
sal2_R941.110.fq.seed4.ont	9	9	9	9	7	4	5406417	5406417	5406417	5406417	5371244	5283211	9	4211686	5406417	5019577	51.90	52.17	4211686	4211686	796240	796240	3406186.4	3668688.4	1	1	2	2	0	0	0	0	0	0	2	4 + 2 part	358660	99.888	1.007	0.00	0.71	8.28	4211686	5047757	4211686	4211686	796240	796240	3398366.0	3660265.4	1	1	2	2
sal2_R941.110.fq.seed5.ngs	5	5	5	5	5	3	5249489	5249489	5249489	5249489	5249489	5176197	5	4212042	5249489	5019577	52.19	52.17	4212042	4212042	796339	796339	3506348.2	3666949.7	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	204560	99.888	1.006	0.00	0.95	1.03	4212042	5044930	4212042	4212042	796339	796339	3500557.4	3660893.7	1	1	2	2
sal2_R941.110.fq.seed5.ont	15	15	15	14	9	3	5479672	5479672	5479672	5474019	5395040	5175753	15	4211698	5479672	5019577	51.51	52.17	4211698	4211698	796260	796260	3359772.2	3667729.3	1	1	2	2	0	0	0	0	0	0	2	10 + 2 part	435167	99.888	1.006	0.00	0.87	8.33	4211698	5044506	4211698	4211698	796260	796260	3352958.7	3660291.3	1	1	2	2
sal2_R941.120.fq.seed1.ngs	6	6	6	6	6	4	5346533	5346533	5346533	5346533	5346533	5282328	6	4212039	5346533	5019577	52.22	52.17	4212039	4212039	796307	796307	3444653.0	3669024.5	1	1	2	2	0	0	0	0	0	0	2	1 + 2 part	298845	99.888	1.007	0.00	0.75	1.11	4212039	5047688	4212039	4212039	796307	796307	3437005.5	3660878.9	1	1	2	2
sal2_R941.120.fq.seed1.ont	14	14	14	13	8	4	5489881	5489881	5489881	5482810	5407206	5283192	14	4211696	5489881	5019577	51.94	52.17	4211696	4211696	796241	796241	3354766.7	3669088.0	1	1	2	2	0	0	0	0	0	0	2	9 + 2 part	442123	99.888	1.007	0.00	0.79	8.54	4211696	5047758	4211696	4211696	796241	796241	3346715.5	3660282.5	1	1	2	2
sal2_R941.120.fq.seed2.ngs	5	5	5	5	5	4	5311184	5311184	5311184	5311184	5311184	5285361	5	4212033	5311184	5019577	52.17	52.17	4212033	4212033	796289	796289	3467410.9	3668846.4	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	263859	99.888	1.007	0.00	0.71	1.41	4212033	5047325	4212033	4212033	796289	796289	3459865.9	3660863.2	1	1	2	2
sal2_R941.120.fq.seed2.ont	14	14	14	13	9	4	5524232	5524232	5524232	5514376	5462716	5285374	14	4211679	5524232	5019577	51.61	52.17	4211679	4211679	796225	796225	3334357.4	3669584.9	1	1	2	2	0	0	0	0	0	0	2	9 + 2 part	477320	99.888	1.007	0.00	0.53	8.52	4211679	5046912	4211679	4211679	796225	796225	3325874.2	3660248.8	1	1	2	2
sal2_R941.120.fq.seed3.ngs	5	5	5	5	5	4	5297295	5297295	5297295	5297295	5297295	5271465	5	4212020	5297295	5019577	52.17	52.17	4212020	4212020	796300	796300	3475948.3	3668262.0	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	250789	99.888	1.006	0.00	0.69	1.37	4212020	5046506	4212020	4212020	796300	796300	3468919.9	3660844.8	1	1	2	2
sal2_R941.120.fq.seed3.ont	13	13	13	12	9	4	5513801	5513801	5513801	5503947	5462447	5271009	13	4211659	5513801	5019577	51.75	52.17	4211659	4211659	796230	796230	3340255.5	3669134.7	1	1	2	2	0	0	0	0	0	0	2	8 + 2 part	467727	99.888	1.006	0.00	0.63	8.88	4211659	5046074	4211659	4211659	796230	796230	3332136.9	3660216.7	1	1	2	2
sal2_R941.120.fq.seed4.ngs	5	5	5	5	5	4	5331898	5331898	5331898	5331898	5331898	5306070	5	4212029	5331898	5019577	52.18	52.17	4212029	4212029	796289	796289	3454837.6	3669799.6	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	282924	99.888	1.007	0.00	1.09	1.17	4212029	5048974	4212029	4212029	796289	796289	3446418.6	3660856.8	1	1	2	2
sal2_R941.120.fq.seed4.ont	11	11	11	10	8	4	5467655	5467655	5467655	5460583	5433170	5306204	11	4211682	5467655	5019577	51.91	52.17	4211682	4211682	796223	796223	3369252.3	3670012.3	1	1	2	2	0	0	0	0	0	0	2	6 + 2 part	419089	99.888	1.007	0.00	0.85	8.44	4211682	5048566	4211682	4211682	796223	796223	3360293.3	3660253.5	1	1	2	2
sal2_R941.120.fq.seed5.ngs	5	5	5	5	5	4	5270942	5270942	5270942	5270942	5270942	5245122	5	4212039	5270942	5019577	52.20	52.17	4212039	4212039	796335	796335	3492545.1	3667441.0	1	1	2	2	0	0	0	0	0	0	2	0 + 2 part	226019	99.888	1.006	0.00	0.67	1.15	4212039	5044923	4212039	4212039	796335	796335	3486304.0	3660887.4	1	1	2	2
sal2_R941.120.fq.seed5.ont	16	16	16	15	8	4	5511627	5511627	5511627	5504031	5390288	5244666	16	4211681	5511627	5019577	51.49	52.17	4211681	4211681	796259	796259	3340730.4	3668209.5	1	1	2	2	0	0	0	0	0	0	2	11 + 2 part	467139	99.888	1.006	0.00	0.63	8.52	4211681	5044488	4211681	4211681	796259	796259	3333492.9	3660262.5	1	1	2	2
sal2_R941.20.fq.seed1.ngs	2	2	2	2	2	2	5187301	5187301	5187301	5187301	5187301	5187301	2	5019483	5187301	5019577	52.18	52.17	5019483	5019483	5019483	5019483	4862523.4	5024999.6	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	161134	99.998	1.001	0.00	0.08	1.21	5019483	5026167	5019483	5019483	5019483	5019483	4857096.9	5019391.8	1	1	1	1
sal2_R941.20.fq.seed1.ont	2	2	2	2	2	2	5186594	5186594	5186594	5186594	5186594	5186594	2	5018805	5186594	5019577	52.18	52.17	5018805	5018805	5018805	5018805	4861872.1	5023641.8	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	161106	99.998	1.001	0.00	1.51	14.72	5018805	5025488	5018805	5018805	5018805	5018805	4856446.8	5018036.0	1	1	1	1
sal2_R941.20.fq.seed2.ngs	4	4	4	4	4	3	5201471	5201471	5201471	5201471	5201471	5175670	4	4211536	5201471	5019577	52.19	52.17	4211536	4211536	796319	796319	3537458.3	3665644.9	1	1	2	2	0	0	0	0	0	0	1	0 + 2 part	164632	99.809	1.005	0.00	2.94	3.89	4208036	5036839	4208036	4208036	796319	796319	3526381.5	3654166.6	1	1	2	2
sal2_R941.20.fq.seed2.ont	4	4	4	4	4	3	5201031	5201031	5201031	5201031	5201031	5175232	4	4211203	5201031	5019577	52.19	52.17	4211203	4211203	796245	796245	3537193.7	3665060.6	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161101	99.886	1.005	0.00	5.26	19.84	4211203	5039930	4211203	4211203	796245	796245	3531783.7	3659455.1	1	1	2	2
sal2_R941.20.fq.seed3.ngs	4	4	4	4	4	3	5201862	5201862	5201862	5201862	5201862	5176062	4	4211977	5201862	5019577	52.19	52.17	4211977	4211977	796270	796270	3537891.6	3666369.4	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161132	99.888	1.005	0.00	5.14	4.48	4211953	5040706	4211953	4211953	796270	796270	3532441.6	3660721.6	1	1	2	2
sal2_R941.20.fq.seed3.ont	4	4	4	4	4	3	5201101	5201101	5201101	5201101	5201101	5175304	4	4211373	5201101	5019577	52.19	52.17	4211373	4211373	796143	796143	3537390.4	3665313.7	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161105	99.888	1.005	0.00	6.09	19.01	4211349	5039972	4211349	4211349	796143	796143	3531941.4	3659667.7	1	1	2	2
sal2_R941.20.fq.seed4.ngs	4	4	4	4	4	3	5201558	5201558	5201558	5201558	5201558	5175732	4	4211986	5201558	5019577	52.19	52.17	4211986	4211986	795927	795927	3538008.4	3666276.3	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161135	99.804	1.005	0.00	1.77	2.68	4211986	5036572	4211986	4211986	792076	792076	3531421.1	3659450.1	1	1	2	2
sal2_R941.20.fq.seed4.ont	4	4	4	4	4	3	5201411	5201411	5201411	5201411	5201411	5175585	4	4211528	5201411	5019577	52.19	52.17	4211528	4211528	796261	796261	3537467.5	3665612.1	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161112	99.889	1.005	0.00	4.82	16.63	4211528	5040299	4211528	4211528	796261	796261	3532057.1	3660005.8	1	1	2	2
sal2_R941.20.fq.seed5.ngs	4	4	4	4	4	3	5201957	5201957	5201957	5201957	5201957	5176150	4	4212058	5201957	5019577	52.19	52.17	4212058	4212058	796276	796276	3537960.1	3666507.4	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161133	99.889	1.005	0.00	1.39	2.40	4212058	5040824	4212058	4212058	796276	796276	3532549.1	3660899.8	1	1	2	2
sal2_R941.20.fq.seed5.ont	4	4	4	4	4	3	5201297	5201297	5201297	5201297	5201297	5175491	4	4211458	5201297	5019577	52.19	52.17	4211458	4211458	796245	796245	3537426.0	3665488.8	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161105	99.889	1.005	0.00	2.68	16.65	4211458	5040192	4211458	4211458	796245	796245	3532016.1	3659883.0	1	1	2	2
sal2_R941.30.fq.seed1.ngs	4	4	4	4	4	3	5201928	5201928	5201928	5201928	5201928	5176110	4	4212029	5201928	5019577	52.19	52.17	4212029	4212029	796263	796263	3537929.1	3666454.9	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161135	99.888	1.005	0.00	1.63	2.70	4212029	5040793	4212029	4212029	796263	796263	3532517.9	3660847.1	1	1	2	2
sal2_R941.30.fq.seed1.ont	4	4	4	4	4	3	5201380	5201380	5201380	5201380	5201380	5175562	4	4211580	5201380	5019577	52.19	52.17	4211580	4211580	796189	796189	3537550.4	3665676.2	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161110	99.888	1.005	0.00	2.02	12.52	4211580	5040270	4211580	4211580	796189	796189	3532140.3	3660070.1	1	1	2	2
sal2_R941.30.fq.seed2.ngs	4	4	4	4	4	3	5201912	5201912	5201912	5201912	5201912	5176086	4	4212002	5201912	5019577	52.19	52.17	4212002	4212002	796266	796266	3537897.3	3666410.6	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161134	99.888	1.005	0.00	2.46	2.86	4212002	5040778	4212002	4212002	796266	796266	3532486.1	3660802.8	1	1	2	2
sal2_R941.30.fq.seed2.ont	4	4	4	4	4	3	5201388	5201388	5201388	5201388	5201388	5175562	4	4211575	5201388	5019577	52.19	52.17	4211575	4211575	796195	796195	3537538.7	3665669.8	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161108	99.888	1.005	0.00	2.82	11.96	4211575	5040280	4211575	4211575	796195	796195	3532128.7	3660063.7	1	1	2	2
sal2_R941.30.fq.seed3.ngs	4	4	4	4	4	3	5201685	5201685	5201685	5201685	5201685	5175863	4	4211751	5201685	5019577	52.19	52.17	4211751	4211751	796295	796295	3537654.0	3665998.5	1	1	2	2	0	0	0	0	0	0	1	0 + 2 part	162634	99.888	1.005	0.00	0.52	1.98	4210250	5039051	4210250	4210250	796295	796295	3529812.3	3657872.3	1	1	2	2
sal2_R941.30.fq.seed3.ont	4	4	4	4	4	3	5201380	5201380	5201380	5201380	5201380	5175559	4	4211566	5201380	5019577	52.19	52.17	4211566	4211566	796201	796201	3537531.4	3665656.5	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161108	99.888	1.005	0.00	1.86	12.32	4211566	5040272	4211566	4211566	796201	796201	3532121.3	3660050.5	1	1	2	2
sal2_R941.30.fq.seed4.ngs	4	4	4	4	4	3	5201982	5201982	5201982	5201982	5201982	5176153	4	4212045	5201982	5019577	52.19	52.17	4212045	4212045	796290	796290	3537926.7	3666490.4	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161134	99.888	1.005	0.00	1.79	2.94	4212045	5040848	4212045	4212045	796290	796290	3532515.5	3660882.6	1	1	2	2
sal2_R941.30.fq.seed4.ont	4	4	4	4	4	3	5201467	5201467	5201467	5201467	5201467	5175638	4	4211629	5201467	5019577	52.19	52.17	4211629	4211629	796213	796213	3537578.3	3665766.4	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161112	99.888	1.005	0.00	2.02	11.65	4211629	5040355	4211629	4211629	796213	796213	3532168.0	3660160.1	1	1	2	2
sal2_R941.30.fq.seed5.ngs	4	4	4	4	4	3	5202001	5202001	5202001	5202001	5202001	5176184	4	4212047	5202001	5019577	52.19	52.17	4212047	4212047	796321	796321	3537926.2	3666503.3	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161132	99.888	1.005	0.00	1.25	1.79	4212047	5040869	4212047	4212047	796321	796321	3532515.2	3660895.7	1	1	2	2
sal2_R941.30.fq.seed5.ont	4	4	4	4	4	3	5201493	5201493	5201493	5201493	5201493	5175676	4	4211639	5201493	5019577	52.19	52.17	4211639	4211639	796240	796240	3537585.0	3665791.7	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161113	99.888	1.005	0.00	1.53	10.97	4211639	5040380	4211639	4211639	796240	796240	3532174.7	3660185.3	1	1	2	2
sal2_R941.40.fq.seed1.ngs	4	4	4	4	4	3	5202022	5202022	5202022	5202022	5202022	5176202	4	4212054	5202022	5019577	52.19	52.17	4212054	4212054	796332	796332	3537926.7	3666518.6	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161133	99.888	1.005	0.00	0.48	1.73	4212054	5040889	4212054	4212054	796332	796332	3532515.7	3660911.0	1	1	2	2
sal2_R941.40.fq.seed1.ont	4	4	4	4	4	3	5201488	5201488	5201488	5201488	5201488	5175668	4	4211631	5201488	5019577	52.19	52.17	4211631	4211631	796243	796243	3537576.2	3665779.0	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	161111	99.888	1.005	0.00	0.81	10.65	4211631	5040377	4211631	4211631	796243	796243	3532166.1	3660172.9	1	1	2	2
sal2_R941.40.fq.seed2.ngs	2	2	2	2	2	2	5187417	5187417	5187417	5187417	5187417	5187417	2	5019599	5187417	5019577	52.18	52.17	5019599	5019599	5019599	5019599	4862639.2	5025231.6	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	161134	100.000	1.001	0.00	0.28	0.84	5019599	5026283	5019599	5019599	5019599	5019599	4857212.8	5019623.8	1	1	1	1
sal2_R941.40.fq.seed2.ont	2	2	2	2	2	2	5186943	5186943	5186943	5186943	5186943	5186943	2	5019153	5186943	5019577	52.18	52.17	5019153	5019153	5019153	5019153	4862218.5	5024337.8	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	161106	100.000	1.001	0.00	0.66	9.13	5019153	5025837	5019153	5019153	5019153	5019153	4856793.5	5018731.9	1	1	1	1
sal2_R941.40.fq.seed3.ngs	4	4	4	4	4	3	5200450	5200450	5200450	5200450	5200450	5174625	4	4212026	5200450	5019577	52.19	52.17	4212026	4212026	796294	796294	3538842.1	3666359.0	1	1	2	2	0	0	0	0	0	0	1	0 + 1 part	159622	99.888	1.005	0.00	0.89	1.39	4212026	5040828	4212026	4212026	796294	796294	3533526.6	3660852.0	1	1	2	2
