Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
bc2_R941.20.fq.seed1.ngs	3	3	2	2	2	2	5519032	5519032	5516789	5516789	5516789	5516789	3	5349199	5519032	5379811	35.26	35.34	5349199	5349199	5349199	5349199	5189682.1	5323982.8	1	1	1	1	1	1	5349199	0	0	0	0	1 + 1 part	168388	99.427	1.000	0.00	0.19	0.41	3500708	5350644	3500708	3500708	1848491	1848491	2839606.2	2913090.7	1	1	2	2
bc2_R941.20.fq.seed1.ont	3	3	2	2	2	2	5518232	5518232	5515989	5515989	5515989	5515989	3	5348439	5518232	5379811	35.26	35.34	5348439	5348439	5348439	5348439	5188958.7	5322469.1	1	1	1	1	1	1	5348439	0	0	0	0	1 + 1 part	168348	99.427	1.000	0.00	0.82	18.37	3500193	5349884	3500193	3500193	1848246	1848246	2839200.4	2912252.2	1	1	2	2
bc2_R941.20.fq.seed2.ngs	3	3	2	2	2	2	5518277	5518277	5515944	5515944	5515944	5515944	3	5348354	5518277	5379811	35.25	35.34	5348354	5348354	5348354	5348354	5188754.1	5322302.7	1	1	1	1	1	1	5348354	0	0	0	0	0 + 1 part	166145	99.455	1.000	0.00	0.19	0.45	3499843	5352132	3499843	3499843	1848511	1848511	2838911.8	2911979.9	1	1	2	2
bc2_R941.20.fq.seed2.ont	3	3	2	2	2	2	5517509	5517509	5515197	5515197	5515197	5515197	3	5347640	5517509	5379811	35.25	35.34	5347640	5347640	5347640	5347640	5188090.2	5320881.0	1	1	1	1	1	1	5347640	0	0	0	0	1 + 1 part	168424	99.411	1.000	0.00	1.03	17.89	3499345	5349085	3499345	3499345	1848295	1848295	2838529.5	2911182.6	1	1	2	2
bc2_R941.20.fq.seed3.ngs	6	6	6	6	5	2	5575078	5575078	5575078	5575078	5557810	5435456	6	5358184	5575078	5379811	35.26	35.34	5358184	5358184	5358184	5358184	5151807.7	5338799.0	1	1	1	1	1	1	5358184	0	0	0	0	4 + 1 part	215449	99.594	1.000	0.00	0.22	0.54	5358176	5359621	5358176	5358176	5358176	5358176	5149713.1	5336628.4	1	1	1	1
bc2_R941.20.fq.seed3.ont	6	6	6	6	5	2	5574570	5574570	5574570	5574570	5557303	5434711	6	5357455	5574570	5379811	35.26	35.34	5357455	5357455	5357455	5357455	5150879.4	5337350.7	1	1	1	1	1	1	5357455	0	0	0	0	4 + 1 part	215670	99.594	1.000	0.00	0.90	17.34	5357447	5358892	5357447	5357447	5357447	5357447	5148781.1	5335176.4	1	1	1	1
bc2_R941.20.fq.seed4.ngs	3	3	3	2	2	2	5531528	5531528	5531528	5525772	5525772	5525772	3	5358176	5531528	5379811	35.29	35.34	5358176	5358176	5358176	5358176	5195340.5	5341855.2	1	1	1	1	1	1	5358176	0	0	0	0	0 + 2 part	166761	99.594	1.001	0.00	0.34	0.43	5358176	5364767	5358176	5358176	5358176	5358176	5190261.8	5336633.3	1	1	1	1
bc2_R941.20.fq.seed4.ont	3	3	3	2	2	2	5530767	5530767	5530767	5525011	5525011	5525011	3	5357456	5530767	5379811	35.29	35.34	5357456	5357456	5357456	5357456	5194657.9	5340418.6	1	1	1	1	1	1	5357456	0	0	0	0	0 + 2 part	166720	99.594	1.001	0.00	1.44	17.65	5357456	5364047	5357456	5357456	5357456	5357456	5189581.0	5335199.2	1	1	1	1
bc2_R941.20.fq.seed5.ngs	2	2	2	2	2	2	5524783	5524783	5524783	5524783	5524783	5524783	2	5357195	5524783	5379811	35.27	35.34	5357195	5357195	5357195	5357195	5199774.2	5339894.7	1	1	1	1	1	1	5357195	0	0	0	0	0 + 1 part	166143	99.576	1.000	0.00	0.19	0.58	5357195	5358640	5357195	5357195	5357195	5357195	5194691.0	5334674.5	1	1	1	1
bc2_R941.20.fq.seed5.ont	3	2	2	2	2	2	5524570	5524037	5524037	5524037	5524037	5524037	3	5356491	5524570	5379811	35.27	35.34	5356491	5356491	5356491	5356491	5198606.9	5338490.1	1	1	1	1	1	1	5356491	0	0	0	0	1 + 1 part	166634	99.576	1.000	0.00	0.93	16.91	5356491	5357936	5356491	5356491	5356491	5356491	5193526.0	5333272.5	1	1	1	1
bc2_R941.30.fq.seed1.ngs	4	4	2	2	2	2	5524479	5524479	5518467	5518467	5518467	5518467	4	5350877	5524479	5379811	35.26	35.34	5350877	5350877	5350877	5350877	5187817.8	5327322.9	1	1	1	1	1	1	5350877	0	0	0	0	1 + 1 part	168385	99.503	1.001	0.00	0.19	0.50	3488877	5356094	3488877	3488877	1862000	1862000	2830913.7	2907039.5	1	1	2	2
bc2_R941.30.fq.seed1.ont	4	4	2	2	2	2	5523947	5523947	5517935	5517935	5517935	5517935	4	5350385	5523947	5379811	35.26	35.34	5350385	5350385	5350385	5350385	5187361.8	5326341.7	1	1	1	1	1	1	5350385	0	0	0	0	1 + 1 part	168345	99.503	1.000	0.00	0.49	11.91	3488487	5355602	3488487	3488487	1861898	1861898	2830624.9	2906463.1	1	1	2	2
bc2_R941.30.fq.seed2.ngs	2	2	2	2	2	2	5525771	5525771	5525771	5525771	5525771	5525771	2	5358187	5525771	5379811	35.27	35.34	5358187	5358187	5358187	5358187	5200767.9	5341870.2	1	1	1	1	1	1	5358187	0	0	0	0	0 + 1 part	166139	99.594	1.000	0.02	0.21	0.43	5358187	5359632	5358187	5358187	5358187	5358187	5195685.8	5336650.3	1	1	1	1
bc2_R941.30.fq.seed2.ont	2	2	2	2	2	2	5525144	5525144	5525144	5525144	5525144	5525144	2	5357595	5525144	5379811	35.28	35.34	5357595	5357595	5357595	5357595	5200207.8	5340688.9	1	1	1	1	1	1	5357595	0	0	0	0	0 + 1 part	166104	99.594	1.000	0.00	0.49	11.85	5357595	5359040	5357595	5357595	5357595	5357595	5195127.3	5335471.1	1	1	1	1
bc2_R941.30.fq.seed3.ngs	6	6	6	6	5	2	5554033	5554033	5554033	5554033	5536765	5435457	6	5358185	5554033	5379811	35.26	35.34	5358185	5358185	5358185	5358185	5171036.4	5338497.4	1	1	1	1	1	1	5358185	0	0	0	0	4 + 1 part	194403	99.594	1.000	0.00	0.19	0.37	5358185	5359630	5358185	5358185	5358185	5358185	5169243.4	5336646.3	1	1	1	1
bc2_R941.30.fq.seed3.ont	6	6	6	6	5	2	5553432	5553432	5553432	5553432	5536166	5434875	6	5357622	5553432	5379811	35.26	35.34	5357622	5357622	5357622	5357622	5170508.9	5337375.2	1	1	1	1	1	1	5357622	0	0	0	0	4 + 1 part	194365	99.594	1.000	0.00	0.37	11.77	5357622	5359067	5357622	5357622	5357622	5357622	5168716.5	5335524.9	1	1	1	1
bc2_R941.30.fq.seed4.ngs	2	2	2	2	2	2	5525778	5525778	5525778	5525778	5525778	5525778	2	5358190	5525778	5379811	35.27	35.34	5358190	5358190	5358190	5358190	5200767.4	5341876.5	1	1	1	1	1	1	5358190	0	0	0	0	0 + 1 part	166143	99.594	1.000	0.00	0.19	0.52	5358190	5359635	5358190	5358190	5358190	5358190	5195685.1	5336656.3	1	1	1	1
bc2_R941.30.fq.seed4.ont	2	2	2	2	2	2	5525173	5525173	5525173	5525173	5525173	5525173	2	5357627	5525173	5379811	35.28	35.34	5357627	5357627	5357627	5357627	5200242.4	5340752.4	1	1	1	1	1	1	5357627	0	0	0	0	0 + 1 part	166101	99.594	1.000	0.00	0.47	11.57	5357627	5359072	5357627	5357627	5357627	5357627	5195162.1	5335534.9	1	1	1	1
bc2_R941.30.fq.seed5.ngs	3	3	2	2	2	2	5525203	5525203	5523962	5523962	5523962	5523962	3	5356365	5525203	5379811	35.27	35.34	5356365	5356365	5356365	5356365	5197770.3	5338242.6	1	1	1	1	1	1	5356365	0	0	0	0	1 + 1 part	167393	99.560	1.000	0.00	0.22	0.39	3507855	5357810	3507855	3507855	1848510	1848510	2845513.2	2922414.6	1	1	2	2
bc2_R941.30.fq.seed5.ont	3	3	2	2	2	2	5524568	5524568	5523327	5523327	5523327	5523327	3	5355771	5524568	5379811	35.27	35.34	5355771	5355771	5355771	5355771	5197213.5	5337057.3	1	1	1	1	1	1	5355771	0	0	0	0	1 + 1 part	167352	99.560	1.000	0.00	0.39	11.85	3507462	5357216	3507462	3507462	1848309	1848309	2845206.7	2921764.0	1	1	2	2
bc2_R941.40.fq.seed1.ngs	7	7	5	5	3	2	5587587	5587587	5581648	5581648	5539480	5513535	7	5350963	5587587	5379811	35.25	35.34	5350963	5350963	5350963	5350963	5129374.0	5327477.8	1	1	1	1	1	1	5350963	0	0	0	0	4 + 1 part	231432	99.503	1.001	0.00	0.22	0.43	3488874	5356155	3488874	3488874	1862089	1862089	2798995.9	2907097.2	1	1	2	2
bc2_R941.40.fq.seed1.ont	7	7	5	5	3	2	5587122	5587122	5581183	5581183	5539024	5513087	7	5350434	5587122	5379811	35.25	35.34	5350434	5350434	5350434	5350434	5128792.3	5326430.3	1	1	1	1	1	1	5350434	0	0	0	0	4 + 1 part	231496	99.503	1.000	0.00	0.32	10.21	3488531	5355626	3488531	3488531	1861903	1861903	2798676.6	2906523.6	1	1	2	2
bc2_R941.40.fq.seed2.ngs	3	3	2	2	2	2	5526374	5526374	5524149	5524149	5524149	5524149	3	5356560	5526374	5379811	35.27	35.34	5356560	5356560	5356560	5356560	5197047.1	5338631.1	1	1	1	1	1	1	5356560	0	0	0	0	1 + 1 part	168369	99.564	1.000	0.04	0.19	0.45	3488878	5358005	3488878	3488878	1867682	1867682	2833776.3	2910977.3	1	1	2	2
bc2_R941.40.fq.seed2.ont	3	3	2	2	2	2	5525829	5525829	5523604	5523604	5523604	5523604	3	5356052	5525829	5379811	35.27	35.34	5356052	5356052	5356052	5356052	5196572.6	5337617.2	1	1	1	1	1	1	5356052	0	0	0	0	1 + 1 part	168332	99.564	1.000	0.00	0.37	9.87	3488543	5357497	3488543	3488543	1867509	1867509	2833515.9	2910422.7	1	1	2	2
