Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
e4_R941.10.fq.seed1.ngs	8	8	7	6	5	3	3046477	3046477	3042496	3035415	3019296	2937186	8	2553019	3046477	2785439	37.77	38.03	2553019	2553019	225699	2553019	2165676.5	2368633.3	1	1	2	1	0	0	0	2	0	0	4	1 + 6 part	232212	99.727	1.013	0.00	3.34	6.04	2552088	2814260	2552088	2552088	225699	2552088	2154670.2	2356595.6	1	1	2	1
e4_R941.10.fq.seed1.ont	8	8	7	6	5	3	3045128	3045128	3041150	3034074	3017961	2935895	8	2551878	3045128	2785439	37.77	38.03	2551878	2551878	225577	2551878	2164700.7	2366517.8	1	1	2	1	0	0	0	2	0	0	4	1 + 6 part	232126	99.727	1.013	0.00	23.68	93.71	2550947	2812997	2550947	2550947	225577	2550947	2153694.6	2354485.5	1	1	2	1
e4_R941.10.fq.seed2.ngs	15	15	15	13	10	9	3090543	3090543	3090543	3076640	3007529	2962775	15	931292	3090543	2785439	37.75	38.03	689738	689738	147269	158466	540580.0	599792.6	2	2	7	6	0	0	0	3	0	0	4	1 + 7 part	278518	99.551	1.014	0.00	10.74	14.37	931291	2811632	689712	689712	1902	147269	529537.5	587540.5	2	2	13	6
e4_R941.10.fq.seed2.ont	15	15	15	13	10	9	3089745	3089745	3089745	3075846	3006776	2962055	15	931091	3089745	2785439	37.74	38.03	689488	689488	147227	158439	540406.6	599445.4	2	2	7	6	0	0	0	2	0	0	4	1 + 6 part	277034	99.624	1.013	0.00	46.40	128.86	931090	2812283	689445	689445	1902	147209	529426.2	587265.4	2	2	13	6
e4_R941.10.fq.seed3.ngs	10	10	8	7	6	4	3007925	3007925	3000801	2992736	2978576	2896740	10	1547364	3007925	2785439	37.78	38.03	1547364	1547364	489212	489212	1048834.7	1132610.0	1	1	3	3	2	1	1547364	4	0	0	4	2 + 6 part	235207	98.264	1.013	0.00	8.04	7.36	823325	2772709	701688	701688	230449	230449	566975.1	612262.1	2	2	5	5
e4_R941.10.fq.seed3.ont	10	10	8	7	6	4	3007369	3007369	3000076	2992013	2977858	2895909	10	1546706	3007369	2785439	37.78	38.03	1546706	1546706	488936	488936	1048321.5	1131846.6	1	1	3	3	2	1	1546706	3	0	0	4	2 + 6 part	235458	98.264	1.013	0.00	36.11	99.93	823029	2771893	701814	701814	230374	230374	566778.5	611936.6	2	2	5	5
e4_R941.10.fq.seed4.ngs	7	7	6	4	4	2	3045489	3045489	3041025	3025877	3025877	2943582	7	2785077	3045489	2785439	37.79	38.03	2785077	2785077	2785077	2785077	2556347.9	2795009.8	1	1	1	1	0	0	0	2	0	0	4	1 + 6 part	226762	99.963	1.012	0.00	6.60	9.12	2784153	2818729	2784153	2784153	2784153	2784153	2545260.4	2782887.2	1	1	1	1
e4_R941.10.fq.seed4.ont	7	7	6	4	4	2	3044550	3044550	3040088	3024947	3024947	2942689	7	2784216	3044550	2785439	37.79	38.03	2784216	2784216	2784216	2784216	2555557.0	2793283.6	1	1	1	1	0	0	0	2	0	0	4	1 + 6 part	226689	99.963	1.012	0.00	28.39	99.79	2783292	2817863	2783292	2783292	2783292	2783292	2544471.0	2781166.3	1	1	1	1
e4_R941.10.fq.seed5.ngs	9	9	8	6	6	3	3105550	3105550	3101280	3085874	3085874	2962365	9	1547773	3105550	2785439	37.74	38.03	1256131	1547773	1256131	1256131	1289253.6	1437418.5	2	1	2	2	0	0	0	2	0	0	3	1 + 7 part	288741	99.947	1.012	0.45	4.08	8.63	1547770	2816799	1236918	1547770	1896	1236918	1264062.6	1409332.5	2	1	7	2
e4_R941.10.fq.seed5.ont	9	9	8	6	6	3	3106338	3106338	3101907	3086508	3086508	2961167	9	1547260	3106338	2785439	37.74	38.03	1255471	1547260	1255471	1255471	1287926.8	1436303.5	2	1	2	2	0	0	0	2	0	0	3	1 + 7 part	290703	99.947	1.011	0.00	32.78	108.11	1547253	2815621	1236260	1547253	1797	1236260	1262702.9	1408173.8	2	1	8	2
e4_R941.110.fq.seed1.ngs	7	7	6	5	5	2	3075192	3075192	3070379	3062314	3062314	2944824	7	2786361	3075192	2785439	37.75	38.03	2786361	2786361	2786361	2786361	2534364.5	2797999.7	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	247599	100.000	1.015	0.00	1.17	1.06	2785430	2827588	2785430	2785430	2785430	2785430	2522993.5	2785445.8	1	1	1	1
e4_R941.110.fq.seed1.ont	7	7	6	5	5	2	3074819	3074819	3070006	3061944	3061944	2944470	7	2786030	3074819	2785439	37.75	38.03	2786030	2786030	2786030	2786030	2534069.3	2797334.4	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	247557	100.000	1.015	0.00	1.24	11.99	2785100	2827257	2785100	2785100	2785100	2785100	2522701.7	2784785.8	1	1	1	1
e4_R941.110.fq.seed2.ngs	7	7	6	5	4	2	3062851	3062851	3058224	3051138	3026947	2944841	7	2786373	3062851	2785439	37.77	38.03	2786373	2786373	2786373	2786373	2544375.4	2797779.0	1	1	1	1	0	0	0	2	0	0	4	1 + 6 part	239025	100.000	1.014	0.00	1.17	1.06	2785445	2823828	2785445	2785445	2785445	2785445	2533184.8	2785473.9	1	1	1	1
e4_R941.110.fq.seed2.ont	8	8	7	6	5	2	3092912	3092912	3088285	3081207	3057023	2944467	8	2786021	3092912	2785439	37.92	38.03	2786021	2786021	2786021	2786021	2519308.9	2797404.9	1	1	1	1	0	0	0	2	0	0	4	2 + 6 part	269438	100.000	1.014	0.00	1.31	12.57	2785094	2823476	2785094	2785094	2785094	2785094	2507931.8	2784771.9	1	1	1	1
e4_R941.110.fq.seed3.ngs	9	9	8	6	5	2	3096642	3096642	3094836	3078415	3062287	2944829	9	2786361	3096642	2785439	37.73	38.03	2786361	2786361	158468	2786361	2516909.5	2798111.1	1	1	2	1	0	0	0	2	0	0	5	2 + 7 part	265249	100.000	1.017	0.00	1.24	0.92	2785430	2831388	2785430	2785430	2699	2785430	2505520.0	2785449.0	1	1	2	1
e4_R941.110.fq.seed3.ont	9	9	8	6	5	2	3096274	3096274	3094468	3078049	3061925	2944484	9	2786039	3096274	2785439	37.73	38.03	2786039	2786039	158445	2786039	2516626.3	2797463.7	1	1	2	1	0	0	0	2	0	0	5	2 + 7 part	265203	100.000	1.016	0.00	1.20	11.66	2785109	2831066	2785109	2785109	2699	2785109	2505240.2	2784807.1	1	1	2	1
e4_R941.110.fq.seed4.ngs	7	7	7	5	4	2	3058085	3058085	3058085	3041101	3026938	2944836	7	2786374	3058085	2785439	37.77	38.03	2786374	2786374	2786374	2786374	2548240.0	2797668.3	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	236166	100.000	1.013	0.00	1.17	0.85	2785450	2821921	2785450	2785450	2785450	2785450	2537140.1	2785481.9	1	1	1	1
e4_R941.110.fq.seed4.ont	8	8	8	5	4	2	3064699	3064699	3064699	3040706	3026552	2944463	8	2786023	3064699	2785439	37.81	38.03	2786023	2786023	2786023	2786023	2542115.7	2796980.8	1	1	1	1	0	0	0	2	0	0	5	2 + 6 part	243130	100.000	1.013	0.00	1.17	12.58	2785100	2821571	2785100	2785100	2785100	2785100	2531028.4	2784782.0	1	1	1	1
e4_R941.110.fq.seed5.ngs	8	8	7	5	4	2	3061921	3061921	3058056	3041067	3026907	2944821	8	2786361	3061921	2785439	37.77	38.03	2786361	2786361	2786361	2786361	2545028.1	2797646.9	1	1	1	1	0	0	0	2	0	0	4	2 + 6 part	240023	100.000	1.013	0.00	1.17	0.99	2785430	2821893	2785430	2785430	2785430	2785430	2533925.7	2785442.5	1	1	1	1
e4_R941.110.fq.seed5.ont	9	9	8	6	4	2	3086217	3086217	3082353	3065368	3026536	2944466	9	2786029	3086217	2785439	37.75	38.03	2786029	2786029	2786029	2786029	2524587.5	2797198.2	1	1	1	1	0	0	0	2	0	0	4	3 + 6 part	264651	100.000	1.013	0.00	1.24	11.84	2785099	2821561	2785099	2785099	2785099	2785099	2513380.1	2784780.6	1	1	1	1
e4_R941.120.fq.seed1.ngs	7	7	6	6	4	2	3076831	3076831	3072367	3072367	3026943	2944833	7	2786373	3076831	2785439	37.75	38.03	2786373	2786373	2786373	2786373	2532943.7	2797921.5	1	1	1	1	0	0	0	0	0	0	5	1 + 5 part	248446	99.935	1.014	0.00	1.13	0.92	2781731	2823745	2781731	2781731	2781731	2781731	2514957.0	2778053.2	1	1	1	1
e4_R941.120.fq.seed1.ont	7	7	6	6	4	2	3076442	3076442	3071978	3071978	3026565	2944468	7	2786032	3076442	2785439	37.76	38.03	2786032	2786032	2786032	2786032	2532643.3	2797236.0	1	1	1	1	0	0	0	0	0	0	5	1 + 5 part	248399	99.935	1.014	0.00	1.20	12.25	2781391	2823404	2781391	2781391	2781391	2781391	2514660.2	2777374.1	1	1	1	1
e4_R941.120.fq.seed2.ngs	7	7	7	4	4	2	3050969	3050969	3050969	3026938	3026938	2944833	7	2786364	3050969	2785439	37.78	38.03	2786364	2786364	2786364	2786364	2554116.5	2797595.0	1	1	1	1	0	0	0	0	0	0	3	1 + 5 part	230028	99.734	1.012	0.00	1.14	0.68	2776143	2810722	2776143	2776143	2776143	2776143	2526091.4	2766898.3	1	1	1	1
e4_R941.120.fq.seed2.ont	8	8	8	5	5	2	3081049	3081049	3081049	3057026	3057026	2944465	8	2786021	3081049	2785439	37.93	38.03	2786021	2786021	2786021	2786021	2528858.8	2797238.8	1	1	1	1	0	0	0	0	0	0	3	2 + 5 part	260451	99.783	1.011	0.00	1.17	12.35	2775801	2810380	2775801	2775801	2775801	2775801	2500813.1	2766216.6	1	1	1	1
e4_R941.120.fq.seed3.ngs	9	9	8	8	4	2	3092183	3092183	3090867	3090867	3026809	2944709	9	2786368	3092183	2785439	37.73	38.03	2786368	2786368	2786368	2786368	2520351.3	2797902.8	1	1	1	1	0	0	0	0	0	0	6	2 + 6 part	263219	99.784	1.014	0.03	1.28	0.75	2776148	2818748	2776148	2776148	2345	2776148	2492435.6	2766912.9	1	1	4	1
e4_R941.120.fq.seed3.ont	11	11	9	9	5	2	3130866	3130866	3126250	3126250	3061205	2944500	11	2786050	3130866	2785439	37.91	38.03	2786050	2786050	158450	2786050	2489051.3	2797722.8	1	1	2	1	0	0	0	0	0	0	6	4 + 6 part	302089	99.784	1.014	0.00	1.28	11.74	2775830	2818561	2775830	2775830	719	2775830	2461077.1	2766279.4	1	1	29	1
e4_R941.120.fq.seed4.ngs	7	7	6	6	4	2	3069747	3069747	3065283	3065283	3026933	2944828	7	2786368	3069747	2785439	37.76	38.03	2786368	2786368	2786368	2786368	2538698.1	2797821.4	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	244031	100.000	1.014	0.00	1.17	0.96	2785435	2825711	2785435	2785435	2785435	2785435	2527477.2	2785455.2	1	1	1	1
e4_R941.120.fq.seed4.ont	9	9	8	7	5	2	3124263	3124263	3119800	3112787	3074447	2944456	9	2786020	3124263	2785439	38.02	38.03	2786020	2786020	158436	2786020	2494526.3	2797963.3	1	1	2	1	0	0	0	2	0	0	5	3 + 6 part	298894	100.000	1.014	0.00	1.17	12.42	2785088	2825364	2785088	2785088	1366	2785088	2482755.9	2784761.2	1	1	16	1
e4_R941.120.fq.seed5.ngs	8	8	7	6	4	2	3077085	3077085	3073220	3064294	3026926	2944831	8	2786368	3077085	2785439	37.75	38.03	2786368	2786368	2786368	2786368	2532644.2	2797821.6	1	1	1	1	0	0	0	2	0	0	5	2 + 6 part	251379	100.000	1.014	0.00	1.24	0.81	2785432	2825701	2785432	2785432	2785432	2785432	2521444.4	2785449.2	1	1	1	1
e4_R941.120.fq.seed5.ont	10	10	8	7	4	2	3104410	3104410	3097505	3088581	3026548	2944470	10	2786031	3104410	2785439	37.74	38.03	2786031	2786031	158439	2786031	2509943.0	2797365.9	1	1	2	1	0	0	0	2	0	0	5	4 + 6 part	279042	100.000	1.014	0.00	1.24	12.28	2785096	2825363	2785096	2785096	1902	2785096	2498647.7	2784777.2	1	1	5	1
e4_R941.20.fq.seed1.ngs	7	7	7	6	4	2	3065492	3065492	3065492	3057679	3026953	2944834	7	2786365	3065492	2785439	37.76	38.03	2786365	2786365	2786365	2786365	2542129.9	2797720.2	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	241677	100.000	1.014	0.00	1.31	1.63	2785441	2823817	2785441	2785441	2785441	2785441	2530995.1	2785465.9	1	1	1	1
e4_R941.20.fq.seed1.ont	7	7	7	6	4	2	3064935	3064935	3064935	3057124	3026409	2944302	7	2785848	3064935	2785439	37.76	38.03	2785848	2785848	2785848	2785848	2541649.9	2796683.7	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	241638	100.000	1.014	0.00	2.51	24.01	2784924	2823299	2784924	2784924	2784924	2784924	2530515.5	2784432.0	1	1	1	1
e4_R941.20.fq.seed2.ngs	7	7	6	6	4	2	3068378	3068378	3063914	3063914	3026924	2944821	7	2786348	3068378	2785439	37.76	38.03	2786348	2786348	2786348	2786348	2539766.3	2797750.4	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	243082	100.000	1.014	0.00	1.31	1.81	2785417	2825291	2785417	2785417	2785417	2785417	2528571.7	2785418.7	1	1	1	1
e4_R941.20.fq.seed2.ont	7	7	6	6	4	2	3067778	3067778	3063315	3063315	3026327	2944244	7	2785796	3067778	2785439	37.76	38.03	2785796	2785796	2785796	2785796	2539257.2	2796642.7	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	243034	100.000	1.014	0.00	2.05	25.84	2784866	2824739	2784866	2784866	2784866	2784866	2528065.8	2784316.8	1	1	1	1
e4_R941.20.fq.seed3.ngs	8	8	7	6	4	2	3077514	3077514	3073154	3065089	3032779	2950687	8	2803469	3077514	2785439	37.77	38.03	2803469	2803469	2803469	2803469	2562173.1	2830837.0	1	1	1	1	0	0	0	2	0	0	5	1 + 7 part	237350	100.000	1.020	0.00	17.22	19.86	2802157	2840166	2802157	2802157	2802157	2802157	2551457.5	2818997.8	1	1	1	1
e4_R941.20.fq.seed3.ont	8	8	7	6	4	2	3076943	3076943	3072587	3064524	3032220	2950149	8	2802949	3076943	2785439	37.77	38.03	2802949	2802949	2802949	2802949	2561698.7	2829787.7	1	1	1	1	0	0	0	2	0	0	5	1 + 7 part	237298	100.000	1.019	0.00	18.77	42.72	2801638	2839647	2801638	2801638	2801638	2801638	2550985.8	2817953.6	1	1	1	1
e4_R941.20.fq.seed4.ngs	8	8	8	5	4	2	3063723	3063723	3063723	3041092	3026930	2944834	8	2786363	3063723	2785439	37.76	38.03	2786363	2786363	2786363	2786363	2543541.7	2797658.6	1	1	1	1	0	0	0	2	0	0	4	1 + 7 part	239909	100.000	1.014	0.00	1.35	1.38	2785432	2823809	2785432	2785432	2785432	2785432	2532440.1	2785447.9	1	1	1	1
e4_R941.20.fq.seed4.ont	8	8	8	5	4	2	3063375	3063375	3063375	3040478	3026322	2944241	8	2785789	3063375	2785439	37.76	38.03	2785789	2785789	2785789	2785789	2542785.1	2796508.7	1	1	1	1	0	0	0	2	0	0	4	1 + 7 part	240133	100.000	1.014	0.00	1.95	25.82	2784859	2823237	2784859	2784859	2784859	2784859	2531685.9	2784302.0	1	1	1	1
e4_R941.20.fq.seed5.ngs	7	7	6	4	4	2	3046491	3046491	3042054	3026906	3026906	2944797	7	2786334	3046491	2785439	37.78	38.03	2786334	2786334	2786334	2786334	2557795.8	2797513.1	1	1	1	1	0	0	0	0	0	0	5	1 + 5 part	225584	99.734	1.012	0.00	1.39	1.64	2776111	2810686	2776111	2776111	2776111	2776111	2529745.0	2766833.2	1	1	1	1
e4_R941.20.fq.seed5.ont	7	7	6	4	4	2	3045924	3045924	3041489	3026349	3026349	2944262	7	2785815	3045924	2785439	37.79	38.03	2785815	2785815	2785815	2785815	2557320.2	2796472.3	1	1	1	1	0	0	0	0	0	0	5	1 + 5 part	225538	99.783	1.011	0.00	2.21	26.55	2775594	2810167	2775594	2775594	2775594	2775594	2529273.5	2765802.8	1	1	1	1
e4_R941.30.fq.seed1.ngs	8	8	6	5	4	2	3056693	3056693	3050112	3043032	3026908	2944664	8	2786195	3056693	2785439	37.77	38.03	2786195	2786195	2786195	2786195	2549075.5	2797311.7	1	1	1	1	0	0	0	2	0	0	4	1 + 7 part	234186	100.000	1.013	0.00	1.24	1.31	2785255	2822502	2785255	2785255	2785255	2785255	2537940.8	2785092.7	1	1	1	1
e4_R941.30.fq.seed1.ont	8	8	6	5	4	2	3056407	3056407	3049828	3042751	3026628	2944399	8	2785947	3056407	2785439	37.78	38.03	2785947	2785947	2785947	2785947	2548859.7	2796813.2	1	1	1	1	0	0	0	2	0	0	4	1 + 7 part	234150	100.000	1.013	0.00	1.49	16.87	2785007	2822252	2785007	2785007	2785007	2785007	2537726.3	2784596.8	1	1	1	1
e4_R941.30.fq.seed2.ngs	7	7	7	6	4	2	3066146	3066146	3066146	3057251	3026944	2944829	7	2786356	3066146	2785439	37.76	38.03	2786356	2786356	2786356	2786356	2541573.0	2797704.1	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	242339	100.000	1.014	0.00	1.31	1.06	2785425	2823802	2785425	2785425	2785425	2785425	2530425.6	2785433.2	1	1	1	1
e4_R941.30.fq.seed2.ont	7	7	7	6	4	2	3065651	3065651	3065651	3056757	3026457	2944356	7	2785902	3065651	2785439	37.76	38.03	2785902	2785902	2785902	2785902	2541155.8	2796793.2	1	1	1	1	0	0	0	2	0	0	5	1 + 6 part	242297	100.000	1.014	0.00	1.45	17.92	2784972	2823349	2784972	2784972	2784972	2784972	2530011.1	2784527.3	1	1	1	1
e4_R941.30.fq.seed3.ngs	7	7	7	5	4	2	3065012	3065012	3065012	3048158	3026923	2944818	7	2786348	3065012	2785439	37.76	38.03	2786348	2786348	2786348	2786348	2542515.4	2797706.3	1	1	1	1	0	0	0	2	0	0	4	1 + 6 part	241220	100.000	1.014	0.00	1.24	1.13	2785424	2823794	2785424	2785424	2785424	2785424	2531360.6	2785431.9	1	1	1	1
e4_R941.30.fq.seed3.ont	7	7	7	5	4	2	3064704	3064704	3064704	3047742	3026508	2944420	7	2785966	3064704	2785439	37.76	38.03	2785966	2785966	2785966	2785966	2542074.8	2796940.4	1	1	1	1	0	0	0	2	0	0	4	1 + 6 part	241293	100.000	1.014	0.00	1.52	16.54	2785043	2823413	2785043	2785043	2785043	2785043	2530922.5	2784669.9	1	1	1	1
e4_R941.30.fq.seed4.ngs	7	7	6	5	4	2	3060696	3060696	3056232	3048167	3026932	2944828	7	2786360	3060696	2785439	37.77	38.03	2786360	2786360	2786360	2786360	2546103.6	2797709.5	1	1	1	1	0	0	0	0	0	0	4	1 + 5 part	235968	99.935	1.013	0.00	1.35	0.89	2781719	2820089	2781719	2781719	2781719	2781719	2528191.1	2778026.8	1	1	1	1
e4_R941.30.fq.seed4.ont	7	7	6	5	4	2	3060206	3060206	3055744	3047681	3026447	2944358	7	2785914	3060206	2785439	37.77	38.03	2785914	2785914	2785914	2785914	2545696.3	2796814.1	1	1	1	1	0	0	0	0	0	0	4	1 + 5 part	235924	99.935	1.013	0.00	1.35	17.59	2781274	2819644	2781274	2781274	2781274	2781274	2527786.9	2777138.1	1	1	1	1
e4_R941.30.fq.seed5.ngs	8	8	7	5	4	2	3066446	3066446	3062584	3048307	3027070	2944829	8	2786366	3066446	2785439	37.76	38.03	2786366	2786366	2786366	2786366	2541354.7	2797737.4	1	1	1	1	0	0	0	2	0	0	4	2 + 6 part	242637	100.000	1.014	0.10	1.38	1.10	2785442	2823811	2785442	2785442	2785442	2785442	2530208.9	2785467.2	1	1	1	1
e4_R941.30.fq.seed5.ont	8	8	7	5	4	2	3066120	3066120	3062260	3047857	3026623	2944399	8	2785952	3066120	2785439	37.77	38.03	2785952	2785952	2785952	2785952	2540870.9	2796907.4	1	1	1	1	0	0	0	2	0	0	4	2 + 6 part	242726	100.000	1.014	0.00	1.42	16.72	2785029	2823396	2785029	2785029	2785029	2785029	2529727.6	2784641.3	1	1	1	1
e4_R941.40.fq.seed1.ngs	9	9	6	5	4	2	3056287	3056287	3043425	3035360	3021200	2944845	9	2786373	3056287	2785439	37.77	38.03	2786373	2786373	2786373	2786373	2549572.9	2797485.9	1	1	1	1	0	0	0	0	0	0	4	3 + 5 part	233734	99.924	1.012	0.00	1.17	1.03	2781731	2817913	2781731	2781731	2781731	2781731	2531858.6	2778049.1	1	1	1	1
e4_R941.40.fq.seed1.ont	9	9	6	5	4	2	3055864	3055864	3043005	3034943	3020789	2944446	9	2785991	3055864	2785439	37.78	38.03	2785991	2785991	2785991	2785991	2549227.1	2796719.4	1	1	1	1	0	0	0	0	0	0	4	3 + 5 part	233695	99.924	1.012	0.00	1.21	14.84	2781349	2817529	2781349	2781349	2781349	2781349	2531513.6	2777286.2	1	1	1	1
e4_R941.40.fq.seed2.ngs	7	7	7	5	4	2	3063449	3063449	3063449	3046458	3025219	2943098	7	2786369	3063449	2785439	37.77	38.03	2786369	2786369	2786369	2786369	2543673.1	2797552.8	1	1	1	1	0	0	0	0	0	0	4	1 + 5 part	238710	99.784	1.013	0.00	1.31	0.68	2776145	2814517	2776145	2776145	2776145	2776145	2515806.4	2766904.9	1	1	1	1
e4_R941.40.fq.seed2.ont	7	7	7	5	4	2	3063001	3063001	3063001	3046013	3024783	2942675	7	2785965	3063001	2785439	37.77	38.03	2785965	2785965	2785965	2785965	2543307.7	2796741.9	1	1	1	1	0	0	0	0	0	0	4	1 + 5 part	238666	99.784	1.012	0.00	1.39	15.56	2775741	2814113	2775741	2775741	2775741	2775741	2515442.1	2766099.6	1	1	1	1
e4_R941.40.fq.seed3.ngs	8	8	7	6	4	2	3078596	3078596	3074132	3067505	3026948	2944838	8	2786370	3078596	2785439	37.75	38.03	2786370	2786370	2786370	2786370	2531432.4	2797856.1	1	1	1	1	0	0	0	0	0	0	5	1 + 6 part	251511	99.666	1.015	0.00	1.42	1.21	2776151	2816868	2776151	2776151	2776151	2776151	2503440.5	2766918.2	1	1	1	1
