Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
sau_R941.110.fq.seed1.ont	13	13	11	10	6	2	3155854	3155854	3150451	3142868	3078482	2933788	13	2847104	3155854	2847214	33.40	32.83	2847104	2847104	2847104	2847104	2573009.0	2851925.0	1	1	1	1	0	0	0	0	0	0	0	11 + 1 part	306804	99.802	1.001	0.00	0.56	4.08	2841478	2843424	2841478	2841478	2841478	2841478	2558420.3	2835754.9	1	1	1	1
sau_R941.110.fq.seed2.ngs	3	3	3	3	2	1	2893285	2893285	2893285	2893285	2873797	2847224	3	2847224	2893285	2847214	32.80	32.83	2847224	2847224	2847224	2847224	2802271.6	2847615.4	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	44114	100.000	1.001	0.00	0.00	0.70	2847223	2849170	2847223	2847223	2847223	2847223	2801895.6	2847233.3	1	1	1	1
sau_R941.110.fq.seed2.ont	24	23	21	14	7	2	3250786	3250163	3242837	3188965	3064785	2919893	24	2847092	3250786	2847214	33.96	32.83	2847092	2847092	36157	2847092	2497337.1	2851316.6	1	1	3	1	0	0	0	0	0	0	0	22 + 1 part	401747	100.000	1.001	0.00	0.39	4.46	2847091	2849038	2847091	2847091	-	2847091	2493529.6	2846969.3	1	1	-	1
sau_R941.110.fq.seed3.ngs	2	2	2	2	2	1	2873743	2873743	2873743	2873743	2873743	2847218	2	2847218	2873743	2847214	32.80	32.83	2847218	2847218	2847218	2847218	2821182.7	2847469.1	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24579	99.802	1.001	0.00	0.00	0.53	2841590	2843536	2841590	2841590	2841590	2841590	2809798.1	2835978.4	1	1	1	1
sau_R941.110.fq.seed3.ont	16	15	12	10	5	3	3178337	3177676	3166598	3150512	3065615	3009902	16	2847101	3178337	2847214	33.79	32.83	2847101	2847101	89416	2847101	2555619.5	2852830.8	1	1	2	1	0	0	0	0	0	0	0	14 + 1 part	329290	99.802	1.001	0.00	0.70	4.15	2841473	2843419	2841473	2841473	-	2841473	2540313.6	2835744.9	1	1	-	1
sau_R941.110.fq.seed4.ngs	4	4	4	4	3	1	2919502	2919502	2919502	2919502	2899840	2847221	4	2847221	2919502	2847214	32.76	32.83	2847221	2847221	2847221	2847221	2777336.2	2847850.1	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	70335	100.000	1.001	0.00	0.00	0.60	2847220	2849166	2847220	2847220	2847220	2847220	2776728.9	2847227.3	1	1	1	1
sau_R941.110.fq.seed4.ont	15	15	15	13	7	2	3170228	3170228	3170228	3156955	3071730	2909491	15	2847105	3170228	2847214	33.41	32.83	2847105	2847105	62386	2847105	2560305.9	2850770.4	1	1	2	1	0	0	0	0	0	0	0	13 + 1 part	321177	100.000	1.001	0.00	0.53	4.11	2847104	2849050	2847104	2847104	-	2847104	2556915.5	2846995.3	1	1	-	1
sau_R941.110.fq.seed5.ngs	2	2	2	2	2	1	2873791	2873791	2873791	2873791	2873791	2847218	2	2847218	2873791	2847214	32.80	32.83	2847218	2847218	2847218	2847218	2821136.4	2847470.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24627	100.000	1.001	0.00	0.00	0.56	2847217	2849163	2847217	2847217	2847217	2847217	2820890.0	2847221.3	1	1	1	1
sau_R941.110.fq.seed5.ont	22	21	18	11	8	4	3300680	3300337	3292732	3237898	3184265	3056550	21	2847091	3300337	2847214	33.80	32.83	2847091	2847091	65081	2847091	2462514.8	2854414.5	1	1	3	1	0	0	0	0	0	0	0	19 + 1 part	451300	100.000	1.001	0.00	0.28	4.56	2847090	2849036	2847090	2847090	-	2847090	2456090.2	2846967.3	1	1	-	1
sau_R941.120.fq.seed1.ngs	2	2	2	2	2	1	2873794	2873794	2873794	2873794	2873794	2847220	2	2847220	2873794	2847214	32.80	32.83	2847220	2847220	2847220	2847220	2821137.5	2847474.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24627	100.000	1.001	0.00	0.00	0.53	2847219	2849166	2847219	2847219	2847219	2847219	2820891.1	2847225.3	1	1	1	1
sau_R941.120.fq.seed1.ont	16	16	14	14	8	2	3207169	3207169	3200954	3200954	3114290	2901111	16	2847095	3207169	2847214	33.43	32.83	2847095	2847095	54016	2847095	2531157.9	2851156.0	1	1	2	1	0	0	0	0	0	0	0	14 + 1 part	358127	100.000	1.001	0.00	0.63	4.28	2847094	2849041	2847094	2847094	-	2847094	2527446.5	2846975.3	1	1	-	1
sau_R941.120.fq.seed2.ngs	3	3	3	3	2	1	2892687	2892687	2892687	2892687	2873798	2847225	3	2847225	2892687	2847214	32.80	32.83	2847225	2847225	2847225	2847225	2802844.9	2847609.3	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	43515	100.000	1.001	0.00	0.00	0.74	2847224	2849171	2847224	2847224	2847224	2847224	2802476.8	2847235.3	1	1	1	1
sau_R941.120.fq.seed2.ont	20	20	18	12	6	2	3196353	3196353	3189027	3144057	3039614	2909491	20	2847097	3196353	2847214	33.66	32.83	2847097	2847097	62394	2847097	2539287.7	2850667.4	1	1	2	1	0	0	0	0	0	0	0	18 + 1 part	347309	100.000	1.001	0.00	0.46	4.32	2847096	2849043	2847096	2847096	-	2847096	2536002.6	2846979.3	1	1	-	1
sau_R941.120.fq.seed3.ngs	2	2	2	2	2	1	2873793	2873793	2873793	2873793	2873793	2847221	2	2847221	2873793	2847214	32.80	32.83	2847221	2847221	2847221	2847221	2821140.4	2847476.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.00	0.67	2847220	2849166	2847220	2847220	2847220	2847220	2820894.0	2847227.3	1	1	1	1
sau_R941.120.fq.seed3.ont	17	16	15	10	7	3	3184559	3183898	3181268	3145297	3092849	2961345	17	2847108	3184559	2847214	33.76	32.83	2847108	2847108	62338	2847108	2549240.7	2851281.0	1	1	2	1	0	0	0	0	0	0	0	15 + 1 part	335505	100.000	1.001	0.00	0.63	4.07	2847107	2849053	2847107	2847107	-	2847107	2545414.3	2847001.3	1	1	-	1
sau_R941.120.fq.seed4.ngs	3	3	3	2	2	1	2880934	2880934	2880934	2873795	2873795	2847223	3	2847223	2880934	2847214	32.83	32.83	2847223	2847223	2847223	2847223	2814169.2	2847497.9	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	31765	99.989	1.001	0.00	0.00	0.63	2846911	2848857	2846911	2846911	2846911	2846911	2813291.1	2846609.4	1	1	1	1
sau_R941.120.fq.seed4.ont	15	15	15	13	6	3	3259080	3259080	3259080	3246788	3142376	3037712	15	2847101	3259080	2847214	33.56	32.83	2847101	2847101	128255	2847101	2495139.4	2856075.8	1	1	2	1	0	0	0	0	0	0	0	13 + 1 part	410033	99.989	1.001	0.00	0.53	4.28	2846789	2848735	2846789	2846789	-	2846789	2486656.2	2846365.4	1	1	-	1
sau_R941.120.fq.seed5.ngs	3	2	2	2	2	1	2874334	2873789	2873789	2873789	2873789	2847216	3	2847216	2874334	2847214	32.80	32.83	2847216	2847216	2847216	2847216	2820599.6	2847466.1	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	25171	99.802	1.001	0.00	0.00	0.35	2841587	2843534	2841587	2841587	2841587	2841587	2809214.4	2835972.5	1	1	1	1
sau_R941.120.fq.seed5.ont	22	21	20	12	8	4	3280889	3280344	3277742	3218204	3153176	3030186	22	2847095	3280889	2847214	33.92	32.83	2847095	2847095	65259	2847095	2475774.5	2852873.5	1	1	3	1	0	0	0	0	0	0	0	20 + 1 part	431847	99.802	1.001	0.00	0.35	4.36	2841466	2843413	2841466	2841466	-	2841466	2460897.9	2835730.9	1	1	-	1
sau_R941.20.fq.seed1.ngs	2	2	2	2	2	1	2873795	2873795	2873795	2873795	2873795	2847222	2	2847222	2873795	2847214	32.80	32.83	2847222	2847222	2847222	2847222	2821140.4	2847478.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.07	0.74	2847221	2849168	2847221	2847221	2847221	2847221	2820894.0	2847229.3	1	1	1	1
sau_R941.20.fq.seed1.ont	2	2	2	2	2	1	2873625	2873625	2873625	2873625	2873625	2847054	2	2847054	2873625	2847214	32.79	32.83	2847054	2847054	2847054	2847054	2820974.4	2847142.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24624	100.000	1.001	0.00	1.93	9.30	2847052	2848999	2847052	2847052	2847052	2847052	2820726.0	2846891.3	1	1	1	1
sau_R941.20.fq.seed2.ngs	2	2	2	2	2	1	2873780	2873780	2873780	2873780	2873780	2847221	2	2847221	2873780	2847214	32.80	32.83	2847221	2847221	2847221	2847221	2821152.9	2847475.7	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	25822	100.000	1.000	0.00	0.11	0.81	2847220	2847957	2847220	2847220	2847220	2847220	2820905.7	2847226.2	1	1	1	1
sau_R941.20.fq.seed2.ont	2	2	2	2	2	1	2873568	2873568	2873568	2873568	2873568	2847009	2	2847009	2873568	2847214	32.79	32.83	2847009	2847009	2847009	2847009	2820940.9	2847051.8	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	25822	100.000	1.000	0.00	3.09	11.06	2847008	2847745	2847008	2847008	2847008	2847008	2820693.7	2846802.2	1	1	1	1
sau_R941.20.fq.seed3.ngs	2	2	2	2	2	1	2868643	2868643	2868643	2868643	2868643	2842069	2	2842069	2868643	2847214	32.77	32.83	2842069	2842069	2842069	2842069	2815987.3	2837181.3	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24627	99.819	1.001	0.00	0.00	0.67	2842068	2844015	2842068	2842068	2842068	2842068	2815740.5	2836932.6	1	1	1	1
sau_R941.20.fq.seed3.ont	2	2	2	2	2	1	2868458	2868458	2868458	2868458	2868458	2841889	2	2841889	2868458	2847214	32.77	32.83	2841889	2841889	2841889	2841889	2815812.2	2836821.9	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24623	99.819	1.001	0.00	2.18	9.46	2841888	2843834	2841888	2841888	2841888	2841888	2815565.4	2836573.3	1	1	1	1
sau_R941.20.fq.seed4.ngs	2	2	2	2	2	1	2874391	2874391	2874391	2874391	2874391	2847819	2	2847819	2874391	2847214	32.80	32.83	2847819	2847819	2847819	2847819	2821738.3	2848672.1	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.11	0.67	2847817	2849763	2847817	2847817	2847817	2847817	2821490.0	2848421.5	1	1	1	1
sau_R941.20.fq.seed4.ont	2	2	2	2	2	1	2874399	2874399	2874399	2874399	2874399	2847829	2	2847829	2874399	2847214	32.79	32.83	2847829	2847829	2847829	2847829	2821750.2	2848692.1	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	24624	100.000	1.001	0.00	2.11	10.35	2847828	2849774	2847828	2847828	2847828	2847828	2821503.9	2848443.5	1	1	1	1
sau_R941.20.fq.seed5.ngs	2	2	2	2	2	1	2873794	2873794	2873794	2873794	2873794	2847221	2	2847221	2873794	2847214	32.80	32.83	2847221	2847221	2847221	2847221	2821139.4	2847476.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.14	0.63	2847220	2849167	2847220	2847220	2847220	2847220	2820893.0	2847227.3	1	1	1	1
sau_R941.20.fq.seed5.ont	2	2	2	2	2	1	2873602	2873602	2873602	2873602	2873602	2847034	2	2847034	2873602	2847214	32.79	32.83	2847034	2847034	2847034	2847034	2820957.3	2847101.9	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24621	100.000	1.001	0.00	2.00	10.11	2847033	2848980	2847033	2847033	2847033	2847033	2820711.0	2846853.3	1	1	1	1
sau_R941.30.fq.seed1.ngs	2	2	2	2	2	1	2873794	2873794	2873794	2873794	2873794	2847222	2	2847222	2873794	2847214	32.80	32.83	2847222	2847222	2847222	2847222	2821141.4	2847478.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	99.802	1.001	0.00	0.07	0.56	2841596	2843542	2841596	2841596	2841596	2841596	2809760.1	2835990.4	1	1	1	1
sau_R941.30.fq.seed1.ont	4	4	4	4	3	1	2932052	2932052	2932052	2932052	2910480	2847078	4	2847078	2932052	2847214	32.82	32.83	2847078	2847078	2847078	2847078	2765428.8	2847829.9	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	83028	99.802	1.001	0.00	1.23	5.59	2841452	2843398	2841452	2841452	2841452	2841452	2753652.8	2835703.0	1	1	1	1
sau_R941.30.fq.seed2.ngs	2	2	2	2	2	1	2873792	2873792	2873792	2873792	2873792	2847219	2	2847219	2873792	2847214	32.80	32.83	2847219	2847219	2847219	2847219	2821137.4	2847472.0	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	24626	100.000	1.001	0.00	0.00	0.46	2847218	2849165	2847218	2847218	2847218	2847218	2820890.4	2847222.7	1	1	1	1
sau_R941.30.fq.seed2.ont	2	2	2	2	2	1	2873641	2873641	2873641	2873641	2873641	2847070	2	2847070	2873641	2847214	32.80	32.83	2847070	2847070	2847070	2847070	2820990.4	2847174.0	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	24624	100.000	1.001	0.00	1.09	6.04	2847069	2849016	2847069	2847069	2847069	2847069	2820743.4	2846924.7	1	1	1	1
sau_R941.30.fq.seed3.ngs	2	2	2	2	2	1	2873790	2873790	2873790	2873790	2873790	2847217	2	2847217	2873790	2847214	32.80	32.83	2847217	2847217	2847217	2847217	2821135.4	2847468.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.00	0.74	2847216	2849163	2847216	2847216	2847216	2847216	2820889.0	2847219.3	1	1	1	1
sau_R941.30.fq.seed3.ont	2	2	2	2	2	1	2873644	2873644	2873644	2873644	2873644	2847073	2	2847073	2873644	2847214	32.79	32.83	2847073	2847073	2847073	2847073	2820993.4	2847180.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24624	100.000	1.001	0.00	1.51	6.39	2847072	2849019	2847072	2847072	2847072	2847072	2820747.0	2846931.3	1	1	1	1
sau_R941.30.fq.seed4.ngs	2	2	2	2	2	1	2873791	2873791	2873791	2873791	2873791	2847219	2	2847219	2873791	2847214	32.80	32.83	2847219	2847219	2847219	2847219	2821138.4	2847472.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	99.802	1.001	0.00	0.04	0.39	2841593	2843539	2841593	2841593	2841593	2841593	2809757.1	2835984.4	1	1	1	1
sau_R941.30.fq.seed4.ont	2	2	2	2	2	1	2873648	2873648	2873648	2873648	2873648	2847080	2	2847080	2873648	2847214	32.80	32.83	2847080	2847080	2847080	2847080	2821003.3	2847193.9	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24622	99.802	1.001	0.00	1.02	5.91	2841454	2843400	2841454	2841454	2841454	2841454	2809622.0	2835707.0	1	1	1	1
sau_R941.30.fq.seed5.ngs	2	2	2	2	2	1	2873795	2873795	2873795	2873795	2873795	2847221	2	2847221	2873795	2847214	32.80	32.83	2847221	2847221	2847221	2847221	2821138.5	2847476.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24627	99.989	1.001	0.00	0.04	0.67	2846909	2848856	2846909	2846909	2846909	2846909	2820275.9	2846605.4	1	1	1	1
sau_R941.30.fq.seed5.ont	3	3	3	3	2	1	2883793	2883793	2883793	2883793	2873632	2847061	3	2847061	2883793	2847214	32.81	32.83	2847061	2847061	2847061	2847061	2811077.5	2847192.2	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	34785	99.989	1.001	0.00	1.30	6.63	2846749	2848696	2846749	2846749	2846749	2846749	2810182.2	2846285.4	1	1	1	1
sau_R941.40.fq.seed1.ngs	2	2	2	2	2	1	2873788	2873788	2873788	2873788	2873788	2847216	2	2847216	2873788	2847214	32.80	32.83	2847216	2847216	2847216	2847216	2821135.4	2847466.0	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	24626	100.000	1.001	0.00	0.00	0.53	2847215	2849161	2847215	2847215	2847215	2847215	2820889.0	2847217.3	1	1	1	1
sau_R941.40.fq.seed1.ont	7	7	7	6	4	1	2987440	2987440	2987440	2978964	2947365	2847100	7	2847100	2987440	2847214	32.90	32.83	2847100	2847100	2847100	2847100	2714701.9	2848401.6	1	1	1	1	0	0	0	0	0	0	0	5 + 1 part	138394	100.000	1.001	0.00	0.95	4.60	2847099	2849045	2847099	2847099	2847099	2847099	2713352.1	2846985.3	1	1	1	1
sau_R941.40.fq.seed2.ngs	2	2	2	2	2	1	2872987	2872987	2872987	2872987	2872987	2847216	2	2847216	2872987	2847214	32.80	32.83	2847216	2847216	2847216	2847216	2821907.3	2847451.3	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	23824	100.000	1.001	0.00	0.04	0.32	2847215	2849162	2847215	2847215	2847215	2847215	2821675.5	2847217.3	1	1	1	1
sau_R941.40.fq.seed2.ont	5	5	4	3	2	1	2901841	2901841	2898077	2891013	2872872	2847103	5	2847103	2901841	2847214	32.81	32.83	2847103	2847103	2847103	2847103	2793761.9	2847363.3	1	1	1	1	0	0	0	0	0	0	0	3 + 1 part	52791	100.000	1.001	0.00	0.88	4.88	2847102	2849049	2847102	2847102	2847102	2847102	2793396.9	2846991.3	1	1	1	1
sau_R941.40.fq.seed3.ngs	2	2	2	2	2	1	2873792	2873792	2873792	2873792	2873792	2847219	2	2847219	2873792	2847214	32.80	32.83	2847219	2847219	2847219	2847219	2821137.4	2847472.0	1	1	1	1	0	0	0	0	0	0	1	0 + 1 part	24626	100.000	1.001	0.00	0.00	0.60	2847218	2849165	2847218	2847218	2847218	2847218	2820890.4	2847222.7	1	1	1	1
