Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ecoli_R941.120.fq.seed1.ngs	22	21	11	11	6	3	5436199	5435654	5400964	5400964	5333606	5224767	22	4847539	5436199	4868913	50.39	50.55	4847539	4847539	311044	4847539	4342176.9	4848092.0	1	1	2	1	1	1	4847539	0	0	0	1	15 + 6 part	573507	99.560	1.003	0.00	1.21	0.60	4847539	4862692	4847539	4847539	-	4847539	4322624.5	4826261.5	1	1	-	1
ecoli_R941.120.fq.seed1.ont	71	70	51	40	20	7	6475752	6475207	6414539	6336764	6038227	5543689	71	4847201	6475752	4868913	49.00	50.55	4847201	4847201	38445	4847201	3651957.2	4857176.3	1	1	14	1	1	1	4847201	0	0	0	1	63 + 7 part	1612581	99.560	1.003	0.00	1.30	6.72	4847201	4863171	4847201	4847201	-	4847201	3628207.4	4825588.6	1	1	-	1
ecoli_R941.120.fq.seed2.ngs	20	19	11	10	6	4	5404121	5403603	5378687	5373388	5306671	5226631	20	4847568	5404121	4868913	50.35	50.55	4847568	4847568	229084	4847568	4361003.8	4840380.7	1	1	2	1	1	1	4847568	0	0	0	2	14 + 5 part	540256	99.560	1.003	0.02	1.34	0.74	4847567	4863864	4847567	4847567	332	4847567	4348333.3	4826317.4	1	1	21	1
ecoli_R941.120.fq.seed2.ont	60	59	45	35	16	8	6217840	6217322	6173683	6094829	5795459	5527292	60	4847209	6217840	4868913	48.96	50.55	4847209	4847209	46154	4847209	3795378.7	4846884.2	1	1	10	1	1	1	4847209	0	0	0	2	54 + 5 part	1353845	99.560	1.003	0.00	1.36	7.26	4847208	4863994	4847208	4847208	-	4847208	3778714.1	4825602.7	1	1	-	1
ecoli_R941.120.fq.seed3.ngs	26	25	17	14	8	4	5452668	5452038	5427739	5406079	5310274	5156240	26	4847537	5452668	4868913	50.39	50.55	4847537	4847537	158741	4847537	4317718.1	4835387.9	1	1	2	1	1	1	4847537	0	0	0	2	17 + 8 part	588459	99.556	1.003	0.04	1.32	0.51	4847537	4864209	4847537	4847537	-	4847537	4309565.3	4826257.7	1	1	-	1
ecoli_R941.120.fq.seed3.ont	60	59	44	34	19	9	6253182	6252551	6204412	6127128	5877581	5519174	60	4847183	6253182	4868913	49.17	50.55	4847183	4847183	41040	4847183	3770637.7	4842658.7	1	1	12	1	1	1	4847183	0	0	0	2	51 + 8 part	1389206	99.556	1.003	0.00	1.30	7.05	4847183	4863976	4847183	4847183	-	4847183	3757318.6	4825552.9	1	1	-	1
ecoli_R941.120.fq.seed4.ngs	28	26	18	14	10	4	5453503	5451854	5426938	5402579	5351846	5157832	28	4847568	5453503	4868913	50.37	50.55	4847568	4847568	162285	4847568	4317187.8	4835534.5	1	1	2	1	1	1	4847568	0	0	0	3	20 + 7 part	586903	99.560	1.004	0.00	1.54	0.78	4847568	4866600	4847568	4847568	-	4847568	4308960.9	4826319.8	1	1	-	1
ecoli_R941.120.fq.seed4.ont	54	51	42	34	18	7	6079267	6077005	6048105	5994533	5736719	5333298	54	4847200	6079267	4868913	49.38	50.55	4847200	4847200	45186	4847200	3876065.1	4839608.9	1	1	10	1	1	1	4847200	0	0	0	3	46 + 7 part	1212816	99.560	1.004	0.00	1.56	7.15	4847200	4866451	4847200	4847200	-	4847200	3864835.0	4825587.2	1	1	-	1
ecoli_R941.120.fq.seed5.ngs	27	25	15	10	6	3	5469049	5467441	5437612	5406836	5337754	5230404	27	4847569	5469049	4868913	50.35	50.55	4847569	4847569	316673	4847569	4316871.9	4848964.0	1	1	2	1	1	1	4847569	0	0	0	2	21 + 5 part	604936	99.560	1.003	0.00	1.38	0.66	4847569	4864113	4847569	4847569	-	4847569	4296713.9	4826321.4	1	1	-	1
ecoli_R941.120.fq.seed5.ont	62	60	45	32	17	6	6244731	6243123	6197291	6110849	5855953	5463377	62	4847221	6244731	4868913	48.94	50.55	4847221	4847221	41394	4847221	3785692.9	4855423.3	1	1	10	1	1	1	4847221	0	0	0	2	56 + 5 part	1380716	99.560	1.003	0.00	1.40	6.81	4847219	4864013	4847219	4847219	-	4847219	3762459.3	4825624.6	1	1	-	1
ecoli_R941.20.fq.seed1.ngs	18	18	11	11	9	5	5349214	5349214	5330065	5330065	5301227	5163103	18	4847466	5349214	4868913	50.32	50.55	4847466	4847466	4847466	4847466	4398574.0	4832477.7	1	1	1	1	1	1	4847466	0	0	0	2	13 + 4 part	492324	99.556	1.002	0.26	0.93	0.86	4847466	4856876	4847466	4847466	4847466	4847466	4392782.7	4826115.2	1	1	1	1
ecoli_R941.20.fq.seed1.ont	19	19	11	11	9	5	5351043	5351043	5329798	5329798	5300965	5162554	19	4847014	5351043	4868913	50.31	50.55	4847014	4847014	4847014	4847014	4396252.7	4831578.9	1	1	1	1	1	1	4847014	0	0	0	2	14 + 4 part	494619	99.556	1.002	0.00	1.65	12.46	4847014	4856424	4847014	4847014	4847014	4847014	4390462.4	4825215.2	1	1	1	1
ecoli_R941.20.fq.seed2.ngs	12	12	9	8	8	5	5338528	5338528	5327877	5320190	5320190	5204094	12	4847530	5338528	4868913	50.40	50.55	4847530	4847530	4847530	4847530	4409157.3	4834428.1	1	1	1	1	1	1	4847530	0	0	0	2	8 + 3 part	481588	99.556	1.002	0.00	0.89	0.86	4847530	4856940	4847530	4847530	4847530	4847530	4401691.9	4826242.6	1	1	1	1
ecoli_R941.20.fq.seed2.ont	14	14	11	10	9	5	5387408	5387408	5376339	5368652	5352950	5203732	14	4847031	5387408	4868913	50.27	50.55	4847031	4847031	138219	4847031	4368507.5	4833713.8	1	1	2	1	1	1	4847031	0	0	0	2	10 + 3 part	530967	99.556	1.002	0.00	1.56	11.84	4847031	4856441	4847031	4847031	822	4847031	4360857.3	4825249.0	1	1	3	1
ecoli_R941.20.fq.seed3.ngs	16	15	11	11	8	4	5359775	5358859	5346562	5346562	5300708	5146519	16	4847529	5359775	4868913	50.35	50.55	4847529	4847529	4847529	4847529	4392377.2	4835197.0	1	1	1	1	1	1	4847529	0	0	0	2	12 + 3 part	502836	99.560	1.002	0.00	0.89	0.76	4847529	4856939	4847529	4847529	4847529	4847529	4384241.1	4826240.6	1	1	1	1
ecoli_R941.20.fq.seed3.ont	17	16	11	11	8	4	5362868	5361958	5346415	5346415	5300572	5145987	17	4847021	5362868	4868913	50.34	50.55	4847021	4847021	4847021	4847021	4388932.4	4834193.0	1	1	1	1	1	1	4847021	0	0	0	2	13 + 3 part	506438	99.560	1.002	0.00	1.69	11.94	4847021	4856430	4847021	4847021	4847021	4847021	4380794.1	4825229.1	1	1	1	1
ecoli_R941.20.fq.seed4.ngs	14	14	11	10	8	4	5353397	5353397	5344764	5337650	5300745	5161561	14	4847340	5353397	4868913	50.34	50.55	4847340	4847340	4847340	4847340	4397468.9	4835041.6	1	1	1	1	1	1	4847340	0	0	0	2	9 + 4 part	494255	99.556	1.002	0.00	1.17	1.17	4847340	4859142	4847340	4847340	4847340	4847340	4389122.5	4825864.7	1	1	1	1
ecoli_R941.20.fq.seed4.ont	15	15	12	10	8	4	5360125	5360125	5351503	5337330	5300440	5161185	15	4847056	5360125	4868913	50.32	50.55	4847056	4847056	4847056	4847056	4391442.2	4834483.4	1	1	1	1	1	1	4847056	0	0	0	2	10 + 4 part	501200	99.556	1.002	0.00	1.81	12.06	4847053	4858922	4847053	4847053	4847053	4847053	4383094.2	4825293.2	1	1	1	1
ecoli_R941.20.fq.seed5.ngs	17	17	14	14	11	6	5347712	5347712	5338256	5338256	5283799	5098391	17	2723484	5347712	4868913	50.34	50.55	2723484	2723484	182631	1937138	2100670.8	2307246.5	1	1	3	2	1	1	2723484	0	0	0	3	8 + 6 part	491772	99.469	1.003	0.00	1.46	0.93	1937138	4855940	1844754	1844754	182631	878730	1488702.5	1635098.5	2	2	4	3
ecoli_R941.20.fq.seed5.ont	19	18	15	15	11	6	5372352	5371755	5362305	5362305	5283112	5097761	19	2723161	5372352	4868913	50.26	50.55	2723161	2723161	182623	1936935	2090668.7	2306841.0	1	1	3	2	1	1	2723161	0	0	0	3	10 + 6 part	516942	99.469	1.003	0.00	2.24	12.71	1936935	4855410	1844526	1844526	182623	878635	1481540.1	1634729.3	2	2	4	3
ecoli_R941.30.fq.seed1.ngs	18	18	13	11	9	4	5358460	5358460	5343799	5331890	5286639	5101482	18	4847534	5358460	4868913	50.37	50.55	4847534	4847534	4847534	4847534	4391008.5	4832504.4	1	1	1	1	1	1	4847534	0	0	0	3	13 + 4 part	501515	99.560	1.002	0.00	0.89	0.70	4847534	4856945	4847534	4847534	4847534	4847534	4385326.0	4826250.5	1	1	1	1
ecoli_R941.30.fq.seed1.ont	24	24	17	13	10	4	5426280	5426280	5408096	5379492	5321523	5101043	24	4847157	5426280	4868913	50.17	50.55	4847157	4847157	104565	4847157	4335739.6	4832071.8	1	1	2	1	1	1	4847157	0	0	0	3	19 + 4 part	569712	99.560	1.002	0.00	1.28	8.46	4847157	4856568	4847157	4847157	-	4847157	4329842.7	4825499.8	1	1	-	1
ecoli_R941.30.fq.seed2.ngs	18	17	10	10	8	5	5340416	5340034	5320605	5320605	5298923	5192680	17	4847548	5340034	4868913	50.38	50.55	4847548	4847548	4847548	4847548	4407445.2	4833914.1	1	1	1	1	1	1	4847548	0	0	0	2	13 + 3 part	483076	99.556	1.002	0.00	0.89	0.66	4847548	4856958	4847548	4847548	4847548	4847548	4400483.2	4826278.4	1	1	1	1
ecoli_R941.30.fq.seed2.ont	23	22	14	14	9	5	5425063	5424680	5404106	5404106	5336726	5192216	22	4847161	5424680	4868913	50.15	50.55	4847161	4847161	133109	4847161	4338378.0	4833586.6	1	1	2	1	1	1	4847161	0	0	0	2	18 + 3 part	568109	99.556	1.002	0.00	1.17	8.77	4847161	4856571	4847161	4847161	-	4847161	4331127.0	4825507.9	1	1	-	1
ecoli_R941.30.fq.seed3.ngs	19	19	12	10	7	4	5341703	5341703	5319343	5302885	5252292	5144954	19	4847558	5341703	4868913	50.33	50.55	4847558	4847558	4847558	4847558	4406863.3	4834786.5	1	1	1	1	1	1	4847558	0	0	0	2	14 + 4 part	482272	99.560	1.002	0.07	1.03	0.80	4847558	4859427	4847558	4847558	4847558	4847558	4399126.8	4826298.8	1	1	1	1
ecoli_R941.30.fq.seed3.ont	22	22	14	11	7	4	5373024	5373024	5347377	5324874	5252848	5144773	22	4847136	5373024	4868913	50.27	50.55	4847136	4847136	4847136	4847136	4380519.3	4834063.7	1	1	1	1	1	1	4847136	0	0	0	2	17 + 4 part	514019	99.560	1.002	0.00	1.17	9.08	4847134	4859003	4847134	4847134	4847134	4847134	4372717.9	4825454.5	1	1	1	1
ecoli_R941.30.fq.seed4.ngs	15	15	12	8	8	5	5359503	5359503	5349446	5320924	5320924	5204387	15	4847549	5359503	4868913	50.40	50.55	4847549	4847549	4847549	4847549	4391978.6	4834512.9	1	1	1	1	1	1	4847549	0	0	0	3	10 + 4 part	500904	99.556	1.002	0.00	0.99	0.74	4847549	4858599	4847549	4847549	4847549	4847549	4384500.0	4826280.7	1	1	1	1
ecoli_R941.30.fq.seed4.ont	19	19	16	9	8	5	5396992	5396992	5386695	5333507	5320402	5203889	19	4847134	5396992	4868913	50.34	50.55	4847134	4847134	138341	4847134	4360792.0	4833760.5	1	1	2	1	1	1	4847134	0	0	0	3	14 + 4 part	538808	99.556	1.002	0.00	1.19	8.73	4847134	4858184	4847134	4847134	820	4847134	4353298.6	4825454.4	1	1	13	1
ecoli_R941.30.fq.seed5.ngs	21	19	13	11	9	4	5345651	5344292	5328603	5317804	5284470	5101529	21	4847564	5345651	4868913	50.34	50.55	4847564	4847564	4847564	4847564	4401457.1	4832424.3	1	1	1	1	1	1	4847564	0	0	0	2	15 + 5 part	487030	99.556	1.002	0.07	0.97	0.70	4847564	4858617	4847564	4847564	4847564	4847564	4395888.6	4826310.6	1	1	1	1
ecoli_R941.30.fq.seed5.ont	25	21	15	13	9	4	5388744	5386208	5370511	5359101	5284283	5101068	25	4847172	5388744	4868913	50.21	50.55	4847172	4847172	103996	4847172	4365718.3	4831825.6	1	1	2	1	1	1	4847172	0	0	0	2	19 + 5 part	530519	99.556	1.002	0.00	1.15	8.56	4847172	4858225	4847172	4847172	822	4847172	4360030.1	4825530.0	1	1	4	1
ecoli_R941.40.fq.seed1.ngs	20	17	11	10	9	4	5328122	5325506	5307185	5302121	5284286	5106765	20	4847576	5328122	4868913	50.36	50.55	4847576	4847576	4847576	4847576	4416063.9	4832562.6	1	1	1	1	1	1	4847576	0	0	0	2	15 + 4 part	470322	99.560	1.002	0.00	0.97	0.56	4847576	4857800	4847576	4847576	4847576	4847576	4410372.3	4826334.3	1	1	1	1
ecoli_R941.40.fq.seed1.ont	27	24	15	11	10	4	5403826	5401215	5377216	5348812	5330976	5106361	27	4847226	5403826	4868913	50.18	50.55	4847226	4847226	109612	4847226	4354015.1	4832359.9	1	1	2	1	1	1	4847226	0	0	0	2	22 + 4 part	546376	99.560	1.002	0.00	1.11	7.25	4847226	4857450	4847226	4847226	-	4847226	4347958.0	4825637.4	1	1	-	1
ecoli_R941.40.fq.seed2.ngs	15	15	10	8	8	5	5356438	5356438	5336872	5321570	5321570	5194546	15	4847540	5356438	4868913	50.40	50.55	4847540	4847540	4847540	4847540	4394140.5	4834126.5	1	1	1	1	1	1	4847540	0	0	0	3	10 + 4 part	497850	99.560	1.002	0.00	1.03	0.54	4847540	4858588	4847540	4847540	4847540	4847540	4386992.5	4826262.8	1	1	1	1
ecoli_R941.40.fq.seed2.ont	21	20	14	11	9	5	5431755	5431181	5408171	5385784	5359239	5194103	21	4847171	5431755	4868913	50.20	50.55	4847171	4847171	128491	4847171	4332893.8	4833772.5	1	1	2	1	1	1	4847171	0	0	0	3	16 + 4 part	573531	99.560	1.002	0.00	1.07	7.92	4847171	4858224	4847171	4847171	-	4847171	4325503.7	4825528.0	1	1	-	1
