Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ab1_R941.10.fq.seed5.ngs	5	5	4	4	4	4	4173155	4173155	4171071	4171071	4171071	4171071	5	2144607	4173155	3896718	38.93	38.95	2144607	2144607	546132	546132	1538606.0	1647756.2	1	1	3	3	0	0	0	1	0	0	0	1 + 2 part	278119	99.784	1.002	0.00	5.06	5.73	2144607	3895036	2144607	2144607	546132	546132	1519664.8	1627471.3	1	1	3	3
ab1_R941.10.fq.seed5.ont	5	5	4	4	4	4	4173696	4173696	4170842	4170842	4170842	4170842	5	2144287	4173696	3896718	38.93	38.95	2144287	2144287	546188	546188	1538108.1	1647436.6	1	1	3	3	0	0	0	0	0	0	0	1 + 2 part	278874	99.792	1.002	0.00	37.95	76.46	2144287	3894822	2144287	2144287	546188	546188	1519181.9	1627165.1	1	1	3	3
ab1_R941.110.fq.seed1.ngs	5	4	3	3	2	2	4188796	4188140	4184515	4184515	4173727	4173727	5	3898073	4188796	3896718	38.95	38.95	3898073	3898073	3898073	3898073	3645698.7	3918961.6	1	1	1	1	1	1	3898073	0	0	0	0	2 + 2 part	285909	100.000	1.000	0.00	0.67	0.44	3891511	3896325	3891511	3891511	3891511	3891511	3615327.5	3886313.9	1	1	1	1
ab1_R941.110.fq.seed1.ont	8	7	5	5	3	2	4245741	4245085	4238110	4238110	4215092	4173518	8	3897889	4245741	3896718	39.11	38.95	3897889	3897889	3897889	3897889	3596905.5	3919074.8	1	1	1	1	1	1	3897889	0	0	0	0	5 + 2 part	343038	100.000	1.000	0.00	0.64	6.44	3891327	3896141	3891327	3891327	3891327	3891327	3566500.5	3885946.4	1	1	1	1
ab1_R941.110.fq.seed2.ngs	5	4	3	3	2	2	4187192	4186315	4183456	4183456	4172668	4172668	5	3896778	4187192	3896718	38.95	38.95	3896778	3896778	3896778	3896778	3644714.5	3916403.3	1	1	1	1	1	1	3896778	0	0	0	0	3 + 1 part	287862	99.995	1.001	0.00	0.10	0.36	3893979	3899086	3893979	3893979	3893979	3893979	3621301.7	3891245.3	1	1	1	1
ab1_R941.110.fq.seed2.ont	7	6	5	5	3	2	4245283	4244406	4241547	4241547	4217378	4172464	7	3896600	4245283	3896718	39.08	38.95	3896600	3896600	3896600	3896600	3595028.7	3916607.3	1	1	1	1	1	1	3896600	0	0	0	0	5 + 1 part	346131	99.995	1.001	0.00	0.10	6.26	3893801	3898908	3893801	3893801	3893801	3893801	3571422.5	3890889.5	1	1	1	1
ab1_R941.110.fq.seed3.ngs	4	4	3	3	2	2	4185942	4185942	4183226	4183226	4172438	4172438	4	3896775	4185942	3896718	38.95	38.95	3896775	3896775	3896775	3896775	3645767.0	3916364.8	1	1	1	1	2	1	3896775	0	0	0	0	1 + 2 part	284526	99.995	1.001	0.00	0.05	0.44	3893980	3901174	3893980	3893980	3893980	3893980	3622386.0	3891248.4	1	1	1	1
ab1_R941.110.fq.seed3.ont	9	7	4	3	2	2	4200473	4198791	4190075	4183036	4172252	4172252	9	3896613	4200473	3896718	38.94	38.95	3896613	3896613	3896613	3896613	3632868.5	3916056.1	1	1	1	1	2	1	3896613	0	0	0	0	6 + 2 part	299219	99.995	1.001	0.00	0.05	5.72	3893818	3901012	3893818	3893818	3893818	3893818	3609554.5	3890924.6	1	1	1	1
ab1_R941.110.fq.seed4.ngs	5	4	3	3	2	2	4192423	4191754	4188314	4188314	4177527	4177527	5	3901861	4192423	3896718	38.96	38.95	3901861	3901861	3901861	3901861	3649593.5	3926545.3	1	1	1	1	0	0	0	1	0	0	0	1 + 3 part	289688	100.000	1.002	0.00	0.05	0.36	3897306	3902735	3897306	3897306	3897306	3897306	3622966.0	3897897.1	1	1	1	1
ab1_R941.110.fq.seed4.ont	10	9	6	5	3	2	4247249	4246580	4238373	4230326	4208719	4177325	10	3901687	4247249	3896718	39.01	38.95	3901687	3901687	3901687	3901687	3602436.7	3926495.5	1	1	1	1	0	0	0	1	0	0	0	6 + 3 part	344688	100.000	1.001	0.00	0.08	6.28	3897132	3902561	3897132	3897132	3897132	3897132	3575879.3	3897549.1	1	1	1	1
ab1_R941.110.fq.seed5.ngs	6	5	4	4	3	2	4224389	4223531	4220666	4220666	4209878	4172465	6	3896786	4224389	3896718	38.97	38.95	3896786	3896786	3896786	3896786	3612940.3	3916748.7	1	1	1	1	2	1	3896786	0	0	0	0	2 + 1 part	286780	99.995	1.010	0.00	1.40	1.30	3893988	3937364	3893988	3893988	3893988	3893988	3589763.2	3891622.7	1	1	1	1
ab1_R941.110.fq.seed5.ont	10	9	7	6	4	2	4288618	4287760	4280828	4273764	4250179	4172273	10	3896619	4288618	3896718	39.09	38.95	3896619	3896619	3896619	3896619	3558960.0	3916891.0	1	1	1	1	2	1	3896619	0	0	0	0	6 + 1 part	351176	99.995	1.010	0.00	1.45	6.88	3893821	3937197	3893821	3893821	3893821	3893821	3535697.4	3891288.9	1	1	1	1
ab1_R941.120.fq.seed1.ngs	5	5	4	4	3	2	4223500	4223500	4220709	4220709	4209921	4172464	5	3896809	4223500	3896718	38.96	38.95	3896809	3896809	3896809	3896809	3613740.6	3916791.8	1	1	1	1	1	1	3896809	0	0	0	0	1 + 2 part	284579	99.995	1.011	0.00	0.61	1.19	3893990	3938487	3893990	3893990	3893990	3893990	3590521.1	3891625.2	1	1	1	1
ab1_R941.120.fq.seed1.ont	10	9	7	6	4	2	4293556	4292683	4286541	4279095	4251500	4172271	10	3896640	4293556	3896718	39.13	38.95	3896640	3896640	3896640	3896640	3554954.9	3916988.0	1	1	1	1	1	1	3896640	0	0	0	0	6 + 2 part	354805	99.995	1.011	0.00	0.53	6.45	3893821	3938317	3893821	3893821	3893821	3893821	3531629.6	3891287.4	1	1	1	1
ab1_R941.120.fq.seed2.ngs	4	4	3	3	2	2	4186110	4186110	4183243	4183243	4172455	4172455	4	3896796	4186110	3896718	38.95	38.95	3896796	3896796	3896796	3896796	3645659.5	3916406.5	1	1	1	1	2	1	3896796	0	0	0	0	2 + 1 part	286762	99.995	1.001	0.00	0.00	0.38	3893999	3899104	3893999	3893999	3893999	3893999	3622274.9	3891285.2	1	1	1	1
ab1_R941.120.fq.seed2.ont	8	7	6	5	3	2	4253304	4252430	4249560	4242316	4218148	4172237	8	3896608	4253304	3896718	39.07	38.95	3896608	3896608	3896608	3896608	3588266.9	3916626.7	1	1	1	1	2	1	3896608	0	0	0	0	6 + 1 part	354144	99.995	1.001	0.00	0.03	6.28	3893811	3898916	3893811	3893811	3893811	3893811	3564705.7	3890909.5	1	1	1	1
ab1_R941.120.fq.seed3.ngs	4	4	3	3	2	2	4186686	4186686	4183225	4183225	4172437	4172437	4	3896783	4186686	3896718	38.95	38.95	3896783	3896783	3896783	3896783	3645133.9	3916380.7	1	1	1	1	0	0	0	0	0	0	0	1 + 2 part	286129	100.000	1.001	0.00	0.05	0.49	3896744	3900518	3896744	3896744	3896744	3896744	3626883.4	3896772.1	1	1	1	1
ab1_R941.120.fq.seed3.ont	8	7	5	4	3	2	4237934	4237246	4232025	4224985	4214201	4172217	8	3896585	4237934	3896718	39.07	38.95	3896585	3896585	3896585	3896585	3601116.0	3916447.6	1	1	1	1	0	0	0	0	0	0	0	5 + 2 part	337575	100.000	1.001	0.00	0.08	6.31	3896546	3900320	3896546	3896546	3896546	3896546	3582660.5	3896376.1	1	1	1	1
ab1_R941.120.fq.seed4.ngs	5	4	3	3	2	2	4191412	4190743	4187132	4187132	4176344	4176344	5	3900681	4191412	3896718	38.96	38.95	3900681	3900681	3900681	3900681	3648277.1	3924182.4	1	1	1	1	1	1	3900681	0	0	0	0	2 + 1 part	287510	100.000	1.001	0.00	0.13	0.59	3896550	3899771	3896550	3896550	3896550	3896550	3622432.9	3896383.8	1	1	1	1
ab1_R941.120.fq.seed4.ont	9	8	6	5	3	2	4243501	4242832	4236391	4228344	4206731	4176131	9	3900491	4243501	3896718	39.01	38.95	3900491	3900491	3900491	3900491	3603407.6	3924087.8	1	1	1	1	1	1	3900491	0	0	0	0	6 + 1 part	339789	100.000	1.001	0.00	0.10	6.31	3896360	3899581	3896360	3896360	3896360	3896360	3577618.6	3896003.8	1	1	1	1
ab1_R941.120.fq.seed5.ngs	5	4	3	3	2	2	4187309	4186655	4183216	4183216	4172428	4172428	5	3896768	4187309	3896718	38.95	38.95	3896768	3896768	3896768	3896768	3644564.5	3916351.6	1	1	1	1	0	0	0	0	0	0	0	1 + 2 part	285127	100.000	1.001	0.00	0.05	0.38	3896729	3902143	3896729	3896729	3896729	3896729	3626316.7	3896743.0	1	1	1	1
ab1_R941.120.fq.seed5.ont	9	8	7	5	3	2	4252940	4252286	4248847	4236289	4212704	4172207	9	3896575	4252940	3896718	39.08	38.95	3896575	3896575	3896575	3896575	3588407.6	3916445.1	1	1	1	1	0	0	0	0	0	0	0	5 + 2 part	350951	100.000	1.001	0.00	0.21	6.33	3896536	3901950	3896536	3896536	3896536	3896536	3570002.1	3896357.0	1	1	1	1
ab1_R941.20.fq.seed1.ngs	4	3	2	2	2	2	4175323	4174364	4172440	4172440	4172440	4172440	4	3896777	4175323	3896718	38.96	38.95	3896777	3896777	3896777	3896777	3655014.4	3916338.2	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	275994	100.000	1.001	0.00	0.08	0.49	3896738	3899290	3896738	3896738	3896738	3896738	3636742.2	3896759.7	1	1	1	1
ab1_R941.20.fq.seed1.ont	4	3	2	2	2	2	4175356	4174397	4172181	4172181	4172181	4172181	4	3896550	4175356	3896718	38.96	38.95	3896550	3896550	3896550	3896550	3654557.9	3915880.0	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	276254	100.000	1.001	0.00	1.26	15.67	3896511	3899063	3896511	3896511	3896511	3896511	3636289.8	3896305.7	1	1	1	1
ab1_R941.20.fq.seed2.ngs	5	4	3	3	2	2	4185955	4185097	4183238	4183238	4172468	4172468	5	3896807	4185955	3896718	38.95	38.95	3896807	3896807	3896807	3896807	3645814.1	3916427.6	1	1	1	1	1	1	3896807	0	0	0	0	3 + 1 part	286596	99.995	1.001	0.00	0.26	0.74	3893984	3899086	3893984	3893984	3893984	3893984	3622381.1	3891255.3	1	1	1	1
ab1_R941.20.fq.seed2.ont	5	4	3	3	2	2	4185695	4184837	4182978	4182978	4172237	4172237	5	3896595	4185695	3896718	38.94	38.95	3896595	3896595	3896595	3896595	3645643.2	3916000.8	1	1	1	1	1	1	3896595	0	0	0	0	3 + 1 part	286548	99.929	1.001	0.00	1.80	15.11	3893777	3898878	3893777	3893777	3893777	3893777	3622221.0	3890841.6	1	1	1	1
ab1_R941.20.fq.seed3.ngs	2	2	2	2	2	2	4168863	4168863	4168863	4168863	4168863	4168863	2	3893176	4168863	3896718	38.94	38.95	3893176	3893176	3893176	3893176	3653951.4	3909141.7	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	273135	99.907	1.001	0.02	0.05	0.80	3893137	3895689	3893137	3893137	3893137	3893137	3635648.9	3889561.0	1	1	1	1
ab1_R941.20.fq.seed3.ont	2	2	2	2	2	2	4168649	4168649	4168649	4168649	4168649	4168649	2	3892986	4168649	3896718	38.94	38.95	3892986	3892986	3892986	3892986	3653780.9	3908758.6	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	273111	99.907	1.001	0.00	1.28	16.04	3892947	3895499	3892947	3892947	3892947	3892947	3635480.7	3889181.3	1	1	1	1
ab1_R941.20.fq.seed4.ngs	4	3	2	2	2	2	4175364	4174673	4172449	4172449	4172449	4172449	4	3896785	4175364	3896718	38.96	38.95	3896785	3896785	3896785	3896785	3654993.8	3916354.6	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	276027	100.000	1.001	0.00	0.05	0.44	3896740	3899292	3896740	3896740	3896740	3896740	3636710.3	3896763.7	1	1	1	1
ab1_R941.20.fq.seed4.ont	4	3	2	2	2	2	4175138	4174447	4172223	4172223	4172223	4172223	4	3896577	4175138	3896718	38.96	38.95	3896577	3896577	3896577	3896577	3654801.0	3915936.0	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	276009	100.000	1.001	0.00	1.36	15.80	3896532	3899084	3896532	3896532	3896532	3896532	3636518.9	3896347.7	1	1	1	1
ab1_R941.20.fq.seed5.ngs	3	3	2	2	2	2	4174696	4174696	4172158	4172158	4172158	4172158	3	3896494	4174696	3896718	38.95	38.95	3896494	3896494	3896494	3896494	3655035.6	3915772.9	1	1	1	1	0	0	0	1	0	0	0	1 + 1 part	275650	99.994	1.001	0.00	0.18	0.51	3896454	3899006	3896454	3896454	3896454	3896454	3636758.3	3896191.7	1	1	1	1
ab1_R941.20.fq.seed5.ont	3	3	2	2	2	2	4174825	4174825	4172287	4172287	4172287	4172287	3	3896650	4174825	3896718	38.95	38.95	3896650	3896650	3896650	3896650	3655210.3	3916081.0	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	275623	100.000	1.001	0.00	1.67	15.70	3896611	3899163	3896611	3896611	3896611	3896611	3636939.0	3896505.7	1	1	1	1
ab1_R941.30.fq.seed1.ngs	3	3	2	2	2	2	4175804	4175804	4172436	4172436	4172436	4172436	3	3896777	4175804	3896718	38.96	38.95	3896777	3896777	3896777	3896777	3654594.5	3916339.4	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	276475	100.000	1.001	0.00	0.08	0.38	3896738	3899290	3896738	3896738	3896738	3896738	3636323.3	3896759.7	1	1	1	1
ab1_R941.30.fq.seed1.ont	3	3	2	2	2	2	4175614	4175614	4172246	4172246	4172246	4172246	3	3896608	4175614	3896718	38.96	38.95	3896608	3896608	3896608	3896608	3654442.6	3915998.4	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	276454	100.000	1.001	0.00	0.56	10.49	3896569	3899121	3896569	3896569	3896569	3896569	3636173.4	3896421.7	1	1	1	1
ab1_R941.30.fq.seed2.ngs	4	4	3	3	2	2	4187444	4187444	4183822	4183822	4172478	4172478	4	3896813	4187444	3896718	38.95	38.95	3896813	3896813	3896813	3896813	3644534.6	3916445.7	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	288079	100.000	1.001	0.00	0.00	0.64	3896774	3899326	3896774	3896774	3896774	3896774	3626282.3	3896831.7	1	1	1	1
ab1_R941.30.fq.seed2.ont	4	4	3	3	2	2	4187217	4187217	4183595	4183595	4172290	4172290	4	3896644	4187217	3896718	38.95	38.95	3896644	3896644	3896644	3896644	3644414.9	3916104.8	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	288021	100.000	1.001	0.00	0.51	10.93	3896605	3899157	3896605	3896605	3896605	3896605	3626164.4	3896493.7	1	1	1	1
ab1_R941.30.fq.seed3.ngs	3	3	2	2	2	2	4175844	4175844	4173297	4173297	4173297	4173297	3	3897642	4175844	3896718	38.96	38.95	3897642	3897642	3897642	3897642	3656172.3	3918067.8	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	273104	100.000	1.002	0.00	0.15	0.51	3897603	3902701	3897603	3897603	3897603	3897603	3637904.6	3898491.5	1	1	1	1
ab1_R941.30.fq.seed3.ont	3	3	2	2	2	2	4175684	4175684	4173137	4173137	4173137	4173137	3	3897501	4175684	3896718	38.96	38.95	3897501	3897501	3897501	3897501	3656046.7	3917783.1	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	273085	100.000	1.001	0.00	0.36	10.99	3897462	3902560	3897462	3897462	3897462	3897462	3637780.8	3898209.5	1	1	1	1
ab1_R941.30.fq.seed4.ngs	4	4	3	3	2	2	4185212	4185212	4183235	4183235	4172445	4172445	4	3896783	4185212	3896718	38.94	38.95	3896783	3896783	3896783	3896783	3646416.9	3916379.8	1	1	1	1	0	0	0	0	0	0	0	2 + 1 part	285877	100.000	1.001	0.00	0.00	0.64	3896744	3899296	3896744	3896744	3896744	3896744	3628160.4	3896771.7	1	1	1	1
ab1_R941.30.fq.seed4.ont	5	4	3	3	2	2	4185844	4185033	4183056	4183056	4172259	4172259	5	3896617	4185844	3896718	38.95	38.95	3896617	3896617	3896617	3896617	3645554.8	3916045.2	1	1	1	1	0	0	0	0	0	0	0	3 + 1 part	286675	100.000	1.001	0.00	0.59	10.98	3896578	3899130	3896578	3896578	3896578	3896578	3627303.5	3896439.7	1	1	1	1
ab1_R941.30.fq.seed5.ngs	4	3	2	2	2	2	4175880	4174995	4172448	4172448	4172448	4172448	4	3896781	4175880	3896718	38.96	38.95	3896781	3896781	3896781	3896781	3654535.5	3916347.5	1	1	1	1	2	1	3896781	0	0	0	0	1 + 1 part	274000	99.995	1.001	0.00	0.05	0.38	3893986	3901638	3893986	3893986	3893986	3893986	3631126.0	3891260.9	1	1	1	1
ab1_R941.30.fq.seed5.ont	5	4	3	2	2	2	4182807	4181922	4179375	4172313	4172313	4172313	5	3896672	4182807	3896718	38.95	38.95	3896672	3896672	3896672	3896672	3648288.8	3916138.6	1	1	1	1	2	1	3896672	0	0	0	0	2 + 1 part	281036	99.995	1.001	0.00	0.41	11.10	3893877	3901529	3893877	3893877	3893877	3893877	3624909.7	3891043.1	1	1	1	1
ab1_R941.40.fq.seed1.ngs	3	3	3	3	2	2	4183340	4183340	4183340	4183340	4172552	4172552	3	3896827	4183340	3896718	38.94	38.95	3896827	3896827	3896827	3896827	3648137.9	3916475.7	1	1	1	1	0	0	0	0	0	0	0	1 + 1 part	283961	100.000	1.001	0.00	0.00	0.41	3896788	3899340	3896788	3896788	3896788	3896788	3629865.9	3896859.7	1	1	1	1
ab1_R941.40.fq.seed1.ont	5	5	3	3	2	2	4188475	4188475	4183169	4183169	4172401	4172401	5	3896692	4188475	3896718	38.95	38.95	3896692	3896692	3896692	3896692	3643415.4	3916207.0	1	1	1	1	0	0	0	0	0	0	0	3 + 1 part	289231	100.000	1.001	0.00	0.18	8.64	3896652	3899204	3896652	3896652	3896652	3896652	3625162.7	3896587.7	1	1	1	1
ab1_R941.40.fq.seed2.ngs	4	4	3	3	2	2	4188501	4188501	4184889	4184889	4174102	4174102	4	3898439	4188501	3896718	38.95	38.95	3898439	3898439	3898439	3898439	3646637.8	3919695.0	1	1	1	1	1	1	3898439	0	0	0	0	1 + 1 part	283898	100.000	1.000	0.00	1.26	0.62	3892141	3898305	3892141	3892141	3892141	3892141	3616754.8	3887574.4	1	1	1	1
ab1_R941.40.fq.seed2.ont	5	4	3	3	2	2	4188985	4188304	4184692	4184692	4173929	4173929	5	3898288	4188985	3896718	38.96	38.95	3898288	3898288	3898288	3898288	3645932.5	3919389.8	1	1	1	1	1	1	3898288	0	0	0	0	2 + 1 part	284533	100.000	1.000	0.00	1.41	9.26	3891990	3898154	3891990	3891990	3891990	3891990	3616056.3	3887272.8	1	1	1	1
